dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,date,batt1volts,lastRain,local_time
1766994600000,0.0,0.0,0,0,1,27,45.3,96,44.23,45.3,30.19,30.2901,0,0,6,2659500,America/Los_Angeles,True,2025-12-28,,,2025-12-28 23:50:00-08:00
1766993700000,0.0,0.0,0,0,1,27,45.1,96,44.03,45.1,30.18,30.2801,0,0,6,2659500,America/Los_Angeles,True,2025-12-28,,,2025-12-28 23:35:00-08:00
1766992800000,0.0,0.0,0,0,1,27,45.0,96,43.93,45.0,30.18,30.2801,0,0,6,2659500,America/Los_Angeles,True,2025-12-28,4.13,,2025-12-28 23:20:00-08:00
1766991900000,0.0,0.0,0,0,1,27,45.0,95,43.65,45.0,30.18,30.2801,0,0,6,2659500,America/Los_Angeles,True,2025-12-28,,,2025-12-28 23:05:00-08:00
1766991000000,0.0,1.7895,0,0,1,27,45.0,95,43.65,45.0,30.18,30.2801,0,0,6,2659500,America/Los_Angeles,True,2025-12-28,,,2025-12-28 22:50:00-08:00
1766990100000,0.0,0.0,0,0,1,27,45.0,94,43.38,45.0,30.17,30.2701,0,0,6,2659500,America/Los_Angeles,True,2025-12-28,,,2025-12-28 22:35:00-08:00
1766989200000,0.0,0.0,0,0,1,27,45.3,94,43.68,45.3,30.17,30.27,0,0,6,2659500,America/Los_Angeles,True,2025-12-28,4.13,,2025-12-28 22:20:00-08:00
1766988300000,0.0,0.0,0,0,1,27,45.7,94,44.07,45.7,30.16,30.2599,0,0,6,2659500,America/Los_Angeles,True,2025-12-28,,,2025-12-28 22:05:00-08:00
1766987400000,0.0,0.0,0,0,1,27,45.9,94,44.27,45.9,30.16,30.2599,0,0,6,2659500,America/Los_Angeles,True,2025-12-28,,,2025-12-28 21:50:00-08:00
1766986500000,0.0,0.0,0,0,1,27,46.2,94,44.57,46.2,30.16,30.2598,0,0,6,2659500,America/Los_Angeles,True,2025-12-28,,,2025-12-28 21:35:00-08:00
1766985600000,0.0,1.3422,0,0,1,27,46.4,94,44.77,46.4,30.15,30.2498,0,0,6,2659500,America/Los_Angeles,True,2025-12-28,4.13,,2025-12-28 21:20:00-08:00
1766984700000,0.0,0.8948,0,0,1,27,46.6,93,44.69,46.6,30.15,30.2497,0,0,6,2659500,America/Los_Angeles,True,2025-12-28,,,2025-12-28 21:05:00-08:00
1766983800000,0.0,0.0,0,0,1,27,46.9,93,44.98,46.9,30.15,30.2497,0,0,6,2659500,America/Los_Angeles,True,2025-12-28,,,2025-12-28 20:50:00-08:00
1766982900000,0.0,0.0,0,0,1,27,47.3,93,45.38,47.3,30.15,30.2496,0,0,6,2659500,America/Los_Angeles,True,2025-12-28,,,2025-12-28 20:35:00-08:00
