dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,batt1volts,local_time
1754866020000,2.4606,5.145,0,0,1,210,64.6,84,59.65,64.6,29.96,30.0557,342,61560,0,307800,2025-04-26T15:31:00.000Z,2025-08-10,,,,2025-08-10 15:47:00-07:00
1754865120000,1.7895,4.4739,0,0,1,210,63.9,84,58.97,63.9,29.96,30.0558,274,49320,8733,8433000,,2025-08-10,America/Los_Angeles,True,,2025-08-10 15:32:00-07:00
1754864220000,2.6843,4.6976,0,0,1,214,63.5,85,58.91,63.5,29.96,30.0559,277,49860,8733,8186400,,2025-08-10,America/Los_Angeles,True,,2025-08-10 15:17:00-07:00
1754863320000,2.6843,6.2634,0,0,1,204,63.5,85,58.91,63.5,29.97,30.0659,257,46260,8733,7937100,,2025-08-10,America/Los_Angeles,True,4.58,2025-08-10 15:02:00-07:00
1754862420000,3.3554,5.145,0,0,1,199,64.0,84,59.06,64.0,29.97,30.0658,171,30780,8578,7705800,,2025-08-10,America/Los_Angeles,True,,2025-08-10 14:47:00-07:00
1754861520000,2.2369,4.9213,0,0,1,198,64.6,84,59.65,64.6,29.98,30.0757,155,27900,8068,7551900,,2025-08-10,America/Los_Angeles,True,,2025-08-10 14:32:00-07:00
1754860620000,2.4606,5.3686,0,0,1,198,64.2,84,59.26,64.2,29.98,30.0758,161,28980,7650,7412400,,2025-08-10,America/Los_Angeles,True,,2025-08-10 14:17:00-07:00
1754859720000,2.4606,5.145,0,0,1,198,64.0,84,59.06,64.0,29.99,30.0859,349,62820,7336,7267500,,2025-08-10,America/Los_Angeles,True,4.59,2025-08-10 14:02:00-07:00
1754858820000,2.4606,4.6976,0,0,1,198,64.6,83,59.31,64.6,29.99,30.0858,145,26100,6621,6953400,,2025-08-10,America/Los_Angeles,True,,2025-08-10 13:47:00-07:00
1754857920000,2.2369,4.0265,0,0,1,198,64.8,82,59.17,64.8,30.0,30.0958,180,32400,6621,6822900,,2025-08-10,America/Los_Angeles,True,,2025-08-10 13:32:00-07:00
1754857020000,2.908,5.5923,0,0,1,193,64.4,83,59.12,64.4,30.01,30.1059,134,24120,6621,6660900,,2025-08-10,America/Los_Angeles,True,,2025-08-10 13:17:00-07:00
1754856120000,3.8028,5.145,0,0,1,209,65.7,80,59.35,65.7,30.01,30.1056,273,49140,6621,6540300,,2025-08-10,America/Los_Angeles,True,4.55,2025-08-10 13:02:00-07:00
1754855220000,2.6843,4.0265,0,0,1,184,67.3,77,59.83,67.3,30.01,30.1053,715,128700,5099,6294600,,2025-08-10,America/Los_Angeles,True,,2025-08-10 12:47:00-07:00
1754854320000,2.0132,3.8028,0,0,1,184,67.3,77,59.83,67.3,30.01,30.1053,753,135540,2863,5651100,,2025-08-10,America/Los_Angeles,True,,2025-08-10 12:32:00-07:00
1754853420000,1.7895,3.5791,0,0,1,184,66.7,78,59.62,66.7,30.01,30.1055,680,122400,2863,4973400,,2025-08-10,America/Los_Angeles,True,,2025-08-10 12:17:00-07:00
1754852520000,2.6843,4.6976,0,0,1,184,65.8,79,59.1,65.8,30.0,30.0956,769,138420,2863,4361400,,2025-08-10,America/Los_Angeles,True,4.62,2025-08-10 12:02:00-07:00
1754851620000,2.0132,4.6976,0,0,1,168,65.8,79,59.1,65.8,30.0,30.0956,792,142560,2497,3669300,,2025-08-10,America/Los_Angeles,True,,2025-08-10 11:47:00-07:00
1754850720000,1.5659,3.5791,0,0,1,143,66.2,79,59.49,66.2,30.0,30.0955,764,137520,2221,2956500,,2025-08-10,America/Los_Angeles,True,,2025-08-10 11:32:00-07:00
1754849820000,1.5659,3.8028,0,0,1,143,66.2,79,59.49,66.2,30.0,30.0955,366,65880,2221,2268900,,2025-08-10,America/Los_Angeles,True,,2025-08-10 11:17:00-07:00
1754848920000,1.1185,4.2502,0,0,1,143,65.7,80,59.35,65.7,30.0,30.0956,276,49680,1438,1939500,,2025-08-10,America/Los_Angeles,True,4.59,2025-08-10 11:02:00-07:00
1754848020000,1.5659,4.2502,0,0,1,141,64.6,82,58.98,64.6,30.0,30.0958,322,57960,843,1691100,,2025-08-10,America/Los_Angeles,True,,2025-08-10 10:47:00-07:00
1754847120000,1.3422,3.1317,0,0,1,134,63.5,84,58.57,63.5,30.0,30.096,380,68400,843,1401300,,2025-08-10,America/Los_Angeles,True,,2025-08-10 10:32:00-07:00
1754846220000,1.5659,3.1317,0,0,1,134,62.6,86,58.35,62.6,30.01,30.1062,499,89820,647,1059300,,2025-08-10,America/Los_Angeles,True,,2025-08-10 10:17:00-07:00
1754845320000,1.1185,3.8028,0,0,1,134,61.9,89,58.62,61.9,30.01,30.1063,81,14580,647,610200,,2025-08-10,America/Los_Angeles,True,4.3,2025-08-10 10:02:00-07:00
1754844420000,0.4474,2.908,0,0,1,134,60.6,92,58.26,60.6,30.01,30.1066,96,17280,647,537300,,2025-08-10,America/Los_Angeles,True,,2025-08-10 09:47:00-07:00
1754843520000,0.2237,1.7895,0,0,1,134,59.9,93,57.87,59.9,30.01,30.1067,119,21420,581,450900,,2025-08-10,America/Los_Angeles,True,,2025-08-10 09:32:00-07:00
1754842620000,0.4474,2.4606,0,0,1,134,59.4,95,57.97,59.4,30.01,30.1068,77,13860,519,343800,,2025-08-10,America/Los_Angeles,True,,2025-08-10 09:17:00-07:00
1754841720000,0.4474,2.0132,0,0,1,134,58.6,96,57.46,58.6,30.0,30.0969,66,11880,439,274500,,2025-08-10,America/Los_Angeles,True,4.29,2025-08-10 09:02:00-07:00
1754840820000,0.2237,2.2369,0,0,1,134,58.1,97,57.25,58.1,29.99,30.087,62,11160,397,215100,,2025-08-10,America/Los_Angeles,True,,2025-08-10 08:47:00-07:00
1754839920000,0.0,0.0,0,0,1,134,57.9,98,57.34,57.9,29.99,30.087,49,8820,374,159300,,2025-08-10,America/Los_Angeles,True,,2025-08-10 08:32:00-07:00
1754839020000,0.0,1.3422,0,0,1,134,57.7,98,57.14,57.7,29.98,30.077,42,7560,369,115200,,2025-08-10,America/Los_Angeles,True,,2025-08-10 08:17:00-07:00
1754838120000,0.2237,1.5659,0,0,1,134,57.6,98,57.04,57.6,29.98,30.077,31,5580,369,77400,,2025-08-10,America/Los_Angeles,True,4.29,2025-08-10 08:02:00-07:00
1754837220000,0.0,1.5659,0,0,1,134,57.4,99,57.12,57.4,29.97,30.067,23,4140,353,49500,,2025-08-10,America/Los_Angeles,True,,2025-08-10 07:47:00-07:00
1754836320000,0.2237,2.0132,0,0,1,134,57.4,99,57.12,57.4,29.97,30.067,16,2880,342,28800,,2025-08-10,America/Los_Angeles,True,,2025-08-10 07:32:00-07:00
1754835420000,0.0,1.3422,0,0,1,134,57.4,99,57.12,57.4,29.97,30.067,9,1620,342,14400,,2025-08-10,America/Los_Angeles,True,,2025-08-10 07:17:00-07:00
1754834520000,0.0,1.1185,0,0,1,134,57.2,99,56.92,57.2,29.96,30.0571,5,900,342,6300,,2025-08-10,America/Los_Angeles,True,4.28,2025-08-10 07:02:00-07:00
1754833620000,0.2237,1.3422,0,0,1,134,57.0,99,56.72,57.0,29.96,30.0571,2,360,342,1800,,2025-08-10,America/Los_Angeles,True,,2025-08-10 06:47:00-07:00
1754832720000,0.0,2.0132,0,0,1,134,56.8,98,56.24,56.8,29.96,30.0571,0,0,342,0,,2025-08-10,America/Los_Angeles,True,,2025-08-10 06:32:00-07:00
1754831820000,0.4474,2.4606,0,0,1,134,56.8,98,56.24,56.8,29.96,30.0571,0,0,342,0,,2025-08-10,America/Los_Angeles,True,,2025-08-10 06:17:00-07:00
1754830920000,1.1185,2.4606,0,0,1,135,57.0,98,56.44,57.0,29.95,30.0471,0,0,342,0,,2025-08-10,America/Los_Angeles,True,4.29,2025-08-10 06:02:00-07:00
1754830020000,0.6711,2.2369,0,0,1,152,57.4,98,56.84,57.4,29.94,30.0369,0,0,342,0,,2025-08-10,America/Los_Angeles,True,,2025-08-10 05:47:00-07:00
1754829120000,0.8948,2.0132,0,0,1,152,57.6,98,57.04,57.6,29.94,30.0369,0,0,342,0,,2025-08-10,America/Los_Angeles,True,,2025-08-10 05:32:00-07:00
1754828220000,0.2237,2.0132,0,0,1,152,57.7,98,57.14,57.7,29.93,30.0269,0,0,342,0,,2025-08-10,America/Los_Angeles,True,,2025-08-10 05:17:00-07:00
1754827320000,0.4474,2.2369,0,0,1,152,57.9,98,57.34,57.9,29.93,30.0268,0,0,342,0,,2025-08-10,America/Los_Angeles,True,4.29,2025-08-10 05:02:00-07:00
1754826420000,0.2237,2.4606,0,0,1,152,58.1,98,57.54,58.1,29.93,30.0268,0,0,342,0,,2025-08-10,America/Los_Angeles,True,,2025-08-10 04:47:00-07:00
1754824620000,0.2237,1.7895,0,0,1,152,58.3,97,57.45,58.3,29.92,30.0167,0,0,342,0,,2025-08-10,America/Los_Angeles,True,,2025-08-10 04:17:00-07:00
1754823720000,0.4474,3.1317,0,0,1,152,58.3,97,57.45,58.3,29.93,30.0267,0,0,342,0,,2025-08-10,America/Los_Angeles,True,4.29,2025-08-10 04:02:00-07:00
1754822820000,0.8948,3.8028,0,0,1,148,58.5,97,57.65,58.5,29.92,30.0167,0,0,342,0,,2025-08-10,America/Los_Angeles,True,,2025-08-10 03:47:00-07:00
1754821920000,0.4474,3.8028,0,0,1,173,59.0,96,57.86,59.0,29.92,30.0166,0,0,342,0,,2025-08-10,America/Los_Angeles,True,,2025-08-10 03:32:00-07:00
1754821020000,0.2237,3.1317,0,0,1,173,59.5,96,58.36,59.5,29.92,30.0165,0,0,342,0,,2025-08-10,America/Los_Angeles,True,,2025-08-10 03:17:00-07:00
1754820120000,0.4474,3.8028,0,0,1,173,60.1,95,58.66,60.1,29.91,30.0063,0,0,342,0,,2025-08-10,America/Los_Angeles,True,4.3,2025-08-10 03:02:00-07:00
1754819220000,0.0,1.5659,0,0,1,228,60.4,95,58.96,60.4,29.91,30.0063,0,0,342,0,,2025-08-10,America/Los_Angeles,True,,2025-08-10 02:47:00-07:00
1754818320000,0.8948,2.0132,0,0,1,236,60.6,96,59.45,60.6,29.91,30.0063,0,0,342,0,,2025-08-10,America/Los_Angeles,True,,2025-08-10 02:32:00-07:00
1754817420000,0.6711,2.2369,0,0,1,236,60.8,96,59.65,60.8,29.91,30.0062,0,0,342,0,,2025-08-10,America/Los_Angeles,True,,2025-08-10 02:17:00-07:00
1754816520000,0.2237,1.5659,0,0,1,236,60.8,96,59.65,60.8,29.91,30.0062,0,0,342,0,,2025-08-10,America/Los_Angeles,True,4.31,2025-08-10 02:02:00-07:00
1754815620000,0.2237,2.0132,0,0,1,236,60.6,97,59.74,60.6,29.9,29.9962,0,0,342,0,,2025-08-10,America/Los_Angeles,True,,2025-08-10 01:47:00-07:00
1754814720000,0.0,1.3422,0,0,1,236,60.4,97,59.54,60.4,29.9,29.9963,0,0,342,0,,2025-08-10,America/Los_Angeles,True,,2025-08-10 01:32:00-07:00
1754813820000,0.0,0.8948,0,0,1,236,60.3,96,59.15,60.3,29.89,29.9862,0,0,342,0,,2025-08-10,America/Los_Angeles,True,,2025-08-10 01:17:00-07:00
1754812920000,0.0,0.0,0,0,1,236,60.3,96,59.15,60.3,29.89,29.9862,0,0,342,0,,2025-08-10,America/Los_Angeles,True,4.31,2025-08-10 01:02:00-07:00
1754812020000,0.0,0.0,0,0,1,236,60.3,95,58.86,60.3,29.88,29.9762,0,0,342,0,,2025-08-10,America/Los_Angeles,True,,2025-08-10 00:47:00-07:00
1754811120000,0.0,0.0,0,0,1,236,60.4,95,58.96,60.4,29.88,29.9762,0,0,342,0,,2025-08-10,America/Los_Angeles,True,,2025-08-10 00:32:00-07:00
1754810220000,0.4474,1.5659,0,0,1,236,60.6,94,58.86,60.6,29.89,29.9862,0,0,342,0,,2025-08-10,America/Los_Angeles,True,,2025-08-10 00:17:00-07:00
1754809320000,0.8948,1.5659,0,0,1,236,60.8,94,59.06,60.8,29.89,29.9862,0,0,342,0,,2025-08-10,America/Los_Angeles,True,4.32,2025-08-10 00:02:00-07:00
