dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,feelsLike,dewPoint,passkey,time,loc,date,batt1volts,local_time
1746254760000,0.0,1.5659,0,0,1,224,55.2,94,29.95,30.0474,0,0,124,3258000,America/Los_Angeles,True,55.2,53.5,184b25e1e4b0679445bdc4f9f9a9c3f0,1746230400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746230400000.json,2025-05-02,,2025-05-02 23:46:00-07:00
1746251160000,0.0,0.0,0,0,1,224,54.0,95,29.93,30.0276,0,0,124,3258000,America/Los_Angeles,True,54.0,52.6,184b25e1e4b0679445bdc4f9f9a9c3f0,1746230400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746230400000.json,2025-05-02,,2025-05-02 22:46:00-07:00
1746250260000,0.0,0.0,0,0,1,224,53.6,94,29.93,30.0276,0,0,124,3258000,America/Los_Angeles,True,53.6,51.91,184b25e1e4b0679445bdc4f9f9a9c3f0,1746230400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746230400000.json,2025-05-02,,2025-05-02 22:31:00-07:00
1746247560000,0.0,0.0,0,0,1,224,53.6,91,29.91,30.0076,0,0,124,3258000,America/Los_Angeles,True,53.6,51.04,184b25e1e4b0679445bdc4f9f9a9c3f0,1746230400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746230400000.json,2025-05-02,,2025-05-02 21:46:00-07:00
1746245760000,0.0,0.0,0,0,1,224,54.3,90,29.91,30.0074,0,0,124,3258000,America/Los_Angeles,True,54.3,51.43,184b25e1e4b0679445bdc4f9f9a9c3f0,1746230400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746230400000.json,2025-05-02,4.2,2025-05-02 21:16:00-07:00
1746243060000,0.0,0.0,0,0,1,224,55.8,89,29.9,29.9971,0,0,124,3258000,America/Los_Angeles,True,55.8,52.61,184b25e1e4b0679445bdc4f9f9a9c3f0,1746230400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746230400000.json,2025-05-02,,2025-05-02 20:31:00-07:00
1746238560000,0.0,1.1185,0,0,1,224,58.8,82,29.9,29.9966,5,2100,124,3256200,America/Los_Angeles,True,58.8,53.32,184b25e1e4b0679445bdc4f9f9a9c3f0,1746230400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746230400000.json,2025-05-02,4.2,2025-05-02 19:16:00-07:00
1746233160000,1.1185,2.4606,0,0,1,224,58.6,84,29.92,30.0167,31,13020,124,3163500,America/Los_Angeles,True,58.6,53.78,184b25e1e4b0679445bdc4f9f9a9c3f0,1746230400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746230400000.json,2025-05-02,,2025-05-02 17:46:00-07:00
1746229560000,2.2369,3.5791,0,0,1,224,59.4,82,29.93,30.0265,84,35280,124,3031200,America/Los_Angeles,True,59.4,53.9,184b25e1e4b0679445bdc4f9f9a9c3f0,1746144000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746144000000.json,2025-05-02,,2025-05-02 16:46:00-07:00
1746223260000,0.2237,4.2502,0,0,1,154,58.5,84,29.97,30.0668,141,67680,124,2319300,America/Los_Angeles,True,58.5,53.68,184b25e1e4b0679445bdc4f9f9a9c3f0,1746144000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746144000000.json,2025-05-02,,2025-05-02 15:01:00-07:00
1746213360000,0.0,0.0,0,0,1,153,57.2,88,30.02,30.1172,84,35280,124,1033200,America/Los_Angeles,True,57.2,53.68,184b25e1e4b0679445bdc4f9f9a9c3f0,1746144000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746144000000.json,2025-05-02,4.22,2025-05-02 12:16:00-07:00
