dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,batt1volts,tz,historical,local_time
1749278760000,0.0,0.0,0,0,1,210,56.8,89,53.59,56.8,29.98,30.0772,0,0,4050,3645000,2025-04-26T15:31:00.000Z,2025-06-06,,,,2025-06-06 23:46:00-07:00
1749277860000,0.0,0.0,0,0,1,210,56.7,89,53.49,56.7,29.97,30.0672,0,0,4050,3645000,2025-04-26T15:31:00.000Z,2025-06-06,,,,2025-06-06 23:31:00-07:00
1749276960000,0.0,0.0,0,0,1,210,56.8,88,53.28,56.8,29.97,30.0672,0,0,4050,3645000,2025-04-26T15:31:00.000Z,2025-06-06,4.18,,,2025-06-06 23:16:00-07:00
1749276060000,0.0,0.0,0,0,1,210,56.7,89,53.49,56.7,29.97,30.0672,0,0,4050,3645000,2025-04-26T15:31:00.000Z,2025-06-06,,,,2025-06-06 23:01:00-07:00
1749275160000,0.0,0.0,0,0,1,210,56.7,89,53.49,56.7,29.97,30.0672,0,0,4050,3645000,2025-04-26T15:31:00.000Z,2025-06-06,,,,2025-06-06 22:46:00-07:00
1749274260000,0.0,0.0,0,0,1,210,56.7,90,53.8,56.7,29.97,30.0672,0,0,4050,3645000,2025-04-26T15:31:00.000Z,2025-06-06,,,,2025-06-06 22:31:00-07:00
1749273360000,0.0,0.0,0,0,1,210,56.7,90,53.8,56.7,29.96,30.0571,0,0,4050,3645000,2025-04-26T15:31:00.000Z,2025-06-06,4.19,,,2025-06-06 22:16:00-07:00
1749272460000,0.0,0.0,0,0,1,210,57.0,88,53.48,57.0,29.96,30.0571,0,0,4050,3645000,2025-04-26T15:31:00.000Z,2025-06-06,,,,2025-06-06 22:01:00-07:00
1749271560000,0.0,0.0,0,0,1,210,57.4,88,53.87,57.4,29.96,30.057,0,0,4050,3645000,,2025-06-06,,America/Los_Angeles,True,2025-06-06 21:46:00-07:00
1749270660000,0.0,0.0,0,0,1,210,57.7,88,54.17,57.7,29.95,30.0469,0,0,4050,3645000,2025-04-26T15:31:00.000Z,2025-06-06,,,,2025-06-06 21:31:00-07:00
1749269760000,0.0,0.0,0,0,1,210,58.1,87,54.25,58.1,29.95,30.0469,0,0,4050,3645000,2025-04-26T15:31:00.000Z,2025-06-06,4.19,,,2025-06-06 21:16:00-07:00
1749268860000,0.4474,2.0132,0,0,1,210,58.3,87,54.45,58.3,29.94,30.0368,0,0,4050,3645000,,2025-06-06,,America/Los_Angeles,True,2025-06-06 21:01:00-07:00
1749267960000,0.6711,2.2369,0,0,1,210,58.3,87,54.45,58.3,29.93,30.0267,0,0,4050,3645000,2025-04-26T15:31:00.000Z,2025-06-06,,,,2025-06-06 20:46:00-07:00
1749267060000,0.4474,2.0132,0,0,1,210,58.5,86,54.32,58.5,29.93,30.0267,0,0,4050,3645000,2025-04-26T15:31:00.000Z,2025-06-06,,,,2025-06-06 20:31:00-07:00
1749266160000,0.2237,2.2369,0,0,1,210,58.6,85,54.1,58.6,29.93,30.0267,0,0,4050,3645000,2025-04-26T15:31:00.000Z,2025-06-06,4.19,,,2025-06-06 20:16:00-07:00
1749265260000,0.6711,2.4606,0,0,1,210,59.0,85,54.49,59.0,29.93,30.0266,2,960,4048,3645000,2025-04-26T15:31:00.000Z,2025-06-06,,,,2025-06-06 20:01:00-07:00
1749264360000,1.1185,3.1317,0,0,1,210,59.2,84,54.37,59.2,29.92,30.0165,5,2100,4043,3643200,2025-04-26T15:31:00.000Z,2025-06-06,,,,2025-06-06 19:46:00-07:00
