dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,batt1volts,local_time
1771055460000,0.0,0.0,0,0,1,191,51.6,74,43.59,30.01,30.0846,0,0,17713,15941700,51.6,2026-02-11T12:51:00.000Z,2026-02-13,,2026-02-13 23:51:00-08:00
1771054560000,0.0,0.0,0,0,1,191,51.4,76,44.09,30.01,30.0846,0,0,17713,15941700,51.4,2026-02-11T12:51:00.000Z,2026-02-13,,2026-02-13 23:36:00-08:00
1771053660000,0.0,0.0,0,0,1,191,51.1,79,44.82,30.01,30.0847,0,0,17713,15941700,51.1,2026-02-11T12:51:00.000Z,2026-02-13,4.27,2026-02-13 23:21:00-08:00
1771052760000,0.0,0.0,0,0,1,191,51.8,79,45.5,30.01,30.0846,0,0,17713,15941700,51.8,2026-02-11T12:51:00.000Z,2026-02-13,,2026-02-13 23:06:00-08:00
1771051860000,0.0,0.0,0,0,1,191,51.3,83,46.31,30.01,30.0847,0,0,17713,15941700,51.3,2026-02-11T12:51:00.000Z,2026-02-13,,2026-02-13 22:51:00-08:00
1771050960000,0.0,0.0,0,0,1,191,52.0,84,47.32,30.01,30.0846,0,0,17713,15941700,52.0,2026-02-11T12:51:00.000Z,2026-02-13,,2026-02-13 22:36:00-08:00
1771050060000,0.0,0.0,0,0,1,191,52.7,83,47.68,30.01,30.0845,0,0,17713,15941700,52.7,2026-02-11T12:51:00.000Z,2026-02-13,4.28,2026-02-13 22:21:00-08:00
1771049160000,0.0,0.0,0,0,1,191,54.1,82,48.73,30.01,30.0843,0,0,17713,15941700,54.1,2026-02-11T12:51:00.000Z,2026-02-13,,2026-02-13 22:06:00-08:00
1771048260000,0.0,0.0,0,0,1,191,54.9,82,49.51,30.01,30.0841,0,0,17713,15941700,54.9,2026-02-11T12:51:00.000Z,2026-02-13,,2026-02-13 21:51:00-08:00
1771047360000,0.0,0.0,0,0,1,191,55.2,83,50.13,30.01,30.0841,0,0,17713,15941700,55.2,2026-02-11T12:51:00.000Z,2026-02-13,,2026-02-13 21:36:00-08:00
1771046460000,0.0,0.0,0,0,1,191,56.5,81,50.74,30.01,30.0839,0,0,17713,15941700,56.5,2026-02-11T12:51:00.000Z,2026-02-13,4.29,2026-02-13 21:21:00-08:00
1771045560000,0.0,0.0,0,0,1,191,57.9,81,52.1,30.01,30.0837,0,0,17713,15941700,57.9,2026-02-11T12:51:00.000Z,2026-02-13,,2026-02-13 21:06:00-08:00
1771044660000,0.0,1.7895,0,0,1,191,59.0,81,53.18,30.01,30.0836,0,0,17713,15941700,59.0,2026-02-11T12:51:00.000Z,2026-02-13,,2026-02-13 20:51:00-08:00
