dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,tz,historical,local_time
1741706100000,0.4474,2.4606,0.0,0.0,1,72,50.4,81,4.02,29.82,29.9179,5,900,0,4500,50.4,44.79,2025-03-11,,,2025-03-11 08:15:00-07:00
1741705200000,0.0,1.3422,0.0,0.05,1,72,50.2,82,,29.81,29.9079,2,360,5,2700,50.2,44.92,2025-03-11,America/Los_Angeles,True,2025-03-11 08:00:00-07:00
1741704300000,1.5659,3.1317,0.0,0.03,1,72,50.0,82,,29.81,29.9079,1,180,5,900,50.0,44.72,2025-03-11,America/Los_Angeles,True,2025-03-11 07:45:00-07:00
1741703400000,2.2369,4.6976,0.0,0.01,1,80,49.8,82,,29.81,29.908,0,0,5,0,49.8,44.53,2025-03-11,America/Los_Angeles,True,2025-03-11 07:30:00-07:00
1741702500000,0.6711,5.3686,0.0315,0.01,1,147,50.2,81,4.02,29.82,29.9179,0,0,5,0,50.2,44.6,2025-03-11,America/Los_Angeles,True,2025-03-11 07:15:00-07:00
1741701600000,0.4474,3.5791,0.063,0.01,1,158,50.9,78,,29.81,29.9078,0,0,5,0,50.9,44.29,2025-03-11,America/Los_Angeles,True,2025-03-11 07:00:00-07:00
1741700700000,1.3422,11.1847,0.063,0.01,1,146,51.6,75,,29.8,29.8976,0,0,5,0,51.6,43.94,2025-03-11,America/Los_Angeles,True,2025-03-11 06:45:00-07:00
1741699800000,2.908,7.6056,0.0315,0.0,1,145,52.3,71,,29.8,29.8975,0,0,5,0,52.3,43.18,2025-03-11,America/Los_Angeles,True,2025-03-11 06:30:00-07:00
1741698900000,0.4474,7.8293,0.0,0.0,1,154,52.3,69,4.02,29.8,29.8975,0,0,5,0,52.3,42.44,2025-03-11,America/Los_Angeles,True,2025-03-11 06:15:00-07:00
1741698000000,0.2237,2.0132,0.0,0.0,1,154,52.9,68,,29.8,29.8973,0,0,5,0,52.9,42.63,2025-03-11,America/Los_Angeles,True,2025-03-11 06:00:00-07:00
1741697100000,0.0,1.1185,0.0,0.0,1,154,54.0,62,,29.8,29.8971,0,0,5,0,54.0,41.28,2025-03-11,America/Los_Angeles,True,2025-03-11 05:45:00-07:00
1741696200000,0.8948,4.0265,0.0,0.0,1,132,54.9,59,,29.79,29.8869,0,0,5,0,54.9,40.84,2025-03-11,America/Los_Angeles,True,2025-03-11 05:30:00-07:00
1741695300000,0.0,2.0132,0.0,0.0,1,52,55.0,63,4.02,29.79,29.8869,0,0,5,0,55.0,42.64,2025-03-11,America/Los_Angeles,True,2025-03-11 05:15:00-07:00
1741694400000,0.2237,2.6843,0.0,0.0,1,52,55.4,63,,29.78,29.8768,0,0,5,0,55.4,43.02,2025-03-11,America/Los_Angeles,True,2025-03-11 05:00:00-07:00
1741693500000,0.0,1.3422,0.0,0.0,1,52,55.6,59,,29.78,29.8768,0,0,5,0,55.6,41.5,2025-03-11,America/Los_Angeles,True,2025-03-11 04:45:00-07:00
1741692600000,0.2237,1.5659,0.0,0.0,1,52,54.9,57,,29.78,29.8769,0,0,5,0,54.9,39.96,2025-03-11,America/Los_Angeles,True,2025-03-11 04:30:00-07:00
1741691700000,0.0,2.0132,0.0,0.0,1,52,54.0,57,4.02,29.78,29.8771,0,0,5,0,54.0,39.11,2025-03-11,America/Los_Angeles,True,2025-03-11 04:15:00-07:00
1741690800000,0.0,0.0,0.0,0.0,1,52,54.3,55,,29.78,29.877,0,0,5,0,54.3,38.48,2025-03-11,America/Los_Angeles,True,2025-03-11 04:00:00-07:00
1741689900000,0.0,1.1185,0.0,0.0,1,52,54.7,52,,29.78,29.8769,0,0,5,0,54.7,37.42,2025-03-11,America/Los_Angeles,True,2025-03-11 03:45:00-07:00
1741689000000,0.0,1.7895,0.0,0.0,1,52,54.9,50,,29.79,29.8869,0,0,5,0,54.9,36.61,2025-03-11,America/Los_Angeles,True,2025-03-11 03:30:00-07:00
1741688100000,0.2237,2.0132,0.0,0.0,1,52,55.2,51,4.03,29.8,29.8969,0,0,5,0,55.2,37.39,2025-03-11,America/Los_Angeles,True,2025-03-11 03:15:00-07:00
1741687200000,1.5659,4.4739,0.0,0.0,1,52,55.6,52,,29.8,29.8968,0,0,5,0,55.6,38.26,2025-03-11,America/Los_Angeles,True,2025-03-11 03:00:00-07:00
1741686300000,1.7895,4.6976,0.0,0.0,1,82,55.9,47,,29.81,29.9068,0,0,5,0,55.9,35.97,2025-03-11,America/Los_Angeles,True,2025-03-11 02:45:00-07:00
1741685400000,1.3422,3.3554,0.0,0.0,1,130,55.4,47,,29.82,29.9169,0,0,5,0,55.4,35.51,2025-03-11,America/Los_Angeles,True,2025-03-11 02:30:00-07:00
1741684500000,1.1185,4.6976,0.0,0.0,1,118,54.5,54,4.02,29.82,29.9171,0,0,5,0,54.5,38.2,2025-03-11,America/Los_Angeles,True,2025-03-11 02:15:00-07:00
1741683600000,0.6711,3.8028,0.0,0.0,1,82,53.6,58,,29.82,29.9173,0,0,5,0,53.6,39.19,2025-03-11,America/Los_Angeles,True,2025-03-11 02:00:00-07:00
1741682700000,0.8948,2.908,0.0,0.0,1,82,53.2,60,,29.83,29.9274,0,0,5,0,53.2,39.68,2025-03-11,America/Los_Angeles,True,2025-03-11 01:45:00-07:00
