dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,tz,historical,local_time
1741247340000,0.4474,4.0265,0.0,0.28,1,276,47.5,75,4.23,29.87,29.9449,0,0,3484,3135600,47.5,39.98,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 23:49:00-08:00
1741246440000,2.2369,8.7241,0.0,0.28,1,292,47.8,75,,29.87,29.9448,0,0,3484,3135600,47.8,40.27,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 23:34:00-08:00
1741245540000,2.908,9.3951,0.0,0.28,1,298,48.7,76,,29.87,29.9447,0,0,3484,3135600,48.7,41.48,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 23:19:00-08:00
1741244640000,3.3554,12.3031,0.0,0.28,1,292,48.7,77,,29.87,29.9447,0,0,3484,3135600,47.89,41.82,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 23:04:00-08:00
1741243740000,5.3686,11.6321,0.0,0.28,1,273,48.2,78,4.23,29.87,29.9448,0,0,3484,3135600,45.88,41.67,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 22:49:00-08:00
1741242840000,2.908,8.2767,0.0,0.28,1,286,48.9,78,,29.87,29.9447,0,0,3484,3135600,48.9,42.35,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 22:34:00-08:00
1741241940000,3.5791,9.8425,0.0,0.28,1,294,49.6,78,,29.87,29.9446,0,0,3484,3135600,48.73,43.03,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 22:19:00-08:00
1741241040000,6.7108,17.4481,0.0,0.28,1,283,50.4,79,,29.88,29.9545,0,0,3484,3135600,50.4,44.14,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 22:04:00-08:00
1741240140000,10.0662,23.2641,0.0,0.28,1,286,51.1,78,4.23,29.88,29.9544,0,0,3484,3135600,51.1,44.48,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 21:49:00-08:00
1741239240000,9.3951,17.0007,0.0,0.28,1,281,51.6,81,,29.88,29.9543,0,0,3484,3135600,51.6,45.96,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 21:34:00-08:00
1741238340000,7.8293,17.2244,0.0,0.28,1,284,52.3,81,,29.88,29.9542,0,0,3484,3135600,52.3,46.64,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 21:19:00-08:00
1741237440000,7.6056,19.9087,0.0,0.28,1,284,52.9,80,,29.88,29.9541,0,0,3484,3135600,52.9,46.9,,2025-03-05,America/Los_Angeles,True,2025-03-05 21:04:00-08:00
1741236540000,8.9477,18.3429,0.0,0.28,1,286,52.9,81,,29.88,29.9541,0,0,3484,3135600,52.9,47.23,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 20:49:00-08:00
1741235640000,8.7241,15.8822,0.0,0.28,1,285,52.5,82,,29.87,29.9441,0,0,3484,3135600,52.5,47.17,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 20:34:00-08:00
1741234740000,9.1714,16.5533,0.0,0.28,1,275,52.2,84,,29.87,29.9442,0,0,3484,3135600,52.2,47.51,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 20:19:00-08:00
1741233840000,8.053,14.5401,0.0,0.28,1,280,52.5,82,4.23,29.86,29.9341,0,0,3484,3135600,52.5,47.17,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 20:04:00-08:00
1741232940000,11.1847,20.1324,0.0,0.28,1,275,52.5,83,,29.86,29.9341,0,0,3484,3135600,52.5,47.49,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 19:49:00-08:00
1741232040000,10.2899,17.0007,0.0,0.28,1,277,52.5,82,,29.85,29.9241,0,0,3484,3135600,52.5,47.17,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 19:34:00-08:00
1741231140000,9.6188,22.8168,0.0,0.28,1,284,53.2,79,,29.85,29.924,0,0,3484,3135600,53.2,46.86,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 19:19:00-08:00
1741230240000,11.1847,21.2509,0.0,0.28,1,281,53.4,79,4.24,29.85,29.924,0,0,3484,3135600,53.4,47.05,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 19:04:00-08:00
1741229340000,10.0662,23.7115,0.0,0.28,1,279,53.6,76,,29.84,29.9139,0,0,3484,3135600,53.6,46.22,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 18:49:00-08:00
1741228440000,8.053,20.1324,0.0,0.28,1,285,54.0,74,,29.84,29.9139,0,0,3484,3135600,54.0,45.9,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 18:34:00-08:00
1741227540000,9.1714,23.0404,0.0,0.28,1,267,53.8,75,,29.84,29.9139,0,0,3484,3135600,53.8,46.06,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 18:19:00-08:00
1741226640000,1.3422,5.816,0.0,0.28,1,274,52.3,85,4.23,29.84,29.9141,3,2700,3481,3135600,52.3,47.93,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 18:04:00-08:00
1741225740000,0.6711,5.145,0.0,0.28,1,298,52.2,90,,29.85,29.9241,16,14400,3465,3132900,52.2,49.36,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 17:49:00-08:00
1741224840000,1.1185,5.816,0.0,0.28,1,281,52.3,89,,29.86,29.9341,22,19800,3443,3118500,52.3,49.15,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 17:34:00-08:00
1741223940000,3.5791,11.6321,0.0,0.28,1,285,52.5,91,,29.87,29.9441,29,26100,3414,3098700,52.5,49.95,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 17:19:00-08:00
1741223040000,0.8948,4.2502,0.0,0.28,1,296,52.3,96,4.24,29.88,29.9542,60,54000,3354,3072600,52.3,51.19,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 17:04:00-08:00
1741222140000,1.5659,8.9477,0.0,0.28,1,278,52.0,97,,29.88,29.9542,66,59400,3288,3018600,52.0,51.17,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 16:49:00-08:00
1741221240000,3.8028,9.1714,0.0,0.28,1,282,51.8,98,,29.89,29.9643,50,45000,3238,2959200,51.8,51.25,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 16:34:00-08:00
1741220340000,7.6056,12.9742,0.0,0.28,1,275,52.0,98,,29.89,29.9643,70,63000,3168,2914200,52.0,51.45,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 16:19:00-08:00
1741219440000,8.053,12.5268,0.0315,0.27,1,271,51.8,98,4.24,29.9,29.9743,102,91800,3066,2851200,51.8,51.25,2025-03-06T00:04:00.000Z,2025-03-05,,,2025-03-05 16:04:00-08:00
1741218540000,7.6056,12.9742,0.0315,0.26,1,269,51.6,97,,29.9,29.9743,70,63000,2996,2759400,51.6,50.78,2025-03-05T23:49:00.000Z,2025-03-05,,,2025-03-05 15:49:00-08:00
1741217640000,6.4871,11.6321,0.0315,0.25,1,278,52.0,96,,29.91,29.9843,69,62100,2927,2696400,52.0,50.89,2025-03-05T23:34:00.000Z,2025-03-05,,,2025-03-05 15:34:00-08:00
1741216740000,5.145,8.2767,0.0,0.25,1,256,52.5,95,,29.91,29.9842,153,137700,2774,2634300,52.5,51.11,2025-03-05T22:19:00.000Z,2025-03-05,,,2025-03-05 15:19:00-08:00
1741215840000,2.4606,4.6976,0.0,0.25,1,276,52.2,95,4.24,29.91,29.9843,161,144900,2613,2496600,52.2,50.81,2025-03-05T22:19:00.000Z,2025-03-05,,,2025-03-05 15:04:00-08:00
1741214940000,1.3422,3.5791,0.0,0.25,1,276,52.2,94,,29.91,29.9843,91,81900,2522,2351700,52.2,50.53,2025-03-05T22:19:00.000Z,2025-03-05,,,2025-03-05 14:49:00-08:00
1741214040000,2.908,4.6976,0.0,0.25,1,276,52.3,95,,29.91,29.9843,97,87300,2425,2269800,52.3,50.91,2025-03-05T22:19:00.000Z,2025-03-05,,,2025-03-05 14:34:00-08:00
1741213140000,1.5659,4.0265,0.0315,0.24,1,276,52.5,95,,29.92,29.9943,93,83700,2332,2182500,52.5,51.11,2025-03-05T22:19:00.000Z,2025-03-05,,,2025-03-05 14:19:00-08:00
1741212240000,0.0,2.0132,0.0315,0.23,1,276,52.5,95,4.24,29.92,29.9943,102,91800,2230,2098800,52.5,51.11,2025-03-05T22:04:00.000Z,2025-03-05,,,2025-03-05 14:04:00-08:00
1741211340000,0.6711,3.1317,0.0315,0.22,1,276,52.2,95,,29.92,29.9943,98,88200,2132,2007000,52.2,50.81,2025-03-05T21:49:00.000Z,2025-03-05,,,2025-03-05 13:49:00-08:00
1741210440000,0.6711,4.0265,0.0945,0.2,1,134,52.3,95,,29.93,30.0043,58,52200,2074,1918800,52.3,50.91,2025-03-05T21:34:00.000Z,2025-03-05,,,2025-03-05 13:34:00-08:00
1741209540000,0.0,0.0,0.063,0.18,1,121,52.3,94,,29.93,30.0043,51,45900,2023,1866600,52.3,50.62,2025-03-05T21:19:00.000Z,2025-03-05,,,2025-03-05 13:19:00-08:00
1741208640000,0.0,2.0132,0.0315,0.17,1,121,52.3,94,4.24,29.94,30.0143,69,62100,1872,1746900,52.3,50.62,2025-03-05T21:04:00.000Z,2025-03-05,,,2025-03-05 13:04:00-08:00
1741207740000,0.8948,3.8028,0.0,0.18,1,121,52.5,94,,29.94,30.0143,82,73800,1941,1758600,52.5,50.82,,2025-03-05,America/Los_Angeles,True,2025-03-05 12:49:00-08:00
1741206840000,3.8028,9.8425,0.0,0.17,1,117,52.5,94,,29.95,30.0243,114,102600,1758,1684800,52.5,50.82,2025-03-05T20:19:00.000Z,2025-03-05,,,2025-03-05 12:34:00-08:00
1741205940000,4.6976,9.8425,0.0315,0.16,1,117,52.5,95,4.29,29.95,30.0243,123,110700,1635,1582200,52.5,51.11,2025-03-05T20:19:00.000Z,2025-03-05,,,2025-03-05 12:19:00-08:00
1741205040000,5.5923,10.0662,0.063,0.14,1,118,52.3,95,,29.95,30.0244,140,126000,1495,1471500,52.3,50.91,2025-03-05T20:04:00.000Z,2025-03-05,,,2025-03-05 12:04:00-08:00
1741204140000,2.6843,8.7241,0.063,0.12,1,114,52.3,96,,29.96,30.0344,76,68400,1419,1345500,52.3,51.19,2025-03-05T19:49:00.000Z,2025-03-05,,,2025-03-05 11:49:00-08:00
1741203240000,3.1317,6.9345,0.0315,0.11,1,108,52.3,95,,29.97,30.0444,57,51300,1362,1277100,52.3,50.91,2025-03-05T19:34:00.000Z,2025-03-05,,,2025-03-05 11:34:00-08:00
1741202340000,2.6843,5.816,0.0315,0.1,1,110,52.5,94,4.24,29.97,30.0444,57,51300,1305,1225800,52.5,50.82,2025-03-05T19:19:00.000Z,2025-03-05,,,2025-03-05 11:19:00-08:00
1741201440000,4.0265,8.9477,0.0315,0.09,1,108,52.5,93,,29.97,30.0444,99,89100,1206,1174500,52.5,50.53,2025-03-05T19:04:00.000Z,2025-03-05,,,2025-03-05 11:04:00-08:00
1741200540000,5.3686,11.8558,0.0,0.09,1,113,52.5,93,,29.97,30.0444,126,113400,1080,1085400,52.5,50.53,2025-03-05T18:34:00.000Z,2025-03-05,,,2025-03-05 10:49:00-08:00
1741199640000,3.8028,8.7241,0.0315,0.08,1,104,52.9,94,,29.97,30.0443,94,84600,986,972000,52.9,51.22,2025-03-05T18:34:00.000Z,2025-03-05,,,2025-03-05 10:34:00-08:00
1741198740000,3.5791,11.4084,0.0315,0.07,1,107,53.1,93,4.27,29.97,30.0443,128,115200,858,887400,53.1,51.13,2025-03-05T18:19:00.000Z,2025-03-05,,,2025-03-05 10:19:00-08:00
