dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,local_time
1755931800000,0.0,0.0,0,0,1,216,63.3,91,4.28,60.62,63.3,29.85,29.9226,0,0,25500,22950000,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 23:50:00-07:00
1755930900000,0.0,1.1185,0,0,1,216,63.1,91,,60.43,63.1,29.85,29.9226,0,0,25500,22950000,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 23:35:00-07:00
1755930000000,0.0,0.0,0,0,1,216,63.1,91,,60.43,63.1,29.84,29.9126,0,0,25500,22950000,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 23:20:00-07:00
1755929100000,0.0,0.0,0,0,1,216,63.1,91,,60.43,63.1,29.84,29.9126,0,0,25500,22950000,,2025-08-22,America/Los_Angeles,True,2025-08-22 23:05:00-07:00
1755928200000,0.0,0.0,0,0,1,216,63.5,91,,60.82,63.5,29.84,29.9125,0,0,25500,22950000,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 22:50:00-07:00
1755927300000,0.0,0.0,0,0,1,216,63.7,90,,60.71,63.7,29.83,29.9025,0,0,25500,22950000,,2025-08-22,America/Los_Angeles,True,2025-08-22 22:35:00-07:00
1755926400000,0.0,0.0,0,0,1,216,63.7,90,4.29,60.71,63.7,29.83,29.9025,0,0,25500,22950000,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 22:20:00-07:00
1755925500000,0.0,0.0,0,0,1,216,63.9,90,,60.91,63.9,29.83,29.9024,0,0,25500,22950000,,2025-08-22,America/Los_Angeles,True,2025-08-22 22:05:00-07:00
1755924600000,0.0,0.0,0,0,1,216,64.2,90,,61.2,64.2,29.83,29.9024,0,0,25500,22950000,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 21:50:00-07:00
1755923700000,0.0,1.5659,0,0,1,216,64.6,89,4.29,61.28,64.6,29.83,29.9023,0,0,25500,22950000,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 21:35:00-07:00
1755922800000,1.3422,3.5791,0,0,1,216,64.8,89,,61.48,64.8,29.83,29.9023,0,0,25500,22950000,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 21:20:00-07:00
1755920100000,1.5659,3.8028,0,0,1,216,65.5,88,,61.85,65.5,29.82,29.8922,0,0,25500,22950000,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 20:35:00-07:00
1755919200000,2.2369,3.8028,0,0,1,216,65.7,88,,62.04,65.7,29.81,29.8821,0,0,25500,22950000,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 20:20:00-07:00
1755918300000,1.7895,3.5791,0,0,1,216,66.0,87,,62.01,66.0,29.81,29.8821,0,0,25500,22950000,,2025-08-22,America/Los_Angeles,True,2025-08-22 20:05:00-07:00
1755917400000,0.8948,2.4606,0,0,1,216,66.6,86,,62.28,66.6,29.81,29.882,0,0,25493,22943700,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 19:50:00-07:00
1755916500000,2.0132,4.2502,0,0,1,216,67.1,85,,62.43,67.1,29.8,29.8719,7,6300,25493,22950000,,2025-08-22,America/Los_Angeles,True,2025-08-22 19:35:00-07:00
1755915600000,3.1317,5.145,0,0,1,216,67.6,85,4.31,62.92,67.6,29.79,29.8618,26,23400,25273,22769100,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 19:20:00-07:00
1755914700000,4.0265,6.2634,0,0,1,216,68.7,82,,62.98,69.12,29.78,29.8516,62,55800,25299,22920300,,2025-08-22,America/Los_Angeles,True,2025-08-22 19:05:00-07:00
1755913800000,2.908,6.2634,0,0,1,203,69.4,82,,63.66,69.89,29.78,29.8516,99,89100,25174,22745700,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 18:50:00-07:00
1755912900000,4.2502,6.0397,0,0,1,202,70.0,81,4.32,63.89,70.51,29.78,29.8515,132,118800,25299,22775400,,2025-08-22,America/Los_Angeles,True,2025-08-22 18:35:00-07:00
1755912000000,4.2502,6.2634,0,0,1,216,71.4,79,,64.54,71.95,29.78,29.8513,172,154800,25002,22656600,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 18:20:00-07:00
1755911100000,4.0265,7.3819,0,0,1,258,73.2,76,,65.17,73.79,29.78,29.851,215,193500,24787,22501800,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 18:05:00-07:00
1755910200000,5.3686,8.5004,0,0,1,243,72.3,78,4.37,65.04,72.9,29.78,29.8512,261,234900,24526,22308300,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 17:50:00-07:00
1755909300000,5.5923,8.9477,0,0,1,232,73.2,77,,65.54,73.84,29.78,29.851,309,278100,23859,21751200,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 17:35:00-07:00
1755908400000,6.7108,10.7373,0,0,1,236,73.4,77,,65.74,74.06,29.78,29.851,358,322200,24168,21795300,,2025-08-22,America/Los_Angeles,True,2025-08-22 17:20:00-07:00
1755907500000,6.9345,10.5136,0,0,1,243,74.5,75,4.34,66.04,75.18,29.78,29.8509,404,363600,23455,21473100,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 17:05:00-07:00
1755906600000,6.4871,10.2899,0,0,1,250,74.7,74,,65.85,75.35,29.78,29.8508,451,405900,23004,21109500,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 16:50:00-07:00
1755905700000,6.9345,11.1847,0,0,1,245,74.8,76,,66.71,75.55,29.78,29.8508,496,446400,22508,20703600,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 16:35:00-07:00
1755904800000,7.3819,11.1847,0,0,1,234,75.0,76,,66.91,75.77,29.78,29.8508,539,485100,21969,20257200,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 16:20:00-07:00
1755903900000,7.8293,12.7505,0,0,1,238,75.7,74,4.36,66.81,76.45,29.78,29.8507,580,522000,21389,19772100,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 16:05:00-07:00
1755903000000,6.7108,10.2899,0,0,1,242,77.4,72,,67.65,78.22,29.79,29.8605,620,558000,20769,19250100,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 15:50:00-07:00
1755902100000,6.0397,10.0662,0,0,1,263,78.1,70,,67.5,78.9,29.79,29.8604,657,591300,20112,18692100,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 15:35:00-07:00
1755901200000,6.7108,11.8558,0,0,1,260,76.8,74,,67.87,77.66,29.8,29.8706,688,619200,18708,17456400,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 15:20:00-07:00
1755900300000,9.1714,12.9742,0,0,1,235,75.2,77,4.37,67.48,76.04,29.8,29.8708,716,644400,19396,17481600,,2025-08-22,America/Los_Angeles,True,2025-08-22 15:05:00-07:00
1755899400000,8.5004,12.0795,0,0,1,236,76.6,76,,68.45,77.53,29.8,29.8706,739,665100,17204,16148700,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 14:50:00-07:00
1755898500000,5.816,9.6188,0,0,1,229,77.4,74,,68.45,78.32,29.8,29.8705,765,688500,17943,16172100,,2025-08-22,America/Los_Angeles,True,2025-08-22 14:35:00-07:00
1755897600000,4.9213,8.053,0,0,1,217,77.5,73,4.38,68.15,78.38,29.81,29.8805,783,704700,16421,15483600,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 14:20:00-07:00
1755896700000,5.5923,8.7241,0,0,1,206,77.4,73,,68.05,78.27,29.81,29.8806,807,726300,15614,14778900,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 14:05:00-07:00
1755895800000,4.9213,8.7241,0,0,1,224,78.6,71,,68.39,79.5,29.81,29.8804,825,742500,14789,14052600,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 13:50:00-07:00
1755894900000,5.145,8.9477,0,0,1,236,78.4,72,,68.61,79.32,29.81,29.8804,835,751500,13954,13310100,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 13:35:00-07:00
1755894000000,5.816,9.3951,0,0,1,232,77.7,74,4.38,68.73,78.65,29.82,29.8905,840,756000,13114,12558600,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 13:20:00-07:00
1755893100000,5.3686,8.9477,0,0,1,233,78.3,73,,68.91,79.26,29.82,29.8905,839,755100,12275,11802600,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 13:05:00-07:00
1755892200000,4.4739,7.8293,0,0,1,222,77.5,73,,68.15,78.38,29.82,29.8906,839,755100,11436,11047500,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 12:50:00-07:00
1755891300000,3.8028,7.6056,0,0,1,215,77.5,73,,68.15,78.38,29.83,29.9006,829,746100,10607,10292400,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 12:35:00-07:00
1755890400000,4.2502,7.6056,0,0,1,213,77.2,74,4.39,68.25,78.1,29.83,29.9006,813,731700,9794,9546300,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 12:20:00-07:00
1755889500000,4.6976,7.3819,0,0,1,207,76.8,74,,67.87,77.66,29.84,29.9107,794,714600,9000,8814600,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 12:05:00-07:00
1755888600000,4.4739,7.6056,0,0,1,213,77.9,73,,68.53,78.82,29.84,29.9106,784,705600,8216,8100000,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 11:50:00-07:00
1755887700000,4.0265,7.3819,0,0,1,185,77.2,74,,68.25,78.1,29.84,29.9107,765,688500,7451,7394400,2025-08-16T03:20:00.000Z,2025-08-22,,,2025-08-22 11:35:00-07:00
