dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,batt1volts,local_time
1778136660000,0.0,2.2369,0,0,1,292,55.8,83,50.71,30.0,30.074,0,0,27567,24810300,55.8,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 23:51:00-07:00
1778135760000,0.0,1.3422,0,0,1,292,56.3,83,51.2,30.0,30.0739,0,0,27567,24810300,56.3,2026-04-25T23:51:00.000Z,2026-05-06,4.27,2026-05-06 23:36:00-07:00
1778133960000,0.0,2.2369,0,0,1,292,56.7,82,51.27,30.0,30.0739,0,0,27567,24810300,56.7,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 23:06:00-07:00
1778133060000,0.6711,2.6843,0,0,1,292,56.8,80,50.7,30.0,30.0738,0,0,27567,24810300,56.8,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 22:51:00-07:00
1778132160000,0.0,0.0,0,0,1,292,57.9,79,51.43,30.0,30.0737,0,0,27567,24810300,57.9,2026-04-25T23:51:00.000Z,2026-05-06,4.28,2026-05-06 22:36:00-07:00
1778131260000,0.0,1.3422,0,0,1,292,58.5,79,52.01,30.0,30.0736,0,0,27567,24810300,58.5,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 22:21:00-07:00
1778130360000,0.0,1.1185,0,0,1,292,58.3,80,52.16,30.0,30.0736,0,0,27567,24810300,58.3,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 22:06:00-07:00
1778129460000,0.0,2.0132,0,0,1,292,57.7,81,51.91,30.0,30.0737,0,0,27567,24810300,57.7,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 21:51:00-07:00
1778128560000,0.0,0.0,0,0,1,292,57.7,81,51.91,29.99,30.0637,0,0,27567,24810300,57.7,2026-04-25T23:51:00.000Z,2026-05-06,4.29,2026-05-06 21:36:00-07:00
1778127660000,0.0,1.3422,0,0,1,292,57.6,81,51.81,29.99,30.0637,0,0,27567,24810300,57.6,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 21:21:00-07:00
1778126760000,0.8948,2.908,0,0,1,292,57.9,81,52.1,29.99,30.0637,0,0,27567,24810300,57.9,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 21:06:00-07:00
1778125860000,0.2237,2.6843,0,0,1,292,59.2,78,52.34,29.98,30.0535,0,0,27567,24810300,59.2,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 20:51:00-07:00
1778124960000,0.4474,2.4606,0,0,1,292,59.4,78,52.54,29.98,30.0534,0,0,27567,24810300,59.4,2026-04-25T23:51:00.000Z,2026-05-06,4.29,2026-05-06 20:36:00-07:00
1778124060000,1.1185,2.6843,0,0,1,292,59.4,77,52.19,29.97,30.0434,0,0,27567,24810300,59.4,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 20:21:00-07:00
1778123160000,0.4474,2.908,0,0,1,292,59.7,77,52.48,29.97,30.0434,0,0,27567,24810300,59.7,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 20:06:00-07:00
1778122260000,0.4474,2.6843,0,0,1,292,59.9,76,52.31,29.97,30.0433,4,3600,27563,24810300,59.9,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 19:51:00-07:00
1778121360000,0.8948,4.0265,0,0,1,290,60.8,75,52.82,29.97,30.0432,12,10800,27551,24806700,60.8,2026-04-25T23:51:00.000Z,2026-05-06,4.3,2026-05-06 19:36:00-07:00
1778120460000,1.3422,4.0265,0,0,1,181,61.5,74,53.13,29.97,30.0431,43,38700,27508,24795900,61.5,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 19:21:00-07:00
1778119560000,1.7895,4.2502,0,0,1,170,63.5,70,53.54,29.97,30.0428,75,67500,27433,24757200,63.5,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 19:06:00-07:00
1778118660000,0.4474,3.3554,0,0,1,170,63.5,70,53.54,29.97,30.0428,110,99000,27323,24689700,63.5,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 18:51:00-07:00
1778117760000,2.4606,4.9213,0,0,1,170,63.3,71,53.73,29.97,30.0429,148,133200,27175,24590700,63.3,2026-04-25T23:51:00.000Z,2026-05-06,4.31,2026-05-06 18:36:00-07:00
1778116860000,1.5659,4.9213,0,0,1,178,62.8,72,53.63,29.97,30.0429,191,171900,26984,24457500,62.8,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 18:21:00-07:00
1778115960000,2.0132,5.3686,0,0,1,256,63.0,73,54.2,29.97,30.0429,236,212400,26748,24285600,63.0,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 18:06:00-07:00
1778115060000,3.5791,6.2634,0,0,1,240,64.4,66,52.79,29.97,30.0427,283,254700,26465,24073200,64.4,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 17:51:00-07:00
1778114160000,4.6976,8.2767,0,0,1,263,65.3,64,52.8,29.97,30.0426,330,297000,26135,23818500,65.3,2026-04-25T23:51:00.000Z,2026-05-06,4.36,2026-05-06 17:36:00-07:00
1778113260000,5.3686,10.0662,0,0,1,271,65.3,65,53.23,29.98,30.0526,378,340200,25757,23521500,65.3,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 17:21:00-07:00
1778112360000,5.5923,9.8425,0,0,1,272,66.2,61,52.35,29.98,30.0525,426,383400,25331,23181300,66.2,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 17:06:00-07:00
1778111460000,5.5923,9.8425,0,0,1,256,65.8,62,52.41,29.98,30.0525,471,423900,24860,22797900,65.8,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 16:51:00-07:00
1778110560000,6.0397,8.7241,0,0,1,235,64.0,70,54.01,29.98,30.0528,516,464400,24344,22374000,64.0,2026-04-25T23:51:00.000Z,2026-05-06,4.36,2026-05-06 16:36:00-07:00
1778109660000,5.5923,8.2767,0,0,1,203,64.2,71,54.59,29.99,30.0628,558,502200,23786,21909600,64.2,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 16:21:00-07:00
1778108760000,4.4739,7.8293,0,0,1,199,65.3,66,53.64,29.99,30.0626,599,539100,23187,21407400,65.3,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 16:06:00-07:00
1778107860000,4.2502,7.6056,0,0,1,191,66.9,59,52.1,29.99,30.0624,639,575100,22548,20868300,66.9,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 15:51:00-07:00
1778106960000,4.0265,6.4871,0,0,1,204,67.3,56,51.06,30.0,30.0724,676,608400,21872,20293200,67.3,2026-04-25T23:51:00.000Z,2026-05-06,4.36,2026-05-06 15:36:00-07:00
1778106060000,3.5791,6.2634,0,0,1,214,66.7,57,50.98,30.01,30.0825,711,639900,21161,19684800,66.7,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 15:21:00-07:00
1778105160000,4.4739,6.7108,0,0,1,204,64.9,62,51.56,30.02,30.0928,742,667800,20419,19044900,64.9,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 15:06:00-07:00
1778104260000,4.2502,6.9345,0,0,1,203,64.8,64,52.33,30.02,30.0928,771,693900,19648,18377100,64.8,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 14:51:00-07:00
1778103360000,4.2502,7.1582,0,0,1,216,64.8,64,52.33,30.03,30.1028,797,717300,18851,17683200,64.8,2026-04-25T23:51:00.000Z,2026-05-06,4.37,2026-05-06 14:36:00-07:00
1778102460000,5.145,8.2767,0,0,1,201,64.2,65,52.18,30.03,30.1029,820,738000,18031,16965900,64.2,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 14:21:00-07:00
1778101560000,5.3686,8.9477,0,0,1,221,64.8,64,52.33,30.03,30.1028,839,755100,17192,16227900,64.8,2026-04-25T23:51:00.000Z,2026-05-06,,2026-05-06 14:06:00-07:00
