dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,local_time
1742194140000,0.2237,1.5659,0,0,1,279,49.8,90,30.1,30.1751,0,0,18642,16777800,49.8,46.99,2025-03-14T20:04:00.000Z,2025-03-16,,2025-03-16 23:49:00-07:00
1742193240000,0.0,0.0,0,0,1,279,50.2,91,30.1,30.175,0,0,18642,16777800,50.2,47.67,2025-03-14T20:04:00.000Z,2025-03-16,4.29,2025-03-16 23:34:00-07:00
1742192340000,0.0,0.0,0,0,1,279,50.5,91,30.11,30.185,0,0,18642,16777800,50.5,47.97,2025-03-14T20:04:00.000Z,2025-03-16,,2025-03-16 23:19:00-07:00
1742191440000,0.0,0.0,0,0,1,279,50.7,90,30.11,30.185,0,0,18642,16777800,50.7,47.87,2025-03-14T20:04:00.000Z,2025-03-16,,2025-03-16 23:04:00-07:00
1742190540000,0.0,0.0,0,0,1,279,51.1,90,30.11,30.1849,0,0,18642,16777800,51.1,48.27,2025-03-14T20:04:00.000Z,2025-03-16,,2025-03-16 22:49:00-07:00
1742189640000,0.0,1.5659,0,0,1,279,51.6,90,30.12,30.1949,0,0,18642,16777800,51.6,48.76,2025-03-14T20:04:00.000Z,2025-03-16,4.3,2025-03-16 22:34:00-07:00
1742188740000,2.2369,3.3554,0,0,1,279,51.8,89,30.12,30.1949,0,0,18642,16777800,51.8,48.66,2025-03-14T20:04:00.000Z,2025-03-16,,2025-03-16 22:19:00-07:00
1742187840000,2.2369,4.0265,0,0,1,279,51.8,86,30.12,30.1949,0,0,18642,16777800,51.8,47.75,2025-03-14T20:04:00.000Z,2025-03-16,,2025-03-16 22:04:00-07:00
1742186940000,2.2369,3.8028,0,0,1,279,51.4,86,30.11,30.1849,0,0,18642,16777800,51.4,47.35,2025-03-14T20:04:00.000Z,2025-03-16,,2025-03-16 21:49:00-07:00
1742186040000,0.0,0.0,0,0,1,279,52.0,85,30.11,30.1848,0,0,18642,16777800,52.0,47.63,2025-03-14T20:04:00.000Z,2025-03-16,4.31,2025-03-16 21:34:00-07:00
1742185140000,0.6711,2.908,0,0,1,279,52.5,83,30.11,30.1847,0,0,18642,16777800,52.5,47.49,2025-03-14T20:04:00.000Z,2025-03-16,,2025-03-16 21:19:00-07:00
1742184240000,0.8948,3.5791,0,0,1,279,52.3,85,30.11,30.1848,0,0,18642,16777800,52.3,47.93,2025-03-14T20:04:00.000Z,2025-03-16,,2025-03-16 21:04:00-07:00
1742183340000,0.0,2.0132,0,0,1,279,52.7,85,30.11,30.1847,0,0,18642,16777800,52.7,48.32,2025-03-14T20:04:00.000Z,2025-03-16,,2025-03-16 20:49:00-07:00
1742182440000,0.0,0.0,0,0,1,279,52.5,85,30.11,30.1847,0,0,18642,16777800,52.5,48.12,2025-03-14T20:04:00.000Z,2025-03-16,4.31,2025-03-16 20:34:00-07:00
