dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,date,batt1volts,lastRain,local_time
1767599460000,2.0132,2.908,0.0,0.0,1,358,48.0,96,46.91,48.0,29.99,30.0651,0,0,0,3839400,America/Los_Angeles,True,2026-01-04,,,2026-01-04 23:51:00-08:00
1767598560000,1.5659,2.4606,0.0,0.01,1,358,48.4,96,47.31,48.4,29.99,30.065,0,0,4266,3839400,,,2026-01-04,4.22,2026-01-04T22:36:00.000Z,2026-01-04 23:36:00-08:00
1767597660000,1.7895,2.6843,0.0,0.01,1,358,48.4,96,47.31,48.4,29.99,30.065,0,0,4266,3839400,,,2026-01-04,,2026-01-04T22:36:00.000Z,2026-01-04 23:21:00-08:00
1767596760000,1.5659,2.4606,0.0,0.01,1,358,48.7,96,47.61,48.7,29.99,30.065,0,0,4266,3839400,,,2026-01-04,,2026-01-04T22:36:00.000Z,2026-01-04 23:06:00-08:00
1767595860000,1.5659,2.4606,0.0,0.01,1,358,48.7,96,47.61,48.7,29.99,30.065,0,0,4266,3839400,,,2026-01-04,,2026-01-04T22:36:00.000Z,2026-01-04 22:51:00-08:00
1767594960000,1.3422,2.2369,0.0,0.01,1,358,48.7,96,47.61,48.7,29.99,30.065,0,0,4266,3839400,,,2026-01-04,4.23,2026-01-04T22:36:00.000Z,2026-01-04 22:36:00-08:00
1767594060000,1.5659,2.2369,0.0,0.01,1,358,49.1,96,48.01,49.1,29.99,30.0649,0,0,4266,3839400,,,2026-01-04,,2026-01-04T22:36:00.000Z,2026-01-04 22:21:00-08:00
1767593160000,1.7895,2.4606,0.0,0.01,1,358,49.5,96,48.41,49.5,29.99,30.0649,0,0,4266,3839400,,,2026-01-04,,2026-01-04T22:36:00.000Z,2026-01-04 22:06:00-08:00
1767592260000,2.2369,2.908,0.0,0.01,1,358,49.6,96,48.51,49.6,29.99,30.0649,0,0,4266,3839400,,,2026-01-04,,2026-01-04T22:36:00.000Z,2026-01-04 21:51:00-08:00
1767591360000,1.5659,2.2369,0.0,0.01,1,358,50.0,95,48.62,50.0,29.98,30.0548,0,0,4266,3839400,,,2026-01-04,4.22,2026-01-04T22:36:00.000Z,2026-01-04 21:36:00-08:00
1767590460000,1.7895,2.2369,0.0,0.01,1,358,50.2,95,48.82,50.2,29.98,30.0548,0,0,4266,3839400,,,2026-01-04,,2026-01-04T22:36:00.000Z,2026-01-04 21:21:00-08:00
1767589560000,1.7895,2.6843,0.0,0.01,1,358,50.2,95,48.82,50.2,29.98,30.0548,0,0,4266,3839400,,,2026-01-04,,2026-01-04T22:36:00.000Z,2026-01-04 21:06:00-08:00
1767588660000,1.7895,2.6843,0.0,0.01,1,358,50.7,95,49.32,50.7,29.98,30.0547,0,0,4266,3839400,,,2026-01-04,,2026-01-04T22:36:00.000Z,2026-01-04 20:51:00-08:00
1767587760000,1.5659,2.0132,0.0,0.01,1,358,50.9,95,49.52,50.9,29.98,30.0546,0,0,4266,3839400,,,2026-01-04,4.23,2026-01-04T22:36:00.000Z,2026-01-04 20:36:00-08:00
1767586860000,0.2237,2.0132,0.0,0.01,1,358,51.1,95,49.72,51.1,29.97,30.0446,0,0,4266,3839400,,,2026-01-04,,2026-01-04T22:36:00.000Z,2026-01-04 20:21:00-08:00
1767585960000,0.6711,2.2369,0.0,0.01,1,358,51.4,95,50.02,51.4,29.97,30.0445,0,0,4266,3839400,,,2026-01-04,,2026-01-04T22:36:00.000Z,2026-01-04 20:06:00-08:00
1767585060000,0.6711,2.2369,0.0,0.01,1,358,51.8,95,50.41,51.8,29.97,30.0445,0,0,4266,3839400,,,2026-01-04,,2026-01-04T22:36:00.000Z,2026-01-04 19:51:00-08:00
1767584160000,1.3422,2.0132,0.0,0.01,1,358,52.2,95,50.81,52.2,29.97,30.0444,0,0,4266,3839400,America/Los_Angeles,True,2026-01-04,4.24,,2026-01-04 19:36:00-08:00
1767583260000,1.5659,2.2369,0.0,0.01,1,358,52.7,95,51.31,52.7,29.98,30.0544,0,0,4266,3839400,,,2026-01-04,,2026-01-04T22:36:00.000Z,2026-01-04 19:21:00-08:00
1767582360000,0.8948,2.4606,0.0,0.01,1,358,53.1,95,51.71,53.1,29.97,30.0443,0,0,4266,3839400,,,2026-01-04,,2026-01-04T22:36:00.000Z,2026-01-04 19:06:00-08:00
