dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,local_time
1765785060000,0.0,0.0,0,0,1,240,51.6,96,4.28,50.5,51.6,30.07,30.1448,0,0,7304,6573600,2025-12-08T20:51:00.000Z,2025-12-14,,,2025-12-14 23:51:00-08:00
1765784160000,0.0,0.0,0,0,1,240,51.6,95,,50.21,51.6,30.08,30.1548,0,0,7304,6573600,2025-12-08T20:51:00.000Z,2025-12-14,,,2025-12-14 23:36:00-08:00
1765783260000,0.0,0.0,0,0,1,240,52.2,95,,50.81,52.2,30.07,30.1447,0,0,7304,6573600,2025-12-08T20:51:00.000Z,2025-12-14,,,2025-12-14 23:21:00-08:00
1765781460000,0.0,0.0,0,0,1,240,52.0,95,4.29,50.61,52.0,30.07,30.1447,0,0,7304,6573600,2025-12-08T20:51:00.000Z,2025-12-14,,,2025-12-14 22:51:00-08:00
1765780560000,0.0,0.0,0,0,1,240,52.0,95,,50.61,52.0,30.07,30.1447,0,0,7304,6573600,2025-12-08T20:51:00.000Z,2025-12-14,,,2025-12-14 22:36:00-08:00
1765779660000,0.0,0.0,0,0,1,240,51.1,95,,49.72,51.1,30.07,30.1448,0,0,7304,6573600,2025-12-08T20:51:00.000Z,2025-12-14,,,2025-12-14 22:21:00-08:00
1765777860000,0.0,0.0,0,0,1,240,51.4,95,4.29,50.02,51.4,30.06,30.1348,0,0,7304,6573600,2025-12-08T20:51:00.000Z,2025-12-14,,,2025-12-14 21:51:00-08:00
1765776960000,0.0,0.0,0,0,1,240,51.8,94,,50.13,51.8,30.06,30.1347,0,0,7304,6573600,2025-12-08T20:51:00.000Z,2025-12-14,,,2025-12-14 21:36:00-08:00
1765776060000,0.0,0.0,0,0,1,240,51.6,94,,49.93,51.6,30.06,30.1347,0,0,7304,6573600,2025-12-08T20:51:00.000Z,2025-12-14,,,2025-12-14 21:21:00-08:00
1765775160000,0.0,0.0,0,0,1,240,51.6,94,,49.93,51.6,30.06,30.1347,0,0,7304,6573600,2025-12-08T20:51:00.000Z,2025-12-14,,,2025-12-14 21:06:00-08:00
1765774260000,0.0,1.1185,0,0,1,240,51.3,94,4.3,49.63,51.3,30.06,30.1348,0,0,7304,6573600,2025-12-08T20:51:00.000Z,2025-12-14,,,2025-12-14 20:51:00-08:00
1765773360000,0.0,0.0,0,0,1,240,52.0,94,,50.33,52.0,30.06,30.1347,0,0,7304,6573600,2025-12-08T20:51:00.000Z,2025-12-14,,,2025-12-14 20:36:00-08:00
1765772460000,0.0,0.0,0,0,1,240,51.4,95,,50.02,51.4,30.05,30.1247,0,0,7304,6573600,2025-12-08T20:51:00.000Z,2025-12-14,,,2025-12-14 20:21:00-08:00
1765771560000,0.0,0.0,0,0,1,240,51.3,94,,49.63,51.3,30.04,30.1147,0,0,7304,6573600,2025-12-08T20:51:00.000Z,2025-12-14,,,2025-12-14 20:06:00-08:00
1765770660000,0.0,0.0,0,0,1,240,51.4,94,4.3,49.73,51.4,30.04,30.1147,0,0,7304,6573600,2025-12-08T20:51:00.000Z,2025-12-14,,,2025-12-14 19:51:00-08:00
1765769760000,0.0,0.0,0,0,1,240,51.4,94,,49.73,51.4,30.03,30.1047,0,0,7304,6573600,2025-12-08T20:51:00.000Z,2025-12-14,,,2025-12-14 19:36:00-08:00
1765768860000,0.0,0.0,0,0,1,240,51.3,94,,49.63,51.3,30.03,30.1047,0,0,7304,6573600,2025-12-08T20:51:00.000Z,2025-12-14,,,2025-12-14 19:21:00-08:00
