dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,tz,historical,local_time
1741356900000,0.4474,3.8028,0,0,1,24,43.5,80,4.02,29.98,30.0798,0,0,0,0,43.5,37.75,2025-03-07,,,2025-03-07 06:15:00-08:00
1741356000000,0.2237,2.6843,0,0,1,24,44.4,78,,29.98,30.0796,0,0,0,0,44.4,37.98,2025-03-07,America/Los_Angeles,True,2025-03-07 06:00:00-08:00
1741355100000,0.2237,3.1317,0,0,1,24,45.1,76,,29.98,30.0794,0,0,0,0,45.1,37.99,2025-03-07,America/Los_Angeles,True,2025-03-07 05:45:00-08:00
1741354200000,0.8948,4.4739,0,0,1,24,45.0,77,,29.97,30.0694,0,0,0,0,45.0,38.23,2025-03-07,America/Los_Angeles,True,2025-03-07 05:30:00-08:00
1741353300000,1.1185,3.5791,0,0,1,24,45.0,78,4.02,29.97,30.0694,0,0,0,0,45.0,38.56,2025-03-07,America/Los_Angeles,True,2025-03-07 05:15:00-08:00
1741352400000,0.6711,3.5791,0,0,1,24,45.1,76,,29.97,30.0694,0,0,0,0,45.1,37.99,2025-03-07,America/Los_Angeles,True,2025-03-07 05:00:00-08:00
1741351500000,0.6711,2.908,0,0,1,24,45.0,77,,29.97,30.0694,0,0,0,0,45.0,38.23,2025-03-07,America/Los_Angeles,True,2025-03-07 04:45:00-08:00
1741350600000,0.8948,3.8028,0,0,1,24,45.3,76,,29.96,30.0593,0,0,0,0,45.3,38.19,2025-03-07,America/Los_Angeles,True,2025-03-07 04:30:00-08:00
1741349700000,0.6711,2.6843,0,0,1,24,45.5,75,4.03,29.96,30.0593,0,0,0,0,45.5,38.04,2025-03-07,America/Los_Angeles,True,2025-03-07 04:15:00-08:00
1741348800000,1.1185,5.3686,0,0,1,24,43.9,80,,29.95,30.0496,0,0,0,0,43.9,38.14,2025-03-07,America/Los_Angeles,True,2025-03-07 04:00:00-08:00
1741347900000,1.3422,3.8028,0,0,1,24,43.3,82,,29.95,30.0497,0,0,0,0,43.3,38.18,2025-03-07,America/Los_Angeles,True,2025-03-07 03:45:00-08:00
1741347000000,0.0,2.0132,0,0,1,24,43.3,83,,29.95,30.0497,0,0,0,0,43.3,38.49,2025-03-07,America/Los_Angeles,True,2025-03-07 03:30:00-08:00
1741346100000,0.6711,4.2502,0,0,1,24,43.2,84,4.03,29.95,30.0497,0,0,0,0,43.2,38.7,2025-03-07,America/Los_Angeles,True,2025-03-07 03:15:00-08:00
1741345200000,0.8948,3.3554,0,0,1,24,43.7,82,,29.95,30.0496,0,0,0,0,43.7,38.57,2025-03-07,America/Los_Angeles,True,2025-03-07 03:00:00-08:00
1741344300000,0.2237,2.2369,0,0,1,24,44.6,81,,29.95,30.0494,0,0,0,0,44.6,39.14,2025-03-07,America/Los_Angeles,True,2025-03-07 02:45:00-08:00
1741343400000,0.4474,3.1317,0,0,1,24,44.8,80,,29.95,30.0494,0,0,0,0,44.8,39.01,2025-03-07,America/Los_Angeles,True,2025-03-07 02:30:00-08:00
1741342500000,0.6711,4.2502,0,0,1,24,43.9,82,4.03,29.95,30.0496,0,0,0,0,43.9,38.77,2025-03-07,America/Los_Angeles,True,2025-03-07 02:15:00-08:00
1741341600000,0.6711,3.5791,0,0,1,24,43.3,84,,29.95,30.0497,0,0,0,0,43.3,38.8,2025-03-07,America/Los_Angeles,True,2025-03-07 02:00:00-08:00
1741340700000,0.0,1.5659,0,0,1,24,43.5,84,,29.94,30.0396,0,0,0,0,43.5,38.99,2025-03-07,America/Los_Angeles,True,2025-03-07 01:45:00-08:00
1741339800000,0.4474,2.2369,0,0,1,24,43.5,85,,29.94,30.0396,0,0,0,0,43.5,39.29,2025-03-07,America/Los_Angeles,True,2025-03-07 01:30:00-08:00
1741338900000,0.4474,2.908,0,0,1,24,43.7,85,4.03,29.94,30.0396,0,0,0,0,43.7,39.49,2025-03-07,America/Los_Angeles,True,2025-03-07 01:15:00-08:00
1741338000000,0.2237,2.0132,0,0,1,24,43.9,84,,29.94,30.0396,0,0,0,0,43.9,39.38,2025-03-07,America/Los_Angeles,True,2025-03-07 01:00:00-08:00
1741337100000,0.0,1.7895,0,0,1,24,44.2,83,,29.93,30.0295,0,0,0,0,44.2,39.37,2025-03-07,America/Los_Angeles,True,2025-03-07 00:45:00-08:00
1741336200000,0.4474,2.2369,0,0,1,24,44.8,81,,29.93,30.0293,0,0,0,0,44.8,39.33,2025-03-07,America/Los_Angeles,True,2025-03-07 00:30:00-08:00
1741335300000,0.0,1.7895,0,0,1,24,45.5,79,4.03,29.93,30.0292,0,0,0,0,45.5,39.37,2025-03-07,America/Los_Angeles,True,2025-03-07 00:15:00-08:00
1741334400000,0.2237,1.5659,0,0,1,24,46.4,78,,29.93,30.029,0,0,0,2528100,46.4,39.92,2025-03-07,America/Los_Angeles,True,2025-03-07 00:00:00-08:00
