dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,tz,historical,local_time
1747723560000,0.0,2.908,0,0,1,1,57.6,80,4.28,29.93,30.0269,0,0,8792,7912800,57.6,51.47,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 23:46:00-07:00
1747722660000,0.0,1.3422,0,0,1,1,58.6,79,,29.93,30.0267,0,0,8792,7912800,58.6,52.11,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 23:31:00-07:00
1747721760000,0.0,2.4606,0,0,1,1,59.0,79,,29.93,30.0266,0,0,8792,7912800,59.0,52.49,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 23:16:00-07:00
1747720860000,0.0,1.7895,0,0,1,1,59.2,78,,29.93,30.0266,0,0,8792,7912800,59.2,52.34,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 23:01:00-07:00
1747719960000,0.2237,2.2369,0,0,1,1,59.4,78,4.29,29.93,30.0265,0,0,8792,7912800,59.4,52.54,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 22:46:00-07:00
1747719060000,0.4474,2.908,0,0,1,1,59.5,79,,29.93,30.0265,0,0,8792,7912800,59.5,52.98,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 22:31:00-07:00
1747718160000,0.4474,2.6843,0,0,1,1,59.5,77,,29.93,30.0265,0,0,8792,7912800,59.5,52.28,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 22:16:00-07:00
1747717260000,0.2237,3.1317,0,0,1,1,59.9,77,,29.93,30.0265,0,0,8792,7912800,59.9,52.67,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 22:01:00-07:00
1747716360000,0.2237,3.1317,0,0,1,1,60.4,76,4.29,29.93,30.0264,0,0,8792,7912800,60.4,52.8,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 21:46:00-07:00
1747715460000,0.0,1.7895,0,0,1,1,60.8,75,,29.93,30.0263,0,0,8792,7912800,60.8,52.82,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 21:31:00-07:00
1747714560000,0.0,2.4606,0,0,1,1,61.3,74,,29.93,30.0262,0,0,8792,7912800,61.3,52.94,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 21:16:00-07:00
1747713660000,0.0,0.0,0,0,1,1,61.7,74,,29.92,30.0161,0,0,8792,7912800,61.7,53.32,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 21:01:00-07:00
1747712760000,0.8948,5.3686,0,0,1,314,61.9,73,4.29,29.92,30.016,0,0,8792,7912800,61.9,53.15,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 20:46:00-07:00
1747711860000,0.0,1.5659,0,0,1,208,62.2,73,,29.92,30.016,0,0,8792,7912800,62.2,53.43,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 20:31:00-07:00
1747710960000,0.4474,2.4606,0,0,1,208,63.1,72,,29.91,30.0058,0,0,8792,7912800,63.1,53.92,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 20:16:00-07:00
1747710060000,0.0,2.0132,0,0,1,208,64.4,69,,29.91,30.0056,0,0,8792,7912800,64.4,54.0,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 20:01:00-07:00
1747709160000,0.0,1.7895,0,0,1,208,65.1,68,4.3,29.91,30.0054,3,1260,8789,7912800,65.1,54.27,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 19:46:00-07:00
1747708260000,0.0,0.0,0,0,1,208,66.2,69,,29.91,30.0052,6,2880,8783,7910100,66.2,55.72,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 19:31:00-07:00
1747707360000,0.2237,2.0132,0,0,1,208,68.2,66,,29.91,30.0049,9,3780,8774,7904700,67.82,56.4,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 19:16:00-07:00
1747706460000,0.4474,2.0132,0,0,1,208,68.5,63,,29.91,30.0048,13,6240,8761,7896600,68.01,55.4,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 19:01:00-07:00
1747705560000,0.0,2.0132,0,0,1,208,68.7,61,4.3,29.91,30.0048,20,8400,8741,7884900,68.14,54.7,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 18:46:00-07:00
1747704660000,0.4474,2.4606,0,0,1,208,69.3,59,,29.91,30.0047,21,10080,8720,7866900,68.7,54.35,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 18:31:00-07:00
1747703760000,0.2237,2.0132,0,0,1,208,69.8,55,,29.91,30.0046,24,10080,8696,7848000,69.06,52.89,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 18:16:00-07:00
1747702860000,0.2237,2.0132,0,0,1,208,69.1,56,,29.91,30.0047,28,13440,8668,7826400,68.34,52.73,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 18:01:00-07:00
1747701960000,0.2237,2.2369,0,0,1,208,67.6,61,4.3,29.91,30.005,33,13860,8599,7768800,67.6,53.66,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 17:46:00-07:00
1747701060000,1.7895,3.1317,0,0,1,208,67.3,61,,29.91,30.005,36,17280,8632,7771500,67.3,53.38,,2025-05-19,America/Los_Angeles,True,2025-05-19 17:31:00-07:00
1747700160000,1.5659,3.1317,0,0,1,208,66.9,62,,29.92,30.0151,39,16380,8519,7702200,66.9,53.45,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 17:16:00-07:00
1747699260000,2.0132,2.908,0,0,1,208,66.4,65,,29.92,30.0152,41,19680,8558,7704000,66.4,54.27,,2025-05-19,America/Los_Angeles,True,2025-05-19 17:01:00-07:00
1747698360000,2.2369,3.5791,0,0,1,208,66.4,67,,29.92,30.0152,45,18900,8474,7667100,66.4,55.1,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 16:46:00-07:00
1747697460000,2.2369,3.5791,0,0,1,208,66.4,65,,29.92,30.0152,54,25920,8420,7626600,66.4,54.27,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 16:31:00-07:00
1747696560000,1.7895,3.5791,0,0,1,208,66.9,67,,29.93,30.0252,85,35700,8335,7578000,66.9,55.58,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 16:16:00-07:00
1747695660000,2.2369,4.0265,0,0,1,208,67.3,67,4.31,29.93,30.0251,56,26880,8279,7501500,67.3,55.96,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 16:01:00-07:00
1747694760000,2.0132,3.8028,0,0,1,208,66.4,71,,29.94,30.0353,116,48720,8163,7451100,66.4,56.7,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 15:46:00-07:00
1747693860000,1.7895,3.5791,0,0,1,208,65.3,75,,29.95,30.0455,238,114240,7925,7346700,65.3,57.17,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 15:31:00-07:00
1747692960000,2.4606,4.4739,0,0,1,208,65.7,74,,29.95,30.0454,268,112560,7657,7132500,65.7,57.18,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 15:16:00-07:00
1747692060000,2.2369,4.0265,0,0,1,208,65.1,75,4.32,29.96,30.0556,78,37440,7579,6891300,65.1,56.97,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 15:01:00-07:00
1747691160000,2.4606,4.2502,0,0,1,208,65.3,75,,29.97,30.0656,69,28980,7510,6821100,65.3,57.17,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 14:46:00-07:00
1747690260000,2.0132,3.8028,0,0,1,208,65.3,75,,29.97,30.0656,128,61440,7382,6759000,65.3,57.17,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 14:31:00-07:00
1747689360000,2.2369,5.5923,0,0,1,208,65.1,76,,29.97,30.0656,93,39060,7289,6643800,65.1,57.34,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 14:16:00-07:00
1747688460000,2.2369,4.6976,0,0,1,201,65.8,74,4.33,29.98,30.0755,314,150720,6975,6560100,65.8,57.28,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 14:01:00-07:00
1747687560000,2.6843,5.5923,0,0,1,205,66.0,72,,29.98,30.0755,315,132300,6660,6277500,66.0,56.71,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 13:46:00-07:00
1747686660000,2.908,4.4739,0,0,1,212,66.4,72,,29.98,30.0754,88,42240,6572,5994000,66.4,57.09,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 13:31:00-07:00
1747685760000,2.4606,5.145,0,0,1,212,67.3,69,,29.98,30.0753,227,95340,6345,5914800,67.3,56.77,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 13:16:00-07:00
1747684860000,2.4606,4.4739,0,0,1,213,66.6,71,4.36,29.99,30.0854,118,56640,6227,5710500,66.6,56.9,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 13:01:00-07:00
1747683960000,2.6843,4.9213,0,0,1,204,66.9,69,,29.99,30.0854,151,63420,6076,5604300,66.9,56.39,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 12:46:00-07:00
1747683060000,2.908,4.6976,0,0,1,202,66.9,65,,29.99,30.0854,691,331680,5385,5468400,66.9,54.74,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 12:31:00-07:00
1747682160000,2.908,4.6976,0,0,1,201,66.2,66,,30.0,30.0955,903,379260,4482,4846500,66.2,54.5,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 12:16:00-07:00
1747681260000,2.908,4.6976,0,0,1,199,65.5,70,4.49,30.0,30.0956,890,427200,3592,4033800,65.5,55.45,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 12:01:00-07:00
1747680360000,2.908,4.4739,0,0,1,199,65.8,70,,30.01,30.1056,876,367920,2716,3232800,65.8,55.74,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 11:46:00-07:00
1747679460000,2.6843,4.2502,0,0,1,199,66.6,64,,30.01,30.1055,840,403200,1876,2444400,66.6,54.03,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 11:31:00-07:00
1747678560000,2.4606,4.0265,0,0,1,199,68.0,59,,30.0,30.0952,416,174720,1460,1688400,68.0,53.13,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 11:16:00-07:00
1747677660000,0.6711,2.6843,0,0,1,199,68.2,59,4.27,30.0,30.0952,87,41760,1373,1314000,67.49,53.32,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 11:01:00-07:00
1747676760000,1.3422,2.908,0,0,1,199,67.3,62,,30.0,30.0953,174,73080,1199,1235700,67.3,53.83,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 10:46:00-07:00
1747675860000,1.1185,2.908,0,0,1,199,65.8,66,,30.01,30.1056,202,96960,997,1079100,65.8,54.12,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 10:31:00-07:00
1747674960000,2.6843,3.8028,0,0,1,199,63.1,76,,30.01,30.1061,67,28140,930,897300,63.1,55.41,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 10:16:00-07:00
1747674060000,2.6843,3.8028,0,0,1,199,62.1,79,4.24,30.01,30.1063,69,33120,861,837000,62.1,55.51,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 10:01:00-07:00
1747673160000,2.908,3.8028,0,0,1,199,62.6,78,,30.01,30.1062,83,34860,778,774900,62.6,55.64,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 09:46:00-07:00
1747672260000,1.5659,3.1317,0,0,1,199,64.0,74,,30.01,30.1059,117,56160,661,700200,64.0,55.54,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 09:31:00-07:00
1747671360000,0.4474,2.0132,0,0,1,199,63.5,73,,30.01,30.106,112,47040,549,594900,63.5,54.69,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 09:16:00-07:00
1747670460000,0.2237,1.5659,0,0,1,199,62.8,72,4.23,30.01,30.1062,51,24480,498,494100,62.8,53.63,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 09:01:00-07:00
1747669560000,0.0,1.5659,0,0,1,199,61.9,76,,30.01,30.1063,51,21420,447,448200,61.9,54.25,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 08:46:00-07:00
1747668660000,0.0,1.5659,0,0,1,199,61.0,78,,30.01,30.1065,65,31200,382,402300,61.0,54.09,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 08:31:00-07:00
1747667760000,0.2237,1.5659,0,0,1,199,59.7,82,,30.01,30.1067,100,42000,282,343800,59.7,54.19,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 08:16:00-07:00
1747666860000,0.0,1.5659,0,0,1,199,57.9,86,4.23,30.0,30.097,90,43200,192,253800,57.9,53.74,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 08:01:00-07:00
1747665960000,0.0,1.1185,0,0,1,199,55.8,90,,29.99,30.0874,128,53760,64,172800,55.8,52.91,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 07:46:00-07:00
1747665060000,0.0,1.3422,0,0,1,199,54.1,92,,29.99,30.0877,21,10080,43,57600,54.1,51.83,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 07:31:00-07:00
1747664160000,0.2237,1.7895,0,0,1,199,52.7,93,,29.98,30.078,16,6720,27,38700,52.7,50.73,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 07:16:00-07:00
1747663260000,0.2237,2.0132,0,0,1,199,51.8,93,4.23,29.98,30.0781,12,5760,15,24300,51.8,49.84,2025-04-26T15:31:00.000Z,2025-05-19,,,2025-05-19 07:01:00-07:00
