dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,batt1volts,tz,historical,local_time
1773730260000,0.0,0.0,0,0,1,233,57.0,92,54.7,29.94,30.0137,0,0,20485,18436500,57.0,2026-02-19T18:51:00.000Z,2026-03-16,,,,2026-03-16 23:51:00-07:00
1773729360000,0.0,0.0,0,0,1,233,57.2,92,54.9,29.94,30.0136,0,0,20485,18436500,57.2,2026-02-19T18:51:00.000Z,2026-03-16,4.28,,,2026-03-16 23:36:00-07:00
1773728460000,0.2237,1.5659,0,0,1,233,56.8,91,54.2,29.94,30.0137,0,0,20485,18436500,56.8,2026-02-19T18:51:00.000Z,2026-03-16,,,,2026-03-16 23:21:00-07:00
1773727560000,0.0,1.1185,0,0,1,233,56.8,91,54.2,29.94,30.0137,0,0,20485,18436500,56.8,2026-02-19T18:51:00.000Z,2026-03-16,,,,2026-03-16 23:06:00-07:00
1773726660000,0.0,0.0,0,0,1,233,57.0,91,54.4,29.94,30.0137,0,0,20485,18436500,57.0,2026-02-19T18:51:00.000Z,2026-03-16,,,,2026-03-16 22:51:00-07:00
1773725760000,0.0,0.0,0,0,1,233,57.4,91,54.79,29.94,30.0136,0,0,20485,18436500,57.4,2026-02-19T18:51:00.000Z,2026-03-16,4.29,,,2026-03-16 22:36:00-07:00
1773724860000,0.0,0.0,0,0,1,233,57.7,90,54.79,29.93,30.0035,0,0,20485,18436500,57.7,2026-02-19T18:51:00.000Z,2026-03-16,,,,2026-03-16 22:21:00-07:00
1773723960000,0.0,0.0,0,0,1,233,58.3,90,55.38,29.93,30.0035,0,0,20485,18436500,58.3,2026-02-19T18:51:00.000Z,2026-03-16,,,,2026-03-16 22:06:00-07:00
1773723060000,0.2237,2.4606,0,0,1,233,58.1,90,55.18,29.93,30.0035,0,0,20485,18436500,58.1,2026-02-19T18:51:00.000Z,2026-03-16,,,,2026-03-16 21:51:00-07:00
1773722160000,0.2237,2.908,0,0,1,233,58.3,90,55.38,29.93,30.0035,0,0,20485,18436500,58.3,2026-02-19T18:51:00.000Z,2026-03-16,4.29,,,2026-03-16 21:36:00-07:00
1773721260000,0.0,0.0,0,0,1,233,58.3,90,55.38,29.93,30.0035,0,0,20485,18436500,58.3,2026-02-19T18:51:00.000Z,2026-03-16,,,,2026-03-16 21:21:00-07:00
1773720360000,0.0,0.0,0,0,1,233,58.5,90,55.58,29.93,30.0034,0,0,20485,18436500,58.5,2026-02-19T18:51:00.000Z,2026-03-16,,,,2026-03-16 21:06:00-07:00
1773719460000,0.0,1.5659,0,0,1,233,58.6,89,55.37,29.93,30.0034,0,0,20485,18436500,58.6,2026-02-19T18:51:00.000Z,2026-03-16,,,,2026-03-16 20:51:00-07:00
1773718560000,0.2237,2.6843,0,0,1,233,58.6,89,55.37,29.92,29.9934,0,0,20485,18436500,58.6,2026-02-19T18:51:00.000Z,2026-03-16,4.3,,,2026-03-16 20:36:00-07:00
1773717660000,0.0,1.5659,0,0,1,233,58.8,89,55.56,29.91,29.9833,0,0,20485,18436500,58.8,2026-02-19T18:51:00.000Z,2026-03-16,,,,2026-03-16 20:21:00-07:00
1773716760000,0.0,2.2369,0,0,1,233,59.2,88,55.65,29.91,29.9833,0,0,20485,18436500,59.2,2026-02-19T18:51:00.000Z,2026-03-16,,,,2026-03-16 20:06:00-07:00
1773715860000,0.0,0.0,0,0,1,233,59.7,88,56.14,29.91,29.9832,0,0,20485,18436500,59.7,2026-02-19T18:51:00.000Z,2026-03-16,,,,2026-03-16 19:51:00-07:00
1773714960000,0.0,0.0,0,0,1,233,60.3,87,56.41,29.91,29.9831,0,0,20485,18436500,60.3,2026-02-19T18:51:00.000Z,2026-03-16,4.31,,,2026-03-16 19:36:00-07:00
1773714060000,0.0,1.1185,0,0,1,230,60.6,87,56.71,29.91,29.9831,0,0,20485,18436500,60.6,2026-02-19T18:51:00.000Z,2026-03-16,,,,2026-03-16 19:21:00-07:00
1773713160000,0.2237,2.6843,0,0,1,268,61.7,84,56.81,29.91,29.9829,15,13500,20428,18398700,61.7,2026-02-19T18:51:00.000Z,2026-03-16,,,,2026-03-16 19:06:00-07:00
1773712260000,0.0,1.3422,0,0,1,283,63.0,82,57.41,29.9,29.9727,42,37800,20443,18423000,63.0,,2026-03-16,,America/Los_Angeles,True,2026-03-16 18:51:00-07:00
1773711360000,1.1185,2.2369,0,0,1,283,63.5,81,57.56,29.9,29.9727,71,63900,20357,18385200,63.5,2026-02-19T18:51:00.000Z,2026-03-16,4.34,,,2026-03-16 18:36:00-07:00
1773710460000,1.5659,4.0265,0,0,1,283,63.9,81,57.95,29.9,29.9726,109,98100,20248,18321300,63.9,2026-02-19T18:51:00.000Z,2026-03-16,,,,2026-03-16 18:21:00-07:00
