dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,batt1volts,tz,historical,local_time
1783147920000,0.0,0.0,0,0,1,129,56.5,93,54.5,30.01,30.1073,0,0,16634,14970600,56.5,2026-06-12T17:37:00.000Z,2026-07-03,,,,2026-07-03 23:52:00-07:00
1783147020000,0.0,0.0,0,0,1,129,56.7,93,54.7,30.02,30.1173,0,0,16634,14970600,56.7,2026-06-12T17:37:00.000Z,2026-07-03,4.3,,,2026-07-03 23:37:00-07:00
1783146120000,0.0,0.0,0,0,1,129,56.7,92,54.4,30.03,30.1274,0,0,16634,14970600,56.7,2026-06-12T17:37:00.000Z,2026-07-03,,,,2026-07-03 23:22:00-07:00
1783145220000,0.0,0.0,0,0,1,129,57.7,92,55.39,30.03,30.1272,0,0,16634,14970600,57.7,2026-06-12T17:37:00.000Z,2026-07-03,,,,2026-07-03 23:07:00-07:00
1783144320000,0.0,0.0,0,0,1,129,58.3,92,55.98,30.03,30.1271,0,0,16634,14970600,58.3,2026-06-12T17:37:00.000Z,2026-07-03,,,,2026-07-03 22:52:00-07:00
1783143420000,0.0,0.0,0,0,1,129,59.2,92,56.88,30.03,30.1269,0,0,16634,14970600,59.2,2026-06-12T17:37:00.000Z,2026-07-03,4.31,,,2026-07-03 22:37:00-07:00
1783142520000,0.0,0.0,0,0,1,129,60.1,93,58.07,30.03,30.1267,0,0,16634,14970600,60.1,2026-06-12T17:37:00.000Z,2026-07-03,,,,2026-07-03 22:22:00-07:00
1783141620000,0.0,0.0,0,0,1,129,60.4,92,58.06,30.02,30.1166,0,0,16634,14970600,60.4,2026-06-12T17:37:00.000Z,2026-07-03,,,,2026-07-03 22:07:00-07:00
1783140720000,0.0,0.0,0,0,1,129,60.8,92,58.46,30.02,30.1166,0,0,16634,14970600,60.8,2026-06-12T17:37:00.000Z,2026-07-03,,,,2026-07-03 21:52:00-07:00
1783139820000,0.0,0.0,0,0,1,129,61.0,92,58.66,30.01,30.1065,0,0,16634,14970600,61.0,2026-06-12T17:37:00.000Z,2026-07-03,4.31,,,2026-07-03 21:37:00-07:00
1783138920000,0.0,0.0,0,0,1,129,61.0,92,58.66,30.01,30.1065,0,0,16634,14970600,61.0,2026-06-12T17:37:00.000Z,2026-07-03,,,,2026-07-03 21:22:00-07:00
1783138020000,0.0,0.0,0,0,1,129,61.2,92,58.85,30.01,30.1065,0,0,16634,14970600,61.2,2026-06-12T17:37:00.000Z,2026-07-03,,,,2026-07-03 21:07:00-07:00
1783137120000,0.0,0.0,0,0,1,129,61.3,91,58.65,30.0,30.0964,0,0,16634,14970600,61.3,,2026-07-03,,America/Los_Angeles,True,2026-07-03 20:52:00-07:00
1783136220000,0.0,0.0,0,0,1,129,61.5,91,58.85,30.0,30.0964,0,0,16634,14970600,61.5,2026-06-12T17:37:00.000Z,2026-07-03,4.32,,,2026-07-03 20:37:00-07:00
1783135320000,0.0,0.0,0,0,1,129,61.7,90,58.73,30.0,30.0963,1,900,16633,14970600,61.7,2026-06-12T17:37:00.000Z,2026-07-03,,,,2026-07-03 20:22:00-07:00
1783134420000,0.0,0.0,0,0,1,129,61.9,89,58.62,30.01,30.1063,4,3600,16629,14969700,61.9,2026-06-12T17:37:00.000Z,2026-07-03,,,,2026-07-03 20:07:00-07:00
1783133520000,0.2237,2.6843,0,0,1,181,62.1,88,58.5,30.01,30.1063,8,7200,16621,14966100,62.1,2026-06-12T17:37:00.000Z,2026-07-03,,,,2026-07-03 19:52:00-07:00
