dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,local_time
1761500820000,0.6711,2.2369,0,0,1,225,62.6,85,4.29,58.02,62.6,30.06,30.1564,73,13140,0,65700,2025-10-14T14:47:00.000Z,2025-10-26,,,2025-10-26 10:47:00-07:00
1761499920000,0.0,0.0,0,0,1,225,62.2,87,,58.28,62.2,30.06,30.1564,79,14220,386,423900,,2025-10-26,America/Los_Angeles,True,2025-10-26 10:32:00-07:00
1761499020000,0.0,1.3422,0,0,1,225,61.7,89,,58.42,61.7,30.06,30.1565,79,14220,273,352800,,2025-10-26,America/Los_Angeles,True,2025-10-26 10:17:00-07:00
1761498120000,0.0,0.0,0,0,1,225,61.2,90,,58.24,61.2,30.06,30.1566,65,11700,128,281700,,2025-10-26,America/Los_Angeles,True,2025-10-26 10:02:00-07:00
1761497220000,0.0,0.0,0,0,1,225,60.8,92,4.28,58.46,60.8,30.06,30.1567,48,8640,128,223200,,2025-10-26,America/Los_Angeles,True,2025-10-26 09:47:00-07:00
1761496320000,0.0,0.0,0,0,1,225,60.4,94,,58.66,60.4,30.06,30.1568,45,8100,128,180000,,2025-10-26,America/Los_Angeles,True,2025-10-26 09:32:00-07:00
1761495420000,0.0,0.0,0,0,1,225,59.9,96,,58.76,59.9,30.05,30.1468,40,7200,103,139500,,2025-10-26,America/Los_Angeles,True,2025-10-26 09:17:00-07:00
1761494520000,0.0,0.0,0,0,1,225,59.4,97,,58.55,59.4,30.04,30.1369,33,5940,128,103500,,2025-10-26,America/Los_Angeles,True,2025-10-26 09:02:00-07:00
1761493620000,0.0,0.0,0,0,1,225,59.0,98,4.28,58.44,59.0,30.04,30.137,27,4860,103,73800,,2025-10-26,America/Los_Angeles,True,2025-10-26 08:47:00-07:00
1761492720000,0.0,0.0,0,0,1,225,58.5,99,,58.22,58.5,30.03,30.127,25,4500,87,49500,,2025-10-26,America/Los_Angeles,True,2025-10-26 08:32:00-07:00
1761491820000,0.0,0.0,0,0,1,225,58.1,99,,57.82,58.1,30.02,30.1171,16,2880,74,27000,,2025-10-26,America/Los_Angeles,True,2025-10-26 08:17:00-07:00
1761490920000,0.0,0.0,0,0,1,225,57.7,99,,57.42,57.7,30.02,30.1172,10,1800,73,12600,,2025-10-26,America/Los_Angeles,True,2025-10-26 08:02:00-07:00
1761490020000,0.0,0.0,0,0,1,225,57.2,98,4.26,56.64,57.2,30.02,30.1172,3,540,73,3600,,2025-10-26,America/Los_Angeles,True,2025-10-26 07:47:00-07:00
1761489120000,0.0,0.0,0,0,1,225,56.8,99,,56.52,56.8,30.01,30.1073,1,180,73,900,,2025-10-26,America/Los_Angeles,True,2025-10-26 07:32:00-07:00
1761488220000,0.0,0.0,0,0,1,225,56.7,99,,56.42,56.7,30.01,30.1073,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 07:17:00-07:00
1761487320000,0.0,0.0,0,0,1,225,55.8,99,,55.52,55.8,30.01,30.1075,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 07:02:00-07:00
1761486420000,0.0,0.0,0,0,1,225,54.1,98,4.26,53.55,54.1,30.01,30.1078,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 06:47:00-07:00
1761485520000,0.0,0.0,0,0,1,225,53.2,98,,52.65,53.2,30.0,30.0979,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 06:32:00-07:00
1761484620000,0.0,0.0,0,0,1,225,52.7,98,,52.15,52.7,29.99,30.088,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 06:17:00-07:00
1761483720000,0.0,0.0,0,0,1,225,52.3,98,,51.75,52.3,29.99,30.0881,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 06:02:00-07:00
1761482820000,0.0,0.0,0,0,1,225,52.3,98,4.27,51.75,52.3,29.99,30.0881,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 05:47:00-07:00
1761481920000,0.0,0.0,0,0,1,225,52.3,98,,51.75,52.3,29.99,30.0881,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 05:32:00-07:00
1761481020000,0.0,0.0,0,0,1,225,52.3,98,,51.75,52.3,29.99,30.0881,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 05:17:00-07:00
1761480120000,0.0,0.0,0,0,1,225,52.3,97,,51.47,52.3,29.99,30.0881,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 05:02:00-07:00
1761479220000,0.0,0.0,0,0,1,225,52.3,97,4.27,51.47,52.3,29.99,30.0881,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 04:47:00-07:00
1761478320000,0.0,0.0,0,0,1,225,52.2,97,,51.37,52.2,29.99,30.0881,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 04:32:00-07:00
1761477420000,0.0,0.0,0,0,1,225,52.0,97,,51.17,52.0,29.99,30.0881,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 04:17:00-07:00
1761476520000,0.0,0.0,0,0,1,225,51.8,96,,50.7,51.8,29.99,30.0882,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 04:02:00-07:00
1761475620000,0.0,0.0,0,0,1,225,52.0,96,4.27,50.89,52.0,29.99,30.0881,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 03:47:00-07:00
1761474720000,0.0,0.0,0,0,1,225,52.3,97,,51.47,52.3,30.0,30.0981,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 03:32:00-07:00
1761473820000,0.0,0.0,0,0,1,225,52.5,97,,51.67,52.5,30.0,30.0981,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 03:17:00-07:00
1761472920000,0.0,0.0,0,0,1,225,52.3,96,,51.19,52.3,30.0,30.0981,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 03:02:00-07:00
1761472020000,0.0,0.0,0,0,1,225,52.2,96,4.28,51.09,52.2,30.0,30.0981,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 02:47:00-07:00
1761471120000,0.0,0.0,0,0,1,225,52.7,96,,51.59,52.7,30.01,30.1081,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 02:32:00-07:00
1761470220000,0.0,0.0,0,0,1,225,53.2,96,,52.09,53.2,30.01,30.108,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 02:17:00-07:00
1761469320000,0.0,0.0,0,0,1,225,54.0,97,,53.17,54.0,30.01,30.1078,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 02:02:00-07:00
1761468420000,0.0,0.0,0,0,1,225,54.0,97,4.29,53.17,54.0,30.01,30.1078,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 01:47:00-07:00
1761467520000,0.0,0.0,0,0,1,225,53.8,96,,52.69,53.8,30.01,30.1079,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 01:32:00-07:00
1761466620000,0.0,0.0,0,0,1,225,53.8,96,,52.69,53.8,30.01,30.1079,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 01:17:00-07:00
1761465720000,0.0,0.0,0,0,1,225,54.0,96,,52.88,54.0,30.02,30.1179,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 01:02:00-07:00
1761464820000,0.0,0.0,0,0,1,225,54.1,96,4.29,52.98,54.1,30.02,30.1178,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 00:47:00-07:00
1761463920000,0.0,0.0,0,0,1,225,54.3,96,,53.18,54.3,30.02,30.1178,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 00:32:00-07:00
1761463020000,0.0,0.0,0,0,1,225,54.7,96,,53.58,54.7,30.02,30.1177,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 00:17:00-07:00
1761462120000,0.0,0.0,0,0,1,225,54.7,96,,53.58,54.7,30.02,30.1177,0,0,73,0,,2025-10-26,America/Los_Angeles,True,2025-10-26 00:02:00-07:00
