dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,date,batt1volts,lastRain,local_time
1755240600000,0.2237,1.5659,0,0,1,119,58.6,92,56.28,58.6,29.86,29.9332,0,0,0,21992400,America/Los_Angeles,True,2025-08-14,,,2025-08-14 23:50:00-07:00
1755239700000,0.2237,2.2369,0,0,1,119,58.5,92,56.18,58.5,29.86,29.9333,0,0,0,21992400,America/Los_Angeles,True,2025-08-14,,,2025-08-14 23:35:00-07:00
1755238800000,0.0,0.0,0,0,1,119,58.5,91,55.88,58.5,29.86,29.9333,0,0,24436,21992400,,,2025-08-14,4.29,2025-08-11T13:35:00.000Z,2025-08-14 23:20:00-07:00
1755237900000,0.0,0.0,0,0,1,119,59.2,92,56.88,59.2,29.86,29.9332,0,0,24436,21992400,,,2025-08-14,,2025-08-11T13:35:00.000Z,2025-08-14 23:05:00-07:00
1755237000000,0.0,0.0,0,0,1,119,59.5,92,57.17,59.5,29.86,29.9331,0,0,24436,21992400,,,2025-08-14,,2025-08-11T13:35:00.000Z,2025-08-14 22:50:00-07:00
1755236100000,0.0,0.0,0,0,1,119,59.9,91,57.26,59.9,29.86,29.9331,0,0,24436,21992400,,,2025-08-14,,2025-08-11T13:35:00.000Z,2025-08-14 22:35:00-07:00
1755235200000,0.0,0.0,0,0,1,119,60.3,91,57.66,60.3,29.85,29.923,0,0,24436,21992400,,,2025-08-14,4.3,2025-08-11T13:35:00.000Z,2025-08-14 22:20:00-07:00
1755234300000,0.0,0.0,0,0,1,119,60.6,91,57.96,60.6,29.85,29.9229,0,0,24436,21992400,,,2025-08-14,,2025-08-11T13:35:00.000Z,2025-08-14 22:05:00-07:00
1755233400000,0.0,0.0,0,0,1,119,61.0,90,58.04,61.0,29.85,29.9229,0,0,24436,21992400,,,2025-08-14,,2025-08-11T13:35:00.000Z,2025-08-14 21:50:00-07:00
1755232500000,0.2237,2.6843,0,0,1,119,61.3,89,58.03,61.3,29.85,29.9228,0,0,24436,21992400,,,2025-08-14,,2025-08-11T13:35:00.000Z,2025-08-14 21:35:00-07:00
1755231600000,0.0,1.5659,0,0,1,119,61.7,89,58.42,61.7,29.84,29.9128,0,0,24436,21992400,,,2025-08-14,4.31,2025-08-11T13:35:00.000Z,2025-08-14 21:20:00-07:00
1755230700000,0.6711,3.5791,0,0,1,119,62.1,88,58.5,62.1,29.84,29.9127,0,0,24436,21992400,,,2025-08-14,,2025-08-11T13:35:00.000Z,2025-08-14 21:05:00-07:00
1755229800000,0.6711,3.5791,0,0,1,119,62.2,88,58.6,62.2,29.83,29.9027,0,0,24436,21992400,,,2025-08-14,,2025-08-11T13:35:00.000Z,2025-08-14 20:50:00-07:00
1755228900000,2.0132,7.3819,0,0,1,109,62.4,87,58.48,62.4,29.83,29.9026,0,0,24436,21992400,,,2025-08-14,,2025-08-11T13:35:00.000Z,2025-08-14 20:35:00-07:00
1755228000000,1.7895,6.0397,0,0,1,108,62.6,87,58.67,62.6,29.83,29.9026,0,0,24436,21992400,,,2025-08-14,4.31,2025-08-11T13:35:00.000Z,2025-08-14 20:20:00-07:00
1755227100000,2.908,5.816,0,0,1,108,62.8,86,58.55,62.8,29.83,29.9026,0,0,24436,21992400,,,2025-08-14,,2025-08-11T13:35:00.000Z,2025-08-14 20:05:00-07:00
1755226200000,4.0265,7.6056,0,0,1,121,63.3,85,58.71,63.3,29.82,29.8925,4,3600,24432,21992400,,,2025-08-14,,2025-08-11T13:35:00.000Z,2025-08-14 19:50:00-07:00
