dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,tz,historical,batt1volts,local_time
1740920400000,0.4474,3.5791,0,0,1,34,51.8,85,30.09,30.1885,0,0,0,0,51.8,47.44,2025-03-02,,,,2025-03-02 05:00:00-08:00
1740919500000,0.0,2.0132,0,0,1,28,52.2,85,30.09,30.1884,0,0,0,0,52.2,47.83,2025-03-02,America/Los_Angeles,True,,2025-03-02 04:45:00-08:00
1740918600000,0.4474,2.6843,0,0,1,28,52.5,86,30.09,30.1884,0,0,0,0,52.5,48.43,2025-03-02,America/Los_Angeles,True,4.03,2025-03-02 04:30:00-08:00
1740917700000,0.8948,3.5791,0,0,1,28,52.0,89,30.08,30.1784,0,0,0,0,52.0,48.86,2025-03-02,America/Los_Angeles,True,,2025-03-02 04:15:00-08:00
1740916800000,0.4474,3.1317,0,0,1,28,51.3,89,30.09,30.1886,0,0,0,0,51.3,48.17,2025-03-02,America/Los_Angeles,True,,2025-03-02 04:00:00-08:00
1740915900000,0.0,2.2369,0,0,1,28,50.9,89,30.08,30.1786,0,0,0,0,50.9,47.77,2025-03-02,America/Los_Angeles,True,,2025-03-02 03:45:00-08:00
1740915000000,0.0,0.0,0,0,1,28,51.3,88,30.08,30.1786,0,0,0,0,51.3,47.87,2025-03-02,America/Los_Angeles,True,4.03,2025-03-02 03:30:00-08:00
1740914100000,0.2237,2.0132,0,0,1,28,51.4,88,30.08,30.1785,0,0,0,0,51.4,47.97,2025-03-02,America/Los_Angeles,True,,2025-03-02 03:15:00-08:00
1740913200000,0.0,2.0132,0,0,1,28,51.3,89,30.09,30.1886,0,0,0,0,51.3,48.17,2025-03-02,America/Los_Angeles,True,,2025-03-02 03:00:00-08:00
1740912300000,0.0,1.1185,0,0,1,28,50.5,90,30.09,30.1888,0,0,0,0,50.5,47.68,2025-03-02,America/Los_Angeles,True,,2025-03-02 02:45:00-08:00
1740911400000,0.0,0.0,0,0,1,28,50.5,88,30.09,30.1888,0,0,0,0,50.5,47.08,2025-03-02,America/Los_Angeles,True,4.04,2025-03-02 02:30:00-08:00
1740910500000,0.0,0.0,0,0,1,28,51.3,86,30.08,30.1786,0,0,0,0,51.3,47.26,2025-03-02,America/Los_Angeles,True,,2025-03-02 02:15:00-08:00
1740909600000,0.0,0.0,0,0,1,28,52.3,84,30.08,30.1784,0,0,0,0,52.3,47.61,2025-03-02,America/Los_Angeles,True,,2025-03-02 02:00:00-08:00
1740908700000,0.0,0.0,0,0,1,28,53.4,83,30.09,30.1882,0,0,0,0,53.4,48.37,2025-03-02,America/Los_Angeles,True,,2025-03-02 01:45:00-08:00
1740907800000,0.0,0.0,0,0,1,28,54.3,85,30.1,30.1981,0,0,0,0,54.3,49.89,2025-03-02,America/Los_Angeles,True,4.04,2025-03-02 01:30:00-08:00
1740906900000,0.0,0.0,0,0,1,28,54.7,87,30.1,30.198,0,0,0,0,54.7,50.91,2025-03-02,America/Los_Angeles,True,,2025-03-02 01:15:00-08:00
1740906000000,0.0,0.0,0,0,1,28,54.9,88,30.11,30.208,0,0,0,0,54.9,51.41,2025-03-02,America/Los_Angeles,True,,2025-03-02 01:00:00-08:00
1740905100000,0.0,1.5659,0,0,1,28,54.9,88,30.11,30.208,0,0,0,0,54.9,51.41,2025-03-02,America/Los_Angeles,True,,2025-03-02 00:45:00-08:00
1740904200000,0.0,0.0,0,0,1,28,54.7,88,30.11,30.208,0,0,0,0,54.7,51.22,2025-03-02,America/Los_Angeles,True,4.04,2025-03-02 00:30:00-08:00
1740903300000,0.0,0.0,0,0,1,28,54.5,89,30.11,30.2081,0,0,0,0,54.5,51.32,2025-03-02,America/Los_Angeles,True,,2025-03-02 00:15:00-08:00
1740902400000,0.0,0.0,0,0,1,28,54.3,89,30.11,30.2081,0,0,0,5460300,54.3,51.13,2025-03-02,America/Los_Angeles,True,,2025-03-02 00:00:00-08:00
