dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,tz,historical,local_time
1744094760000,0.0,0.0,0,0,1,205,54.3,86,4.24,30.05,30.1479,0,0,7363,6626700,54.3,50.2,2025-04-07,,,2025-04-07 23:46:00-07:00
1744093860000,0.0,0.0,0,0,1,205,54.7,86,,30.05,30.1478,0,0,7363,6626700,54.7,50.59,2025-04-07,,,2025-04-07 23:31:00-07:00
1744092960000,0.0,0.0,0,0,1,205,55.0,85,,30.06,30.1578,0,0,7363,6626700,55.0,50.57,2025-04-07,,,2025-04-07 23:16:00-07:00
1744092060000,0.0,0.0,0,0,1,205,55.4,84,,30.05,30.1477,0,0,7363,6626700,55.4,50.65,2025-04-07,,,2025-04-07 23:01:00-07:00
1744091160000,0.0,0.0,0,0,1,205,55.6,83,4.24,30.05,30.1476,0,0,7363,6626700,55.6,50.52,2025-04-07,,,2025-04-07 22:46:00-07:00
1744090260000,0.0,1.5659,0,0,1,205,55.9,82,,30.05,30.1476,0,0,7363,6626700,55.9,50.48,2025-04-07,,,2025-04-07 22:31:00-07:00
1744089360000,0.0,0.8948,0,0,1,205,56.1,83,,30.05,30.1476,0,0,7363,6626700,56.1,51.01,2025-04-07,,,2025-04-07 22:16:00-07:00
1744088460000,0.2237,2.4606,0,0,1,205,56.1,83,,30.05,30.1476,0,0,7363,6626700,56.1,51.01,2025-04-07,,,2025-04-07 22:01:00-07:00
1744087560000,0.4474,2.4606,0,0,1,205,56.1,82,4.25,30.04,30.1375,0,0,7363,6626700,56.1,50.68,2025-04-07,,,2025-04-07 21:46:00-07:00
1744086660000,0.8948,3.1317,0,0,1,205,56.3,80,,30.04,30.1375,0,0,7363,6626700,56.3,50.21,2025-04-07,,,2025-04-07 21:31:00-07:00
1744085760000,0.4474,2.6843,0,0,1,205,56.7,80,,30.04,30.1374,0,0,7363,6626700,56.7,50.6,2025-04-07,,,2025-04-07 21:16:00-07:00
1744084860000,0.0,2.0132,0,0,1,205,57.0,79,,30.04,30.1373,0,0,7363,6626700,57.0,50.55,2025-04-07,,,2025-04-07 21:01:00-07:00
1744083960000,0.0,0.0,0,0,1,205,57.4,77,4.25,30.03,30.1272,0,0,7363,6626700,57.4,50.25,2025-04-07,,,2025-04-07 20:46:00-07:00
1744083060000,0.0,0.0,0,0,1,205,57.6,76,,30.03,30.1272,0,0,7363,6626700,57.6,50.09,2025-04-07,,,2025-04-07 20:31:00-07:00
1744082160000,0.0,0.0,0,0,1,205,57.9,76,,30.02,30.1171,0,0,7363,6626700,57.9,50.38,2025-04-07,,,2025-04-07 20:16:00-07:00
1744081260000,0.0,0.0,0,0,1,205,58.3,75,,30.02,30.117,0,0,7363,6626700,58.3,50.41,2025-04-07,,,2025-04-07 20:01:00-07:00
1744080360000,0.2237,1.5659,0,0,1,205,59.0,73,4.25,30.02,30.1169,0,0,7363,6626700,59.0,50.36,2025-04-07,,,2025-04-07 19:46:00-07:00
1744079460000,0.0,0.0,0,0,1,205,59.5,72,,30.02,30.1168,0,0,7363,6626700,59.5,50.46,2025-04-07,,,2025-04-07 19:31:00-07:00
1744078560000,0.0,0.0,0,0,1,205,60.3,72,,30.02,30.1167,3,1260,7360,6626700,60.3,51.23,2025-04-07,,,2025-04-07 19:16:00-07:00
1744077660000,0.0,1.1185,0,0,1,205,61.2,70,,30.01,30.1065,6,2880,7354,6624000,61.2,51.33,2025-04-07,,,2025-04-07 19:01:00-07:00
1744076760000,0.2237,2.0132,0,0,1,205,62.8,69,4.26,30.01,30.1062,10,4200,7344,6618600,62.8,52.47,2025-04-07,,,2025-04-07 18:46:00-07:00
1744075860000,0.0,1.7895,0,0,1,205,63.9,64,,30.01,30.106,14,6720,7330,6609600,63.9,51.48,2025-04-07,,,2025-04-07 18:31:00-07:00
1744074960000,0.0,1.3422,0,0,1,205,64.6,61,,30.01,30.1058,19,7980,7311,6597000,64.6,50.84,2025-04-07,,,2025-04-07 18:16:00-07:00
1744074060000,0.0,0.0,0,0,1,205,64.2,69,,30.02,30.1159,23,11040,7288,6579900,64.2,53.81,2025-04-07,,,2025-04-07 18:01:00-07:00
1744073160000,0.6711,2.4606,0,0,1,205,63.9,68,4.27,30.01,30.106,55,23100,7233,6559200,63.9,53.13,2025-04-07,,,2025-04-07 17:46:00-07:00
1744072260000,0.2237,1.5659,0,0,1,205,61.5,76,,30.02,30.1164,89,42720,7144,6509700,61.5,53.86,2025-04-07,,,2025-04-07 17:31:00-07:00
1744071360000,1.3422,2.6843,0,0,1,205,60.4,79,,30.03,30.1267,36,15120,7108,6429600,60.4,53.85,2025-04-07,,,2025-04-07 17:16:00-07:00
1744070460000,1.5659,3.1317,0,0,1,205,60.3,79,,30.03,30.1267,42,20160,7066,6397200,60.3,53.76,2025-04-07,,,2025-04-07 17:01:00-07:00
1744069560000,1.3422,3.1317,0,0,1,205,60.6,78,4.28,30.04,30.1367,49,20580,7017,6359400,60.6,53.7,2025-04-07,,,2025-04-07 16:46:00-07:00
1744068660000,1.7895,3.8028,0,0,1,205,60.4,77,,30.04,30.1367,51,24480,6966,6315300,60.4,53.15,2025-04-07,,,2025-04-07 16:31:00-07:00
1744067760000,1.7895,4.4739,0,0,1,205,61.5,75,,30.04,30.1365,51,21420,6915,6269400,61.5,53.5,2025-04-07,,,2025-04-07 16:16:00-07:00
1744066860000,2.2369,5.3686,0,0,1,205,64.4,65,,30.04,30.136,53,25440,6862,6223500,64.4,52.37,2025-04-07,,,2025-04-07 16:01:00-07:00
1744065960000,1.5659,2.908,0,0,1,205,64.2,60,4.33,30.05,30.146,146,61320,6716,6175800,64.2,50.02,2025-04-07,,,2025-04-07 15:46:00-07:00
1744065060000,2.0132,3.5791,0,0,1,205,64.2,53,,30.05,30.146,428,205440,6288,6044400,64.2,46.71,2025-04-07,,,2025-04-07 15:31:00-07:00
1744064160000,2.2369,4.0265,0,0,1,205,64.8,48,,30.06,30.156,661,277620,5627,5659200,64.8,44.64,2025-04-07,,,2025-04-07 15:16:00-07:00
1744063260000,2.2369,4.2502,0,0,1,205,64.2,49,,30.07,30.1661,551,264480,5076,5064300,64.2,44.64,2025-04-07,,,2025-04-07 15:01:00-07:00
1744062360000,0.0,2.2369,0,0,1,205,63.5,54,4.28,30.08,30.1763,147,61740,4929,4568400,63.5,46.55,2025-04-07,,,2025-04-07 14:46:00-07:00
1744061460000,1.5659,4.0265,0,0,1,205,62.6,59,,30.09,30.1865,76,36480,4853,4436100,62.6,48.07,2025-04-07,,,2025-04-07 14:31:00-07:00
1744060560000,2.2369,4.2502,0,0,1,205,62.4,66,,30.09,30.1865,72,30240,4781,4367700,62.4,50.89,2025-04-07,,,2025-04-07 14:16:00-07:00
