dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,batt1volts,local_time
1755389820000,2.0132,3.8028,0,0,1,198,67.3,82,61.61,67.3,29.99,30.0853,32,5760,0,28800,2025-04-26T15:31:00.000Z,2025-08-16,,,,2025-08-16 17:17:00-07:00
1755388920000,1.5659,3.5791,0,0,1,198,67.3,82,61.61,67.3,30.0,30.0953,35,6300,5996,5439600,,2025-08-16,America/Los_Angeles,True,,2025-08-16 17:02:00-07:00
1755388020000,1.7895,3.5791,0,0,1,198,67.3,82,61.61,67.3,30.01,30.1053,45,8100,5721,5408100,,2025-08-16,America/Los_Angeles,True,4.36,2025-08-16 16:47:00-07:00
1755387120000,1.7895,4.0265,0,0,1,198,67.3,83,61.95,67.3,30.01,30.1053,71,12780,5202,5367600,,2025-08-16,America/Los_Angeles,True,,2025-08-16 16:32:00-07:00
1755386220000,2.4606,5.3686,0,0,1,198,68.0,81,61.94,68.0,30.01,30.1052,101,18180,5202,5303700,,2025-08-16,America/Los_Angeles,True,,2025-08-16 16:17:00-07:00
1755385320000,1.5659,4.6976,0,0,1,198,68.0,81,61.94,68.0,30.01,30.1052,74,13320,5202,5212800,,2025-08-16,America/Los_Angeles,True,,2025-08-16 16:02:00-07:00
1755384420000,2.0132,6.2634,0,0,1,198,68.2,80,61.79,68.48,30.01,30.1052,103,18540,5202,5146200,,2025-08-16,America/Los_Angeles,True,4.4,2025-08-16 15:47:00-07:00
1755383520000,2.0132,6.2634,0,0,1,242,68.7,80,62.27,69.03,30.02,30.1151,72,12960,4569,5053500,,2025-08-16,America/Los_Angeles,True,,2025-08-16 15:32:00-07:00
1755382620000,2.2369,5.816,0,0,1,224,68.9,80,62.47,69.25,30.02,30.1151,373,67140,5202,4988700,,2025-08-16,America/Los_Angeles,True,,2025-08-16 15:17:00-07:00
1755381720000,0.4474,4.6976,0,0,1,216,68.5,80,62.08,68.81,30.03,30.1252,633,113940,4390,4653000,,2025-08-16,America/Los_Angeles,True,,2025-08-16 15:02:00-07:00
1755380820000,1.3422,5.145,0,0,1,216,68.5,81,62.43,68.86,30.04,30.1352,112,20160,3562,4083300,,2025-08-16,America/Los_Angeles,True,4.39,2025-08-16 14:47:00-07:00
1755379920000,1.7895,5.3686,0,0,1,216,68.7,80,62.27,69.03,30.04,30.1352,67,12060,3562,3982500,,2025-08-16,America/Los_Angeles,True,,2025-08-16 14:32:00-07:00
1755379020000,1.5659,6.7108,0,0,1,214,68.9,80,62.47,69.25,30.04,30.1352,100,18000,3450,3922200,,2025-08-16,America/Los_Angeles,True,,2025-08-16 14:17:00-07:00
1755378120000,2.2369,6.4871,0,0,1,213,68.7,80,62.27,69.03,30.05,30.1452,359,64620,3450,3832200,,2025-08-16,America/Los_Angeles,True,,2025-08-16 14:02:00-07:00
1755377220000,3.8028,6.2634,0,0,1,213,68.7,80,62.27,69.03,30.05,30.1452,291,52380,3450,3509100,,2025-08-16,America/Los_Angeles,True,4.48,2025-08-16 13:47:00-07:00
1755376320000,3.8028,6.2634,0,0,1,215,68.7,79,61.92,68.98,30.04,30.1352,78,14040,3450,3247200,,2025-08-16,America/Los_Angeles,True,,2025-08-16 13:32:00-07:00
1755375420000,2.6843,5.816,0,0,1,235,68.7,80,62.27,69.03,30.04,30.1352,112,20160,3256,3177000,,2025-08-16,America/Los_Angeles,True,,2025-08-16 13:17:00-07:00
1755374520000,1.3422,6.4871,0,0,1,208,68.4,81,62.33,68.75,30.05,30.1453,194,34920,2295,3076200,,2025-08-16,America/Los_Angeles,True,,2025-08-16 13:02:00-07:00
1755373620000,0.8948,4.9213,0,0,1,208,68.2,81,62.14,68.53,30.05,30.1453,451,81180,1383,2901600,,2025-08-16,America/Los_Angeles,True,4.65,2025-08-16 12:47:00-07:00
1755372720000,2.0132,6.0397,0,0,1,214,68.0,81,61.94,68.0,30.05,30.1453,341,61380,1383,2495700,,2025-08-16,America/Los_Angeles,True,,2025-08-16 12:32:00-07:00
1755371820000,1.7895,4.9213,0,0,1,213,67.8,82,62.1,67.8,30.06,30.1554,279,50220,1383,2188800,,2025-08-16,America/Los_Angeles,True,,2025-08-16 12:17:00-07:00
1755370920000,1.3422,5.145,0,0,1,213,67.5,82,61.8,67.5,30.06,30.1555,307,55260,1187,1937700,,2025-08-16,America/Los_Angeles,True,,2025-08-16 12:02:00-07:00
1755370020000,0.2237,4.4739,0,0,1,215,67.3,82,61.61,67.3,30.06,30.1555,231,41580,1187,1661400,,2025-08-16,America/Los_Angeles,True,4.53,2025-08-16 11:47:00-07:00
1755369120000,1.1185,4.2502,0,0,1,216,66.7,82,61.02,66.7,30.06,30.1556,264,47520,1187,1453500,,2025-08-16,America/Los_Angeles,True,,2025-08-16 11:32:00-07:00
1755368220000,0.6711,3.3554,0,0,1,216,66.4,84,61.41,66.4,30.06,30.1557,196,35280,1011,1215900,,2025-08-16,America/Los_Angeles,True,,2025-08-16 11:17:00-07:00
1755367320000,2.4606,4.0265,0,0,1,216,65.8,86,61.49,65.8,30.06,30.1558,176,31680,515,1039500,,2025-08-16,America/Los_Angeles,True,,2025-08-16 11:02:00-07:00
1755366420000,2.0132,3.8028,0,0,1,216,65.5,87,61.52,65.5,30.06,30.1558,157,28260,413,881100,,2025-08-16,America/Los_Angeles,True,4.3,2025-08-16 10:47:00-07:00
1755365520000,2.0132,3.5791,0,0,1,216,65.5,87,61.52,65.5,30.06,30.1558,130,23400,314,739800,,2025-08-16,America/Los_Angeles,True,,2025-08-16 10:32:00-07:00
1755364620000,1.7895,3.3554,0,0,1,216,65.3,87,61.33,65.3,30.06,30.1559,110,19800,314,622800,,2025-08-16,America/Los_Angeles,True,,2025-08-16 10:17:00-07:00
1755363720000,0.8948,2.6843,0,0,1,216,64.9,88,61.26,64.9,30.06,30.1559,99,17820,314,523800,,2025-08-16,America/Los_Angeles,True,,2025-08-16 10:02:00-07:00
1755362820000,1.7895,2.6843,0,0,1,216,64.4,89,61.08,64.4,30.06,30.156,102,18360,238,434700,,2025-08-16,America/Los_Angeles,True,4.29,2025-08-16 09:47:00-07:00
1755361920000,1.3422,2.6843,0,0,1,216,64.2,90,61.2,64.2,30.05,30.146,99,17820,238,342900,,2025-08-16,America/Los_Angeles,True,,2025-08-16 09:32:00-07:00
1755361020000,1.1185,2.2369,0,0,1,216,63.9,90,60.91,63.9,30.06,30.1561,76,13680,140,253800,,2025-08-16,America/Los_Angeles,True,,2025-08-16 09:17:00-07:00
1755360120000,0.6711,2.2369,0,0,1,216,63.3,92,60.93,63.3,30.06,30.1562,58,10440,87,185400,,2025-08-16,America/Los_Angeles,True,,2025-08-16 09:02:00-07:00
1755359220000,0.0,1.3422,0,0,1,216,62.8,93,60.74,62.8,30.06,30.1563,40,7200,63,133200,,2025-08-16,America/Los_Angeles,True,4.28,2025-08-16 08:47:00-07:00
1755358320000,0.0,0.0,0,0,1,216,62.4,94,60.65,62.4,30.06,30.1564,29,5220,63,97200,,2025-08-16,America/Los_Angeles,True,,2025-08-16 08:32:00-07:00
1755357420000,0.0,0.0,0,0,1,216,62.1,95,60.65,62.1,30.05,30.1464,24,4320,63,71100,,2025-08-16,America/Los_Angeles,True,,2025-08-16 08:17:00-07:00
1755356520000,0.0,0.0,0,0,1,216,61.7,95,60.25,61.7,30.05,30.1465,24,4320,47,49500,,2025-08-16,America/Los_Angeles,True,,2025-08-16 08:02:00-07:00
1755355620000,0.0,0.0,0,0,1,216,61.5,96,60.35,61.5,30.04,30.1365,16,2880,33,27900,,2025-08-16,America/Los_Angeles,True,4.27,2025-08-16 07:47:00-07:00
1755354720000,0.0,0.0,0,0,1,216,61.3,96,60.15,61.3,30.04,30.1365,10,1800,32,13500,,2025-08-16,America/Los_Angeles,True,,2025-08-16 07:32:00-07:00
1755353820000,0.0,0.0,0,0,1,216,61.2,96,60.05,61.2,30.04,30.1366,4,720,32,4500,,2025-08-16,America/Los_Angeles,True,,2025-08-16 07:17:00-07:00
1755352920000,0.0,0.0,0,0,1,216,61.2,96,60.05,61.2,30.04,30.1366,1,180,32,900,,2025-08-16,America/Los_Angeles,True,,2025-08-16 07:02:00-07:00
1755352020000,0.0,0.0,0,0,1,216,61.0,96,59.85,61.0,30.04,30.1366,0,0,32,0,,2025-08-16,America/Los_Angeles,True,4.27,2025-08-16 06:47:00-07:00
1755351120000,0.0,0.0,0,0,1,216,60.8,96,59.65,60.8,30.03,30.1266,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 06:32:00-07:00
1755350220000,0.0,0.0,0,0,1,216,60.8,96,59.65,60.8,30.02,30.1166,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 06:17:00-07:00
1755349320000,0.0,0.0,0,0,1,216,60.8,96,59.65,60.8,30.02,30.1166,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 06:02:00-07:00
1755348420000,0.0,0.0,0,0,1,216,60.6,96,59.45,60.6,30.02,30.1166,0,0,32,0,,2025-08-16,America/Los_Angeles,True,4.27,2025-08-16 05:47:00-07:00
1755347520000,0.0,0.0,0,0,1,216,60.6,97,59.74,60.6,30.01,30.1066,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 05:32:00-07:00
1755346620000,0.0,0.0,0,0,1,216,60.4,97,59.54,60.4,30.01,30.1066,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 05:17:00-07:00
1755345720000,0.0,0.0,0,0,1,216,60.1,97,59.24,60.1,30.0,30.0966,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 05:02:00-07:00
1755344820000,0.0,0.0,0,0,1,216,59.4,97,58.55,59.4,30.0,30.0968,0,0,32,0,,2025-08-16,America/Los_Angeles,True,4.27,2025-08-16 04:47:00-07:00
1755343920000,0.0,0.0,0,0,1,216,58.5,96,57.36,58.5,30.0,30.0969,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 04:32:00-07:00
1755343020000,0.0,0.0,0,0,1,216,57.6,95,56.18,57.6,29.99,30.0871,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 04:17:00-07:00
1755342120000,0.0,0.0,0,0,1,216,57.2,95,55.78,57.2,29.99,30.0871,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 04:02:00-07:00
1755341220000,0.0,0.0,0,0,1,216,57.4,95,55.98,57.4,29.99,30.0871,0,0,32,0,,2025-08-16,America/Los_Angeles,True,4.28,2025-08-16 03:47:00-07:00
1755340320000,0.0,0.0,0,0,1,216,57.7,95,56.28,57.7,29.99,30.0871,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 03:32:00-07:00
1755339420000,0.0,0.0,0,0,1,216,57.9,94,56.18,57.9,29.99,30.087,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 03:17:00-07:00
1755338520000,0.0,0.0,0,0,1,216,58.3,94,56.58,58.3,29.99,30.0869,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 03:02:00-07:00
1755337620000,0.0,0.0,0,0,1,216,58.5,94,56.78,58.5,29.99,30.0869,0,0,32,0,,2025-08-16,America/Los_Angeles,True,4.28,2025-08-16 02:47:00-07:00
1755336720000,0.0,0.0,0,0,1,216,58.8,94,57.08,58.8,29.99,30.0868,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 02:32:00-07:00
1755335820000,0.0,0.0,0,0,1,216,59.4,94,57.67,59.4,29.98,30.0767,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 02:17:00-07:00
1755334920000,0.0,0.0,0,0,1,216,59.5,94,57.77,59.5,29.98,30.0767,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 02:02:00-07:00
1755334020000,0.0,0.0,0,0,1,216,59.9,94,58.17,59.9,29.98,30.0766,0,0,32,0,,2025-08-16,America/Los_Angeles,True,4.27,2025-08-16 01:47:00-07:00
1755333120000,0.0,0.0,0,0,1,216,60.1,94,58.37,60.1,29.98,30.0766,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 01:32:00-07:00
1755332220000,0.0,0.0,0,0,1,216,60.1,94,58.37,60.1,29.98,30.0766,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 01:17:00-07:00
1755331320000,0.0,0.0,0,0,1,216,59.9,93,57.87,59.9,29.98,30.0766,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 01:02:00-07:00
1755330420000,0.0,0.0,0,0,1,216,59.7,93,57.67,59.7,29.98,30.0766,0,0,32,0,,2025-08-16,America/Los_Angeles,True,4.28,2025-08-16 00:47:00-07:00
1755329520000,0.0,0.0,0,0,1,216,59.7,93,57.67,59.7,29.98,30.0766,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 00:32:00-07:00
1755328620000,0.0,0.0,0,0,1,216,59.5,94,57.77,59.5,29.98,30.0767,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 00:17:00-07:00
1755327720000,0.0,0.0,0,0,1,216,59.4,93,57.37,59.4,29.98,30.0767,0,0,32,0,,2025-08-16,America/Los_Angeles,True,,2025-08-16 00:02:00-07:00
