dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,tz,historical,local_time
1745304360000,0.0,0.0,0,0,1,208,52.2,95,4.3,29.99,30.0881,0,0,10308,9277200,52.2,50.81,2025-04-21,,,2025-04-21 23:46:00-07:00
1745303460000,0.0,0.0,0,0,1,208,52.2,95,,29.99,30.0881,0,0,10308,9277200,52.2,50.81,2025-04-21,,,2025-04-21 23:31:00-07:00
1745302560000,0.0,0.0,0,0,1,208,52.2,94,,29.98,30.0781,0,0,10308,9277200,52.2,50.53,2025-04-21,,,2025-04-21 23:16:00-07:00
1745301660000,0.0,0.0,0,0,1,208,52.2,92,,29.98,30.0781,0,0,10308,9277200,52.2,49.95,2025-04-21,,,2025-04-21 23:01:00-07:00
1745300760000,0.0,0.0,0,0,1,208,52.2,91,4.3,29.98,30.0781,0,0,10308,9277200,52.2,49.65,2025-04-21,,,2025-04-21 22:46:00-07:00
1745299860000,0.0,0.0,0,0,1,208,52.7,91,,29.98,30.078,0,0,10308,9277200,52.7,50.15,2025-04-21,,,2025-04-21 22:31:00-07:00
1745298960000,0.0,0.0,0,0,1,208,53.2,92,,29.98,30.0779,0,0,10308,9277200,53.2,50.94,2025-04-21,,,2025-04-21 22:16:00-07:00
1745298060000,0.0,0.0,0,0,1,208,53.4,92,,29.98,30.0778,0,0,10308,9277200,53.4,51.13,2025-04-21,,,2025-04-21 22:01:00-07:00
1745297160000,0.0,0.0,0,0,1,208,53.6,92,4.31,29.98,30.0778,0,0,10308,9277200,53.6,51.33,2025-04-21,,,2025-04-21 21:46:00-07:00
1745296260000,0.0,0.0,0,0,1,208,53.8,92,,29.98,30.0778,0,0,10308,9277200,53.8,51.53,2025-04-21,,,2025-04-21 21:31:00-07:00
1745295360000,0.0,0.0,0,0,1,208,54.0,91,,29.98,30.0777,0,0,10308,9277200,54.0,51.43,2025-04-21,,,2025-04-21 21:16:00-07:00
1745294460000,0.0,0.0,0,0,1,208,54.3,91,,29.97,30.0676,0,0,10308,9277200,54.3,51.73,2025-04-21,,,2025-04-21 21:01:00-07:00
1745293560000,0.0,0.0,0,0,1,208,54.5,90,4.32,29.96,30.0576,0,0,10308,9277200,54.5,51.63,2025-04-21,,,2025-04-21 20:46:00-07:00
1745292660000,0.0,0.0,0,0,1,208,54.5,89,,29.96,30.0576,0,0,10308,9277200,54.5,51.32,2025-04-21,,,2025-04-21 20:31:00-07:00
1745291760000,0.0,0.0,0,0,1,208,54.9,87,,29.96,30.0575,0,0,10308,9277200,54.9,51.1,2025-04-21,,,2025-04-21 20:16:00-07:00
1745290860000,0.0,0.0,0,0,1,208,55.4,87,,29.96,30.0574,0,0,10308,9277200,55.4,51.59,2025-04-21,,,2025-04-21 20:01:00-07:00
1745289960000,0.0,0.0,0,0,1,208,55.6,87,4.32,29.96,30.0574,0,0,10308,9277200,55.6,51.79,2025-04-21,,,2025-04-21 19:46:00-07:00
1745289060000,0.0,1.3422,0,0,1,208,55.8,86,,29.96,30.0573,2,960,10306,9277200,55.8,51.67,2025-04-21,,,2025-04-21 19:31:00-07:00
1745288160000,1.1185,2.0132,0,0,1,208,56.1,86,,29.96,30.0573,5,2100,10301,9275400,56.1,51.97,2025-04-21,,,2025-04-21 19:16:00-07:00
1745287260000,1.1185,2.908,0,0,1,208,56.3,85,,29.96,30.0572,9,4320,10292,9270900,56.3,51.85,2025-04-21,,,2025-04-21 19:01:00-07:00
1745286360000,0.6711,4.0265,0,0,1,208,56.3,86,4.32,29.96,30.0572,13,5460,10279,9262800,56.3,52.17,2025-04-21,,,2025-04-21 18:46:00-07:00
1745285460000,1.7895,3.8028,0,0,1,208,56.5,85,,29.96,30.0572,17,8160,10262,9251100,56.5,52.04,2025-04-21,,,2025-04-21 18:31:00-07:00
1745284560000,0.4474,3.1317,0,0,1,208,56.7,85,,29.96,30.0571,21,8820,10241,9235800,56.7,52.24,2025-04-21,,,2025-04-21 18:16:00-07:00
1745283660000,2.0132,4.9213,0,0,1,208,56.7,85,,29.96,30.0571,25,12000,10216,9216900,56.7,52.24,2025-04-21,,,2025-04-21 18:01:00-07:00
1745282760000,2.908,4.6976,0,0,1,208,56.7,85,4.34,29.96,30.0571,29,12180,10187,9194400,56.7,52.24,2025-04-21,,,2025-04-21 17:46:00-07:00
1745281860000,2.4606,4.6976,0,0,1,208,57.4,85,,29.96,30.057,37,17760,10150,9168300,57.4,52.93,2025-04-21,,,2025-04-21 17:31:00-07:00
1745280960000,2.6843,5.816,0,0,1,209,57.6,85,,29.96,30.057,39,16380,10111,9135000,57.6,53.12,2025-04-21,,,2025-04-21 17:16:00-07:00
1745280060000,3.1317,5.5923,0,0,1,213,58.1,85,,29.96,30.0569,40,19200,10071,9099900,58.1,53.61,2025-04-21,,,2025-04-21 17:01:00-07:00
1745279160000,2.6843,5.3686,0,0,1,213,58.5,84,4.35,29.96,30.0568,43,18060,10028,9063900,58.5,53.68,2025-04-21,,,2025-04-21 16:46:00-07:00
1745278260000,2.2369,5.145,0,0,1,203,58.5,83,,29.96,30.0568,59,28320,9969,9025200,58.5,53.35,2025-04-21,,,2025-04-21 16:31:00-07:00
1745277360000,2.2369,4.0265,0,0,1,203,58.5,82,,29.97,30.0668,114,47880,9855,8972100,58.5,53.02,2025-04-21,,,2025-04-21 16:16:00-07:00
