dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,batt1volts,tz,historical,local_time
1775544720000,0.0,0.0,0,0,1,182,55.2,88,51.71,29.99,30.0875,0,0,12658,11392200,55.2,2026-04-01T19:37:00.000Z,2026-04-06,,,,2026-04-06 23:52:00-07:00
1775543820000,0.0,1.7895,0,0,1,182,55.6,87,51.79,29.99,30.0875,0,0,12658,11392200,55.6,2026-04-01T19:37:00.000Z,2026-04-06,4.3,,,2026-04-06 23:37:00-07:00
1775542920000,0.0,0.0,0,0,1,182,56.3,87,52.48,29.99,30.0873,0,0,12658,11392200,56.3,2026-04-01T19:37:00.000Z,2026-04-06,,,,2026-04-06 23:22:00-07:00
1775542020000,0.2237,2.0132,0,0,1,182,56.7,87,52.87,30.0,30.0973,0,0,12658,11392200,56.7,2026-04-01T19:37:00.000Z,2026-04-06,,,,2026-04-06 23:07:00-07:00
1775541120000,0.0,1.3422,0,0,1,182,57.2,86,53.05,30.0,30.0972,0,0,12658,11392200,57.2,2026-04-01T19:37:00.000Z,2026-04-06,,,,2026-04-06 22:52:00-07:00
1775540220000,0.0,0.0,0,0,1,182,57.6,85,53.12,30.0,30.0971,0,0,12658,11392200,57.6,2026-04-01T19:37:00.000Z,2026-04-06,4.31,,,2026-04-06 22:37:00-07:00
1775539320000,0.0,0.0,0,0,1,182,58.1,84,53.29,30.0,30.097,0,0,12658,11392200,58.1,2026-04-01T19:37:00.000Z,2026-04-06,,,,2026-04-06 22:22:00-07:00
1775538420000,0.0,0.0,0,0,1,182,58.8,83,53.65,30.0,30.0969,0,0,12658,11392200,58.8,2026-04-01T19:37:00.000Z,2026-04-06,,,,2026-04-06 22:07:00-07:00
1775537520000,0.0,2.0132,0,0,1,182,59.5,83,54.33,30.0,30.0968,0,0,12658,11392200,59.5,2026-04-01T19:37:00.000Z,2026-04-06,,,,2026-04-06 21:52:00-07:00
1775536620000,0.0,0.0,0,0,1,182,60.1,82,54.58,30.0,30.0966,0,0,12658,11392200,60.1,2026-04-01T19:37:00.000Z,2026-04-06,4.31,,,2026-04-06 21:37:00-07:00
1775535720000,0.0,0.0,0,0,1,182,60.4,82,54.88,29.99,30.0866,0,0,12658,11392200,60.4,2026-04-01T19:37:00.000Z,2026-04-06,,,,2026-04-06 21:22:00-07:00
1775534820000,0.0,0.0,0,0,1,182,60.6,80,54.39,29.98,30.0765,0,0,12658,11392200,60.6,2026-04-01T19:37:00.000Z,2026-04-06,,,,2026-04-06 21:07:00-07:00
1775533920000,0.0,1.5659,0,0,1,182,61.0,79,54.44,29.98,30.0764,0,0,12658,11392200,61.0,2026-04-01T19:37:00.000Z,2026-04-06,,,,2026-04-06 20:52:00-07:00
1775533020000,0.0,0.0,0,0,1,182,61.7,78,54.77,29.97,30.0662,0,0,12658,11392200,61.7,2026-04-01T19:37:00.000Z,2026-04-06,4.32,,,2026-04-06 20:37:00-07:00
1775532120000,0.0,1.5659,0,0,1,182,61.9,78,54.96,29.97,30.0662,0,0,12658,11392200,61.9,2026-04-01T19:37:00.000Z,2026-04-06,,,,2026-04-06 20:22:00-07:00
1775531220000,0.0,1.5659,0,0,1,182,62.4,78,55.45,29.96,30.0561,0,0,12658,11392200,62.4,2026-04-01T19:37:00.000Z,2026-04-06,,,,2026-04-06 20:07:00-07:00
1775530320000,0.2237,2.0132,0,0,1,182,63.3,76,55.6,29.97,30.066,0,0,12658,11392200,63.3,2026-04-01T19:37:00.000Z,2026-04-06,,,,2026-04-06 19:52:00-07:00
1775529420000,0.0,0.0,0,0,1,182,64.0,75,55.91,29.96,30.0558,0,0,12658,11392200,64.0,2026-04-01T19:37:00.000Z,2026-04-06,4.32,,,2026-04-06 19:37:00-07:00
1775528520000,1.3422,2.6843,0,0,1,182,64.6,75,56.49,29.96,30.0557,2,1800,12656,11392200,64.6,2026-04-01T19:37:00.000Z,2026-04-06,,,,2026-04-06 19:22:00-07:00
1775527620000,1.3422,2.6843,0,0,1,182,65.5,69,55.05,29.95,30.0455,6,5400,12650,11390400,65.5,2026-04-01T19:37:00.000Z,2026-04-06,,,,2026-04-06 19:07:00-07:00
1775526720000,0.2237,1.7895,0,0,1,182,66.2,68,55.32,29.96,30.0554,10,9000,12640,11385000,66.2,2026-04-01T19:37:00.000Z,2026-04-06,,,,2026-04-06 18:52:00-07:00
1775525820000,0.0,2.0132,0,0,1,182,66.7,68,55.8,29.96,30.0553,15,13500,12625,11376000,66.7,2026-04-01T19:37:00.000Z,2026-04-06,4.33,,,2026-04-06 18:37:00-07:00
1775524920000,0.6711,2.2369,0,0,1,182,66.7,72,57.38,29.96,30.0553,20,18000,12580,11340000,66.7,2026-04-01T19:37:00.000Z,2026-04-06,,,,2026-04-06 18:22:00-07:00
1775524020000,1.5659,2.908,0,0,1,182,66.7,76,58.89,29.96,30.0553,25,22500,12600,11344500,66.7,,2026-04-06,,America/Los_Angeles,True,2026-04-06 18:07:00-07:00
1775523120000,1.3422,3.5791,0,0,1,182,68.9,72,59.49,29.96,30.0549,32,28800,12548,11322000,68.87,2026-04-01T19:37:00.000Z,2026-04-06,4.34,,,2026-04-06 17:52:00-07:00
1775522220000,0.4474,3.3554,0,0,1,182,69.8,65,57.49,29.96,30.0547,62,55800,12446,11257200,69.54,2026-04-01T19:37:00.000Z,2026-04-06,,,,2026-04-06 17:37:00-07:00
