dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,feelsLike,dewPoint,passkey,time,loc,date,batt1volts,local_time
1746510360000,0.0,0.0,0,0,1,198,55.9,88,29.92,30.0172,0,0,124,6872400,America/Los_Angeles,True,55.9,52.4,184b25e1e4b0679445bdc4f9f9a9c3f0,1746489600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746489600000.json,2025-05-05,,2025-05-05 22:46:00-07:00
1746509460000,0.0,0.0,0,0,1,198,56.5,87,29.91,30.007,0,0,124,6872400,America/Los_Angeles,True,56.5,52.68,184b25e1e4b0679445bdc4f9f9a9c3f0,1746489600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746489600000.json,2025-05-05,,2025-05-05 22:31:00-07:00
1746506760000,0.0,0.0,0,0,1,198,57.4,87,29.91,30.0069,0,0,124,6872400,America/Los_Angeles,True,57.4,53.56,184b25e1e4b0679445bdc4f9f9a9c3f0,1746489600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746489600000.json,2025-05-05,,2025-05-05 21:46:00-07:00
1746501360000,0.0,0.0,0,0,1,198,57.9,86,29.88,29.9767,0,0,124,6872400,America/Los_Angeles,True,57.9,53.74,184b25e1e4b0679445bdc4f9f9a9c3f0,1746489600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746489600000.json,2025-05-05,4.23,2025-05-05 20:16:00-07:00
1746498660000,0.0,0.0,0,0,1,198,58.1,84,29.86,29.9566,4,1920,124,6871500,America/Los_Angeles,True,58.1,53.29,184b25e1e4b0679445bdc4f9f9a9c3f0,1746489600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746489600000.json,2025-05-05,,2025-05-05 19:31:00-07:00
1746495060000,1.5659,2.4606,0,0,1,198,59.2,81,29.85,29.9463,20,9600,124,6831900,America/Los_Angeles,True,59.2,53.37,184b25e1e4b0679445bdc4f9f9a9c3f0,1746489600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746489600000.json,2025-05-05,,2025-05-05 18:31:00-07:00
1746490560000,2.2369,3.3554,0,0,1,198,60.8,78,29.84,29.936,64,26880,124,6684300,America/Los_Angeles,True,60.8,53.89,184b25e1e4b0679445bdc4f9f9a9c3f0,1746489600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746489600000.json,2025-05-05,4.25,2025-05-05 17:16:00-07:00
1746487860000,1.5659,2.908,0,0,1,198,60.6,78,29.84,29.936,58,27840,124,6516000,America/Los_Angeles,True,60.6,53.7,184b25e1e4b0679445bdc4f9f9a9c3f0,1746403200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746403200000.json,2025-05-05,,2025-05-05 16:31:00-07:00
1746447360000,0.0,0.0,0,0,1,175,50.4,91,29.78,29.8778,0,0,124,0,America/Los_Angeles,True,50.4,47.87,184b25e1e4b0679445bdc4f9f9a9c3f0,1746403200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746403200000.json,2025-05-05,4.18,2025-05-05 05:16:00-07:00
1746431160000,0.0,0.0,0,0,1,175,54.7,89,29.8,29.897,0,0,124,0,America/Los_Angeles,True,54.7,51.52,184b25e1e4b0679445bdc4f9f9a9c3f0,1746403200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746403200000.json,2025-05-05,,2025-05-05 00:46:00-07:00
1746430260000,0.0,0.0,0,0,1,175,54.5,88,29.79,29.887,0,0,124,0,America/Los_Angeles,True,54.5,51.02,184b25e1e4b0679445bdc4f9f9a9c3f0,1746403200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746403200000.json,2025-05-05,,2025-05-05 00:31:00-07:00
