dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,tz,historical,local_time
1748760600000,1.1185,5.145,0,0,1,138,58.1,95,4.27,29.94,30.0135,0,0,19063,17156700,58.1,56.67,2025-05-31,,,2025-05-31 23:50:00-07:00
1748759700000,0.6711,4.0265,0,0,1,138,57.9,95,,29.95,30.0236,0,0,19063,17156700,57.9,56.48,2025-05-31,,,2025-05-31 23:35:00-07:00
1748758800000,2.2369,5.816,0,0,1,156,58.1,95,,29.94,30.0135,0,0,19063,17156700,58.1,56.67,2025-05-31,,,2025-05-31 23:20:00-07:00
1748757900000,2.2369,6.2634,0,0,1,226,58.3,95,,29.91,29.9834,0,0,19063,17156700,58.3,56.87,2025-05-31,,,2025-05-31 23:05:00-07:00
1748757000000,3.5791,7.1582,0,0,1,242,58.5,95,4.29,29.91,29.9834,0,0,19063,17156700,58.5,57.07,2025-05-31,,,2025-05-31 22:50:00-07:00
1748756100000,2.4606,6.7108,0,0,1,280,58.6,94,,29.9,29.9733,0,0,19063,17156700,58.6,56.88,2025-05-31,,,2025-05-31 22:35:00-07:00
1748755200000,1.7895,4.6976,0,0,1,259,58.8,95,,29.91,29.9833,0,0,19063,17156700,58.8,57.37,2025-05-31,,,2025-05-31 22:20:00-07:00
1748754300000,1.1185,4.4739,0,0,1,216,58.6,94,,29.91,29.9834,0,0,19063,17156700,58.6,56.88,2025-05-31,,,2025-05-31 22:05:00-07:00
1748753400000,1.1185,4.2502,0,0,1,216,58.6,95,4.3,29.92,29.9934,0,0,19063,17156700,58.6,57.17,2025-05-31,,,2025-05-31 21:50:00-07:00
1748752500000,1.3422,3.5791,0,0,1,216,58.6,94,,29.92,29.9934,0,0,19063,17156700,58.6,56.88,2025-05-31,,,2025-05-31 21:35:00-07:00
1748751600000,0.0,1.5659,0,0,1,216,58.5,94,,29.92,29.9934,0,0,19063,17156700,58.5,56.78,2025-05-31,,,2025-05-31 21:20:00-07:00
1748750700000,0.2237,1.7895,0,0,1,219,58.5,94,,29.91,29.9834,0,0,19063,17156700,58.5,56.78,2025-05-31,,,2025-05-31 21:05:00-07:00
1748749800000,0.2237,3.1317,0,0,1,258,58.5,94,4.3,29.89,29.9633,0,0,19063,17156700,58.5,56.78,2025-05-31,,,2025-05-31 20:50:00-07:00
1748748900000,0.8948,4.0265,0,0,1,263,58.6,93,,29.89,29.9633,0,0,19063,17156700,58.6,56.58,2025-05-31,,,2025-05-31 20:35:00-07:00
1748748000000,2.2369,5.145,0,0,1,260,58.6,93,,29.89,29.9633,0,0,19063,17156700,58.6,56.58,2025-05-31,,,2025-05-31 20:20:00-07:00
1748747100000,2.4606,5.816,0,0,1,262,59.0,93,,29.89,29.9633,4,3600,19059,17156700,59.0,56.98,2025-05-31,,,2025-05-31 20:05:00-07:00
1748746200000,2.2369,5.5923,0,0,1,260,59.4,92,4.3,29.89,29.9632,9,8100,19050,17153100,59.4,57.07,2025-05-31,,,2025-05-31 19:50:00-07:00
1748745300000,2.6843,6.7108,0,0,1,240,59.4,92,,29.88,29.9532,7,6300,19043,17145000,59.4,57.07,2025-05-31,,,2025-05-31 19:35:00-07:00
1748744400000,2.6843,5.816,0,0,1,250,59.5,92,,29.89,29.9632,5,4500,19038,17138700,59.5,57.17,2025-05-31,,,2025-05-31 19:20:00-07:00
1748743500000,2.6843,5.816,0,0,1,230,59.7,91,,29.89,29.9632,5,4500,19033,17134200,59.7,57.07,2025-05-31,,,2025-05-31 19:05:00-07:00
1748742600000,1.3422,4.6976,0,0,1,168,59.7,91,4.31,29.9,29.9732,3,2700,19030,17129700,59.7,57.07,2025-05-31,,,2025-05-31 18:50:00-07:00
1748741700000,1.7895,5.3686,0,0,1,168,59.4,92,,29.91,29.9833,4,3600,19026,17127000,59.4,57.07,2025-05-31,,,2025-05-31 18:35:00-07:00
1748740800000,2.2369,7.1582,0,0,1,177,59.2,91,,29.92,29.9933,10,9000,19016,17123400,59.2,56.57,2025-05-31,,,2025-05-31 18:20:00-07:00
1748739900000,2.0132,5.3686,0,0,1,187,59.0,91,,29.91,29.9833,18,16200,18998,17114400,59.0,56.37,2025-05-31,,,2025-05-31 18:05:00-07:00
1748739000000,4.0265,7.3819,0,0,1,196,59.5,90,4.35,29.9,29.9732,45,40500,18953,17098200,59.5,56.56,2025-05-31,,,2025-05-31 17:50:00-07:00
1748738100000,4.6976,6.7108,0,0,1,214,61.0,86,,29.89,29.963,126,113400,18827,17057700,61.0,56.78,2025-05-31,,,2025-05-31 17:35:00-07:00
1748737200000,4.2502,7.8293,0,0,1,244,63.3,82,,29.89,29.9627,402,361800,18425,16944300,63.3,57.71,2025-05-31,,,2025-05-31 17:20:00-07:00
