dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,batt1volts,local_time
1755739020000,1.1185,2.908,0,0,1,205,74.5,70,64.06,74.94,29.85,29.9436,18,3240,0,16200,2025-04-26T15:31:00.000Z,2025-08-20,,,,2025-08-20 18:17:00-07:00
1755738120000,0.8948,2.2369,0,0,1,205,73.8,73,64.59,74.31,29.85,29.9437,22,3960,9259,8415000,,2025-08-20,America/Los_Angeles,True,,2025-08-20 18:02:00-07:00
1755737220000,1.3422,2.6843,0,0,1,205,72.9,75,64.5,73.42,29.85,29.9438,25,4500,9259,8395200,,2025-08-20,America/Los_Angeles,True,4.36,2025-08-20 17:47:00-07:00
1755736320000,1.5659,3.3554,0,0,1,205,72.3,77,64.67,72.85,29.85,29.9439,30,5400,9259,8372700,,2025-08-20,America/Los_Angeles,True,,2025-08-20 17:32:00-07:00
1755735420000,2.2369,3.8028,0,0,1,205,72.1,78,64.85,72.68,29.85,29.944,32,5760,9224,8345700,,2025-08-20,America/Los_Angeles,True,,2025-08-20 17:17:00-07:00
1755734520000,2.4606,3.3554,0,0,1,205,72.7,77,65.06,73.29,29.86,29.9539,35,6300,9128,8316900,,2025-08-20,America/Los_Angeles,True,,2025-08-20 17:02:00-07:00
1755733620000,2.2369,4.0265,0,0,1,205,73.2,77,65.54,73.84,29.86,29.9538,38,6840,9030,8285400,,2025-08-20,America/Los_Angeles,True,4.37,2025-08-20 16:47:00-07:00
1755732720000,2.4606,3.5791,0,0,1,205,74.3,75,65.85,74.96,29.87,29.9637,58,10440,8968,8251200,,2025-08-20,America/Los_Angeles,True,,2025-08-20 16:32:00-07:00
1755731820000,2.2369,4.2502,0,0,1,205,75.6,69,64.7,76.1,29.87,29.9634,49,8820,8968,8199000,,2025-08-20,America/Los_Angeles,True,,2025-08-20 16:17:00-07:00
1755730920000,2.2369,4.2502,0,0,1,205,76.6,60,61.66,76.78,29.88,29.9733,49,8820,8968,8154900,,2025-08-20,America/Los_Angeles,True,,2025-08-20 16:02:00-07:00
1755730020000,2.4606,3.5791,0,0,1,205,77.2,58,61.26,77.35,29.88,29.9732,62,11160,7715,8110800,,2025-08-20,America/Los_Angeles,True,4.41,2025-08-20 15:47:00-07:00
1755729120000,1.7895,3.5791,0,0,1,205,76.6,61,62.13,76.83,29.89,29.9833,63,11340,7182,8055000,,2025-08-20,America/Los_Angeles,True,,2025-08-20 15:32:00-07:00
1755728220000,2.0132,4.4739,0,0,1,205,75.7,65,63.08,76.03,29.9,29.9935,455,81900,7182,7998300,,2025-08-20,America/Los_Angeles,True,,2025-08-20 15:17:00-07:00
1755727320000,2.2369,4.4739,0,0,1,205,74.8,67,63.09,75.13,29.91,30.0037,735,132300,7064,7588800,,2025-08-20,America/Los_Angeles,True,,2025-08-20 15:02:00-07:00
1755726420000,2.0132,4.6976,0,0,1,205,74.3,71,64.27,74.77,29.92,30.0138,533,95940,7064,6927300,,2025-08-20,America/Los_Angeles,True,4.57,2025-08-20 14:47:00-07:00
1755725520000,2.4606,4.4739,0,0,1,205,74.1,73,64.88,74.64,29.93,30.0239,58,10440,7064,6447600,,2025-08-20,America/Los_Angeles,True,,2025-08-20 14:32:00-07:00
1755724620000,2.6843,4.9213,0,0,1,205,74.3,75,65.85,74.96,29.93,30.0238,60,10800,7064,6395400,,2025-08-20,America/Los_Angeles,True,,2025-08-20 14:17:00-07:00
1755723720000,2.2369,4.4739,0,0,1,205,74.7,75,66.23,75.39,29.93,30.0238,90,16200,6757,6341400,,2025-08-20,America/Los_Angeles,True,,2025-08-20 14:02:00-07:00
1755722820000,2.6843,5.145,0,0,1,205,75.0,75,66.52,75.73,29.94,30.0338,87,15660,6449,6260400,,2025-08-20,America/Los_Angeles,True,4.39,2025-08-20 13:47:00-07:00
1755721920000,2.6843,4.9213,0,0,1,205,75.0,75,66.52,75.73,29.94,30.0338,63,11340,6449,6182100,,2025-08-20,America/Los_Angeles,True,,2025-08-20 13:32:00-07:00
