dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,tz,historical,local_time
1781160720000,0.0,0.0,0,0,1,321,60.1,93,4.28,58.07,29.81,29.906,0,0,16383,14744700,60.1,2026-06-06T12:07:00.000Z,2026-06-10,,,2026-06-10 23:52:00-07:00
1781159820000,0.0,0.0,0,0,1,321,60.1,93,,58.07,29.81,29.906,0,0,16383,14744700,60.1,2026-06-06T12:07:00.000Z,2026-06-10,,,2026-06-10 23:37:00-07:00
1781158920000,0.0,0.0,0,0,1,321,60.1,92,,57.77,29.81,29.906,0,0,16383,14744700,60.1,2026-06-06T12:07:00.000Z,2026-06-10,,,2026-06-10 23:22:00-07:00
1781158020000,0.0,0.0,0,0,1,321,60.1,92,,57.77,29.81,29.906,0,0,16383,14744700,60.1,2026-06-06T12:07:00.000Z,2026-06-10,,,2026-06-10 23:07:00-07:00
1781157120000,0.0,0.0,0,0,1,321,60.1,91,4.31,57.46,29.8,29.896,0,0,16383,14744700,60.1,2026-06-06T12:07:00.000Z,2026-06-10,,,2026-06-10 22:52:00-07:00
1781156220000,0.0,0.0,0,0,1,321,60.4,91,,57.76,29.8,29.8959,0,0,16383,14744700,60.4,2026-06-06T12:07:00.000Z,2026-06-10,,,2026-06-10 22:37:00-07:00
1781155320000,0.0,0.0,0,0,1,321,60.4,91,,57.76,29.8,29.8959,0,0,16383,14744700,60.4,2026-06-06T12:07:00.000Z,2026-06-10,,,2026-06-10 22:22:00-07:00
1781154420000,0.0,0.0,0,0,1,321,60.6,91,,57.96,29.8,29.8959,0,0,16383,14744700,60.6,2026-06-06T12:07:00.000Z,2026-06-10,,,2026-06-10 22:07:00-07:00
1781153520000,0.0,0.0,0,0,1,321,60.8,90,4.31,57.85,29.79,29.8858,0,0,16383,14744700,60.8,2026-06-06T12:07:00.000Z,2026-06-10,,,2026-06-10 21:52:00-07:00
1781152620000,0.0,0.0,0,0,1,321,61.2,90,,58.24,29.79,29.8858,0,0,16383,14744700,61.2,2026-06-06T12:07:00.000Z,2026-06-10,,,2026-06-10 21:37:00-07:00
1781151720000,0.0,0.0,0,0,1,321,61.3,90,,58.34,29.79,29.8857,0,0,16383,14744700,61.3,2026-06-06T12:07:00.000Z,2026-06-10,,,2026-06-10 21:22:00-07:00
1781150820000,0.0,0.0,0,0,1,321,61.7,90,,58.73,29.78,29.8756,0,0,16383,14744700,61.7,2026-06-06T12:07:00.000Z,2026-06-10,,,2026-06-10 21:07:00-07:00
1781149920000,0.0,0.0,0,0,1,321,62.1,90,4.32,59.13,29.78,29.8756,0,0,16383,14744700,62.1,2026-06-06T12:07:00.000Z,2026-06-10,,,2026-06-10 20:52:00-07:00
1781149020000,0.0,0.0,0,0,1,321,62.4,90,,59.43,29.78,29.8755,0,0,16383,14744700,62.4,,2026-06-10,America/Los_Angeles,True,2026-06-10 20:37:00-07:00
1781148120000,0.0,0.0,0,0,1,318,62.8,89,,59.51,29.78,29.8754,0,0,16383,14744700,62.8,2026-06-06T12:07:00.000Z,2026-06-10,,,2026-06-10 20:22:00-07:00
1781147220000,0.2237,1.5659,0,0,1,203,63.1,89,,59.8,29.78,29.8754,2,1800,16381,14744700,63.1,2026-06-06T12:07:00.000Z,2026-06-10,,,2026-06-10 20:07:00-07:00
