dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,tz,historical,local_time
1747637160000,0.0,0.0,0,0,1,199,54.1,87,4.27,29.95,30.0476,0,0,8832,7948800,54.1,50.32,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 23:46:00-07:00
1747636260000,0.0,0.0,0,0,1,199,54.7,88,,29.95,30.0475,0,0,8832,7948800,54.7,51.22,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 23:31:00-07:00
1747635360000,0.0,0.0,0,0,1,199,55.0,89,,29.95,30.0474,0,0,8832,7948800,55.0,51.82,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 23:16:00-07:00
1747634460000,0.0,1.5659,0,0,1,199,55.2,89,,29.96,30.0574,0,0,8832,7948800,55.2,52.01,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 23:01:00-07:00
1747633560000,0.0,0.0,0,0,1,199,55.4,88,4.27,29.96,30.0574,0,0,8832,7948800,55.4,51.9,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 22:46:00-07:00
1747632660000,0.0,0.0,0,0,1,199,55.4,87,,29.96,30.0574,0,0,8832,7948800,55.4,51.59,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 22:31:00-07:00
1747631760000,0.0,0.0,0,0,1,199,55.8,86,,29.96,30.0573,0,0,8832,7948800,55.8,51.67,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 22:16:00-07:00
1747630860000,0.0,0.0,0,0,1,199,55.9,84,,29.95,30.0473,0,0,8832,7948800,55.9,51.14,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 22:01:00-07:00
1747629960000,0.0,0.0,0,0,1,199,56.1,83,4.28,29.94,30.0372,0,0,8832,7948800,56.1,51.01,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 21:46:00-07:00
1747629060000,0.0,0.0,0,0,1,199,56.8,83,,29.94,30.0371,0,0,8832,7948800,56.8,51.69,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 21:31:00-07:00
1747628160000,0.0,0.0,0,0,1,199,57.6,83,,29.94,30.0369,0,0,8832,7948800,57.6,52.47,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 21:16:00-07:00
1747627260000,0.0,0.0,0,0,1,199,58.1,84,,29.93,30.0268,0,0,8832,7948800,58.1,53.29,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 21:01:00-07:00
1747626360000,0.0,1.5659,0,0,1,199,58.6,83,4.28,29.93,30.0267,0,0,8832,7948800,58.6,53.45,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 20:46:00-07:00
1747625460000,0.0,0.0,0,0,1,199,59.0,83,,29.92,30.0166,0,0,8832,7948800,59.0,53.84,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 20:31:00-07:00
1747624560000,0.2237,1.5659,0,0,1,199,59.5,82,,29.92,30.0165,0,0,8832,7948800,59.5,54.0,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 20:16:00-07:00
1747623660000,0.0,1.5659,0,0,1,199,60.3,79,,29.91,30.0063,0,0,8832,7948800,60.3,53.76,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 20:01:00-07:00
1747622760000,0.0,1.3422,0,0,1,199,61.0,76,4.29,29.91,30.0062,3,1260,8829,7948800,61.0,53.38,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 19:46:00-07:00
1747621860000,0.0,1.5659,0,0,1,199,61.9,74,,29.91,30.006,6,2880,8823,7946100,61.9,53.52,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 19:31:00-07:00
1747620960000,0.2237,1.5659,0,0,1,199,62.2,74,,29.91,30.006,9,3780,8814,7940700,62.2,53.81,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 19:16:00-07:00
1747620060000,0.0,1.3422,0,0,1,199,61.9,77,,29.9,29.996,13,6240,8801,7932600,61.9,54.61,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 19:01:00-07:00
1747619160000,0.8948,2.4606,0,0,1,199,61.7,78,4.29,29.9,29.996,19,7980,8782,7920900,61.7,54.77,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 18:46:00-07:00
1747618260000,1.1185,2.2369,0,0,1,199,61.5,78,,29.9,29.9961,21,10080,8761,7903800,61.5,54.57,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 18:31:00-07:00
1747617360000,1.5659,2.908,0,0,1,199,61.7,77,,29.9,29.996,25,10500,8736,7884900,61.7,54.41,2025-04-26T15:31:00.000Z,2025-05-18,,,2025-05-18 18:16:00-07:00
