dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,feelsLike,dewPoint,passkey,time,loc,date,batt1volts,local_time
1746686760000,0.0,0.0,0,0,1,212,54.9,91,30.05,30.1478,0,0,124,7312500,America/Los_Angeles,True,54.9,52.32,184b25e1e4b0679445bdc4f9f9a9c3f0,1746662400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746662400000.json,2025-05-07,,2025-05-07 23:46:00-07:00
1746685860000,0.0,0.0,0,0,1,212,55.0,90,30.05,30.1478,0,0,124,7312500,America/Los_Angeles,True,55.0,52.12,184b25e1e4b0679445bdc4f9f9a9c3f0,1746662400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746662400000.json,2025-05-07,,2025-05-07 23:31:00-07:00
1746684960000,0.0,0.0,0,0,1,212,55.8,90,30.05,30.1476,0,0,124,7312500,America/Los_Angeles,True,55.8,52.91,184b25e1e4b0679445bdc4f9f9a9c3f0,1746662400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746662400000.json,2025-05-07,4.2,2025-05-07 23:16:00-07:00
1746684060000,0.0,0.0,0,0,1,212,56.1,89,30.05,30.1476,0,0,124,7312500,America/Los_Angeles,True,56.1,52.9,184b25e1e4b0679445bdc4f9f9a9c3f0,1746662400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746662400000.json,2025-05-07,,2025-05-07 23:01:00-07:00
1746683160000,0.0,0.0,0,0,1,212,56.5,89,30.05,30.1475,0,0,124,7312500,America/Los_Angeles,True,56.5,53.3,184b25e1e4b0679445bdc4f9f9a9c3f0,1746662400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746662400000.json,2025-05-07,,2025-05-07 22:46:00-07:00
1746682260000,0.0,1.3422,0,0,1,212,56.8,89,30.05,30.1474,0,0,124,7312500,America/Los_Angeles,True,56.8,53.59,184b25e1e4b0679445bdc4f9f9a9c3f0,1746662400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746662400000.json,2025-05-07,,2025-05-07 22:31:00-07:00
1746681360000,0.4474,1.5659,0,0,1,212,56.8,89,30.04,30.1374,0,0,124,7312500,America/Los_Angeles,True,56.8,53.59,184b25e1e4b0679445bdc4f9f9a9c3f0,1746662400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746662400000.json,2025-05-07,4.2,2025-05-07 22:16:00-07:00
1746680460000,0.6711,1.5659,0,0,1,212,57.0,89,30.04,30.1373,0,0,124,7312500,America/Los_Angeles,True,57.0,53.79,184b25e1e4b0679445bdc4f9f9a9c3f0,1746662400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746662400000.json,2025-05-07,,2025-05-07 22:01:00-07:00
1746679560000,0.2237,1.5659,0,0,1,212,57.0,89,30.04,30.1373,0,0,124,7312500,America/Los_Angeles,True,57.0,53.79,184b25e1e4b0679445bdc4f9f9a9c3f0,1746662400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746662400000.json,2025-05-07,,2025-05-07 21:46:00-07:00
1746678660000,0.0,0.0,0,0,1,212,57.0,89,30.03,30.1273,0,0,124,7312500,America/Los_Angeles,True,57.0,53.79,184b25e1e4b0679445bdc4f9f9a9c3f0,1746662400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746662400000.json,2025-05-07,,2025-05-07 21:31:00-07:00
1746677760000,0.0,1.3422,0,0,1,212,57.0,89,30.03,30.1273,0,0,124,7312500,America/Los_Angeles,True,57.0,53.79,184b25e1e4b0679445bdc4f9f9a9c3f0,1746662400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746662400000.json,2025-05-07,4.21,2025-05-07 21:16:00-07:00
1746676860000,0.6711,1.7895,0,0,1,212,56.8,89,30.03,30.1274,0,0,124,7312500,America/Los_Angeles,True,56.8,53.59,184b25e1e4b0679445bdc4f9f9a9c3f0,1746662400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746662400000.json,2025-05-07,,2025-05-07 21:01:00-07:00
