dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,batt1volts,tz,historical,local_time
1783666320000,0.0,0.0,0,0,1,214,61.7,93,59.65,29.86,29.9559,0,0,16087,14478300,61.7,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 23:52:00-07:00
1783665420000,0.0,0.0,0,0,1,214,61.9,92,59.55,29.86,29.9559,0,0,16087,14478300,61.9,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 23:37:00-07:00
1783664520000,0.0,0.0,0,0,1,214,61.9,92,59.55,29.86,29.9559,0,0,16087,14478300,61.9,2026-06-12T17:37:00.000Z,2026-07-09,4.3,,,2026-07-09 23:22:00-07:00
1783663620000,0.0,0.0,0,0,1,214,62.1,91,59.44,29.86,29.9558,0,0,16087,14478300,62.1,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 23:07:00-07:00
1783662720000,0.0,0.0,0,0,1,214,62.1,91,59.44,29.86,29.9558,0,0,16087,14478300,62.1,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 22:52:00-07:00
1783661820000,0.0,0.0,0,0,1,214,62.2,90,59.23,29.85,29.9458,0,0,16087,14478300,62.2,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 22:37:00-07:00
1783660920000,0.0,0.0,0,0,1,214,62.4,90,59.43,29.85,29.9457,0,0,16087,14478300,62.4,2026-06-12T17:37:00.000Z,2026-07-09,4.31,,,2026-07-09 22:22:00-07:00
1783660020000,0.0,1.3422,0,0,1,214,62.4,89,59.11,29.85,29.9457,0,0,16087,14478300,62.4,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 22:07:00-07:00
1783659120000,0.0,0.0,0,0,1,214,62.4,88,58.8,29.85,29.9457,0,0,16087,14478300,62.4,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 21:52:00-07:00
1783658220000,0.0,0.0,0,0,1,214,62.8,87,58.87,29.84,29.9356,0,0,16087,14478300,62.8,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 21:37:00-07:00
1783657320000,0.0,0.0,0,0,1,214,63.1,87,59.16,29.84,29.9356,0,0,16087,14478300,63.1,2026-06-12T17:37:00.000Z,2026-07-09,4.31,,,2026-07-09 21:22:00-07:00
1783656420000,0.0,0.0,0,0,1,214,63.5,86,59.23,29.84,29.9355,0,0,16087,14478300,63.5,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 21:07:00-07:00
1783655520000,0.0,0.0,0,0,1,214,63.9,85,59.3,29.84,29.9354,0,0,16087,14478300,63.9,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 20:52:00-07:00
1783654620000,0.0,0.0,0,0,1,214,64.0,85,59.4,29.84,29.9354,0,0,16087,14478300,64.0,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 20:37:00-07:00
1783653720000,0.0,0.0,0,0,1,214,64.2,84,59.26,29.84,29.9354,0,0,16087,14478300,64.2,2026-06-12T17:37:00.000Z,2026-07-09,4.31,,,2026-07-09 20:22:00-07:00
1783652820000,0.0,0.0,0,0,1,214,64.9,83,59.61,29.84,29.9352,2,1800,16085,14478300,64.9,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 20:07:00-07:00
1783651920000,0.0,0.0,0,0,1,214,65.3,82,59.66,29.83,29.9251,6,5400,16079,14476500,65.3,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 19:52:00-07:00
1783651020000,0.0,0.0,0,0,1,214,65.7,82,60.05,29.83,29.9251,10,9000,16069,14471100,65.7,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 19:37:00-07:00
1783650120000,0.0,0.0,0,0,1,214,65.8,81,59.8,29.84,29.9351,14,12600,16055,14462100,65.8,2026-06-12T17:37:00.000Z,2026-07-09,4.32,,,2026-07-09 19:22:00-07:00
1783649220000,0.0,1.1185,0,0,1,214,66.6,79,59.88,29.83,29.9249,19,17100,16036,14449500,66.6,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 19:07:00-07:00
1783648320000,0.0,1.1185,0,0,1,214,67.1,78,60.0,29.83,29.9248,58,52200,15978,14432400,67.1,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 18:52:00-07:00
1783647420000,0.0,1.3422,0,0,1,214,67.3,77,59.83,29.83,29.9248,28,25200,15950,14380200,67.3,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 18:37:00-07:00
1783646520000,0.4474,2.0132,0,0,1,214,67.6,76,59.76,29.83,29.9247,35,31500,15915,14355000,67.6,2026-06-12T17:37:00.000Z,2026-07-09,4.33,,,2026-07-09 18:22:00-07:00
1783645620000,1.5659,3.1317,0,0,1,214,66.9,80,60.52,29.84,29.9349,43,38700,15872,14323500,66.9,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 18:07:00-07:00
1783644720000,2.0132,3.5791,0,0,1,214,66.6,81,60.58,29.84,29.9349,52,46800,15820,14284800,66.6,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 17:52:00-07:00
1783643820000,2.2369,3.1317,0,0,1,214,66.2,81,60.19,29.84,29.935,47,42300,15773,14238000,66.2,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 17:37:00-07:00
1783642920000,2.6843,3.8028,0,0,1,214,66.0,81,60.0,29.84,29.935,47,42300,15726,14195700,66.0,2026-06-12T17:37:00.000Z,2026-07-09,4.34,,,2026-07-09 17:22:00-07:00
1783642020000,2.4606,3.8028,0,0,1,214,66.4,80,60.04,29.85,29.945,50,45000,15676,14153400,66.4,2026-06-12T17:37:00.000Z,2026-07-09,,,,2026-07-09 17:07:00-07:00
