dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,local_time
1749624360000,0.0,0.0,0,0,1,227,59.7,91,4.16,57.07,59.7,29.94,30.0365,0,0,4423,3980700,2025-04-26T15:31:00.000Z,2025-06-10,,,2025-06-10 23:46:00-07:00
1749623460000,0.0,0.0,0,0,1,227,60.3,91,,57.66,60.3,29.93,30.0264,0,0,4423,3980700,2025-04-26T15:31:00.000Z,2025-06-10,,,2025-06-10 23:31:00-07:00
1749622560000,0.0,0.0,0,0,1,227,60.8,91,,58.15,60.8,29.93,30.0263,0,0,4423,3980700,2025-04-26T15:31:00.000Z,2025-06-10,,,2025-06-10 23:16:00-07:00
1749621660000,0.0,0.0,0,0,1,227,61.0,91,,58.35,61.0,29.93,30.0262,0,0,4423,3980700,2025-04-26T15:31:00.000Z,2025-06-10,,,2025-06-10 23:01:00-07:00
1749620760000,0.0,0.0,0,0,1,227,61.0,91,4.16,58.35,61.0,29.93,30.0262,0,0,4423,3980700,2025-04-26T15:31:00.000Z,2025-06-10,,,2025-06-10 22:46:00-07:00
1749619860000,0.0,0.0,0,0,1,227,61.2,90,,58.24,61.2,29.93,30.0262,0,0,4423,3980700,2025-04-26T15:31:00.000Z,2025-06-10,,,2025-06-10 22:31:00-07:00
1749618960000,0.0,0.0,0,0,1,227,61.3,90,,58.34,61.3,29.93,30.0262,0,0,4423,3980700,2025-04-26T15:31:00.000Z,2025-06-10,,,2025-06-10 22:16:00-07:00
1749618060000,0.0,0.8948,0,0,1,227,61.3,90,,58.34,61.3,29.92,30.0162,0,0,4423,3980700,2025-04-26T15:31:00.000Z,2025-06-10,,,2025-06-10 22:01:00-07:00
1749617160000,0.0,0.0,0,0,1,227,61.3,90,4.16,58.34,61.3,29.92,30.0162,0,0,4423,3980700,2025-04-26T15:31:00.000Z,2025-06-10,,,2025-06-10 21:46:00-07:00
1749616260000,0.0,0.0,0,0,1,227,61.5,89,,58.22,61.5,29.91,30.0061,0,0,4423,3980700,2025-04-26T15:31:00.000Z,2025-06-10,,,2025-06-10 21:31:00-07:00
