dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,date,batt1volts,lastRain,local_time
1767858600000,3.3554,8.053,0,0,1,356,52.5,81,46.84,52.5,30.03,30.1282,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 23:50:00-08:00
1767857700000,0.6711,5.3686,0,0,1,355,52.0,83,47.0,52.0,30.03,30.1283,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 23:35:00-08:00
1767856800000,0.0,3.3554,0,0,1,355,51.8,84,47.12,51.8,30.03,30.1283,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 23:20:00-08:00
1767855900000,0.8948,2.6843,0,0,1,355,52.2,83,47.19,52.2,30.03,30.1282,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,4.15,,2026-01-07 23:05:00-08:00
1767855000000,0.0,1.5659,0,0,1,355,52.9,81,47.23,52.9,30.03,30.1281,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 22:50:00-08:00
1767854100000,0.0,2.6843,0,0,1,355,52.9,81,47.23,52.9,30.03,30.1281,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 22:35:00-08:00
1767853200000,0.0,0.0,0,0,1,355,52.7,81,47.03,52.7,30.03,30.1281,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 22:20:00-08:00
1767852300000,0.0,1.1185,0,0,1,355,52.3,82,46.97,52.3,30.02,30.1182,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,4.15,,2026-01-07 22:05:00-08:00
1767851400000,0.0,2.0132,0,0,1,355,52.3,83,47.29,52.3,30.01,30.1081,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 21:50:00-08:00
1767850500000,0.0,2.908,0,0,1,355,52.7,83,47.68,52.7,30.01,30.1081,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 21:35:00-08:00
1767849600000,0.0,1.3422,0,0,1,355,53.1,82,47.75,53.1,30.01,30.108,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 21:20:00-08:00
1767848700000,0.2237,3.1317,0,0,1,355,54.0,79,47.64,54.0,30.01,30.1078,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,4.16,,2026-01-07 21:05:00-08:00
1767847800000,0.0,0.0,0,0,1,355,54.9,77,47.83,54.9,30.01,30.1076,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 20:50:00-08:00
1767846900000,0.0,0.0,0,0,1,355,56.1,74,47.93,56.1,30.0,30.0974,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 20:35:00-08:00
1767846000000,0.6711,3.3554,0,0,1,355,57.6,71,48.27,57.6,29.99,30.0871,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 20:20:00-08:00
1767845100000,2.2369,5.145,0,0,1,355,57.7,70,47.98,57.7,29.99,30.0871,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,4.16,,2026-01-07 20:05:00-08:00
1767844200000,3.1317,7.6056,0,0,1,353,57.0,73,48.43,57.0,29.99,30.0872,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 19:50:00-08:00
1767843300000,1.5659,4.2502,0,0,1,351,56.3,75,48.48,56.3,29.99,30.0873,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 19:35:00-08:00
1767842400000,0.0,3.1317,0,0,1,351,56.8,74,48.6,56.8,29.98,30.0772,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 19:20:00-08:00
1767841500000,1.5659,4.6976,0,0,1,351,57.9,71,48.55,57.9,29.98,30.077,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,4.17,,2026-01-07 19:05:00-08:00
1767840600000,1.3422,5.145,0,0,1,351,58.8,69,48.65,58.8,29.97,30.0668,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 18:50:00-08:00
1767839700000,1.5659,4.4739,0,0,1,351,59.2,68,48.64,59.2,29.97,30.0667,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 18:35:00-08:00
1767838800000,2.4606,4.0265,0,0,1,351,59.7,69,49.51,59.7,29.96,30.0566,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 18:20:00-08:00
1767837900000,3.3554,6.0397,0,0,1,351,60.1,68,49.5,60.1,29.96,30.0565,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,4.17,,2026-01-07 18:05:00-08:00
1767837000000,2.908,6.4871,0,0,1,340,60.3,68,49.69,60.3,29.95,30.0464,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 17:50:00-08:00
1767836100000,2.0132,4.2502,0,0,1,333,60.3,69,50.08,60.3,29.94,30.0364,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 17:35:00-08:00
1767835200000,0.2237,2.4606,0,0,1,333,61.2,69,50.94,61.2,29.94,30.0362,0,0,179,3590100,America/Los_Angeles,True,2026-01-07,,,2026-01-07 17:20:00-08:00
1767834300000,0.4474,2.6843,0,0,1,333,62.2,67,51.1,62.2,29.93,30.026,1,180,179,3590100,America/Los_Angeles,True,2026-01-07,4.17,,2026-01-07 17:05:00-08:00
1767833400000,0.4474,3.1317,0,0,1,333,63.0,62,49.77,63.0,29.93,30.0259,5,900,179,3589200,America/Los_Angeles,True,2026-01-07,,,2026-01-07 16:50:00-08:00
1767832500000,1.5659,5.3686,0,0,1,333,63.9,58,48.83,63.9,29.92,30.0157,9,1620,179,3584700,America/Los_Angeles,True,2026-01-07,,,2026-01-07 16:35:00-08:00
1767831600000,1.3422,3.3554,0,0,1,333,64.8,50,45.72,64.8,29.92,30.0155,13,2340,179,3576600,America/Los_Angeles,True,2026-01-07,,,2026-01-07 16:20:00-08:00
1767830700000,2.6843,9.6188,0,0,1,355,65.1,49,45.46,65.1,29.92,30.0155,33,5940,179,3564900,America/Los_Angeles,True,2026-01-07,4.17,,2026-01-07 16:05:00-08:00
1767829800000,1.7895,8.2767,0,0,1,338,65.1,51,46.52,65.1,29.91,30.0054,20,3600,179,3535200,America/Los_Angeles,True,2026-01-07,,,2026-01-07 15:50:00-08:00
