dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,tz,historical,local_time
1747464600000,0.0,2.6843,0,0,1,283,54.5,86,4.29,29.92,29.994,0,0,18367,16530300,54.5,50.4,2025-05-16,,,2025-05-16 23:50:00-07:00
1747463700000,0.0,2.2369,0,0,1,277,54.5,86,,29.92,29.994,0,0,18367,16530300,54.5,50.4,2025-05-16,,,2025-05-16 23:35:00-07:00
1747462800000,0.0,0.0,0,0,1,277,54.7,86,,29.92,29.9939,0,0,18367,16530300,54.7,50.59,2025-05-16,,,2025-05-16 23:20:00-07:00
1747461900000,0.0,0.0,0,0,1,277,54.3,86,,29.93,30.004,0,0,18367,16530300,54.3,50.2,2025-05-16,,,2025-05-16 23:05:00-07:00
1747461000000,0.0,1.5659,0,0,1,277,54.7,85,4.3,29.93,30.004,0,0,18367,16530300,54.7,50.28,2025-05-16,,,2025-05-16 22:50:00-07:00
1747460100000,0.0,0.0,0,0,1,277,54.9,86,,29.92,29.9939,0,0,18367,16530300,54.9,50.79,2025-05-16,,,2025-05-16 22:35:00-07:00
1747459200000,0.0,0.0,0,0,1,277,54.9,85,,29.92,29.9939,0,0,18367,16530300,54.9,50.47,2025-05-16,,,2025-05-16 22:20:00-07:00
1747458300000,0.0,0.0,0,0,1,277,54.9,85,,29.91,29.9839,0,0,18367,16530300,54.9,50.47,2025-05-16,,,2025-05-16 22:05:00-07:00
1747457400000,0.0,1.1185,0,0,1,277,55.0,85,4.28,29.91,29.9839,0,0,18367,16530300,55.0,50.57,2025-05-16,America/Los_Angeles,True,2025-05-16 21:50:00-07:00
1747456500000,0.0,0.0,0,0,1,277,54.9,86,,29.9,29.9739,0,0,18367,16530300,54.9,50.79,2025-05-16,America/Los_Angeles,True,2025-05-16 21:35:00-07:00
1747455600000,0.0,0.0,0,0,1,277,55.0,86,,29.9,29.9739,0,0,18367,16530300,55.0,50.89,2025-05-16,,,2025-05-16 21:20:00-07:00
1747454700000,0.0,0.0,0,0,1,277,55.2,87,4.31,29.89,29.9638,0,0,18367,16530300,55.2,51.4,2025-05-16,,,2025-05-16 21:05:00-07:00
1747453800000,0.0,0.0,0,0,1,277,55.2,87,,29.89,29.9638,0,0,18367,16530300,55.2,51.4,2025-05-16,,,2025-05-16 20:50:00-07:00
1747452900000,0.0,0.0,0,0,1,277,55.4,87,,29.89,29.9638,0,0,18367,16530300,55.4,51.59,2025-05-16,,,2025-05-16 20:35:00-07:00
1747452000000,0.0,0.0,0,0,1,277,55.6,86,,29.89,29.9637,0,0,18367,16530300,55.6,51.48,2025-05-16,,,2025-05-16 20:20:00-07:00
1747451100000,0.0,0.0,0,0,1,277,56.1,86,4.31,29.89,29.9637,2,1800,18365,16530300,56.1,51.97,2025-05-16,,,2025-05-16 20:05:00-07:00
1747450200000,1.7895,3.5791,0,0,1,277,56.7,85,,29.89,29.9636,13,11700,18352,16528500,56.7,52.24,2025-05-16,,,2025-05-16 19:50:00-07:00
1747449300000,2.6843,5.3686,0,0,1,277,57.7,83,,29.89,29.9634,30,27000,18322,16516800,57.7,52.57,2025-05-16,,,2025-05-16 19:35:00-07:00
1747448400000,2.908,6.7108,0,0,1,276,58.5,81,,29.88,29.9533,62,55800,18260,16489800,58.5,52.69,2025-05-16,,,2025-05-16 19:20:00-07:00
1747447500000,4.0265,8.5004,0,0,1,268,59.2,80,4.34,29.88,29.9532,108,97200,18152,16434000,59.2,53.03,2025-05-16,,,2025-05-16 19:05:00-07:00
1747446600000,4.6976,8.7241,0,0,1,251,60.1,78,,29.88,29.9531,158,142200,17994,16336800,60.1,53.21,2025-05-16,,,2025-05-16 18:50:00-07:00
1747445700000,4.2502,7.8293,0,0,1,249,60.4,78,,29.88,29.953,202,181800,17792,16194600,60.4,53.51,2025-05-16,,,2025-05-16 18:35:00-07:00
1747444800000,5.145,8.053,0,0,1,243,60.8,77,,29.88,29.953,251,225900,17541,16012800,60.8,53.54,2025-05-16,,,2025-05-16 18:20:00-07:00
1747443900000,4.4739,8.2767,0,0,1,262,62.2,74,4.38,29.88,29.9528,319,287100,17222,15786900,62.2,53.81,2025-05-16,,,2025-05-16 18:05:00-07:00
1747443000000,5.3686,10.0662,0,0,1,272,61.7,75,,29.89,29.9629,425,382500,16797,15499800,61.7,53.69,2025-05-16,,,2025-05-16 17:50:00-07:00
1747442100000,4.6976,10.5136,0,0,1,274,60.1,79,,29.9,29.9731,321,288900,16476,15117300,60.1,53.56,2025-05-16,,,2025-05-16 17:35:00-07:00
1747441200000,5.3686,12.0795,0,0,1,278,59.2,80,,29.91,29.9833,203,182700,16273,14828400,59.2,53.03,2025-05-16,,,2025-05-16 17:20:00-07:00
1747440300000,5.5923,10.2899,0,0,1,277,59.4,79,4.38,29.91,29.9833,179,161100,16094,14645700,59.4,52.88,2025-05-16,,,2025-05-16 17:05:00-07:00
1747439400000,5.816,11.8558,0,0,1,275,60.1,79,,29.91,29.9832,217,195300,15877,14484600,60.1,53.56,2025-05-16,,,2025-05-16 16:50:00-07:00
1747438500000,6.9345,13.6453,0,0,1,272,59.9,79,,29.91,29.9832,341,306900,15536,14289300,59.9,53.37,2025-05-16,,,2025-05-16 16:35:00-07:00
1747437600000,6.9345,13.4216,0,0,1,283,59.4,79,,29.92,29.9933,249,224100,15287,13982400,59.4,52.88,2025-05-16,,,2025-05-16 16:20:00-07:00
1747436700000,7.8293,13.6453,0,0,1,278,60.3,79,4.39,29.91,29.9831,380,342000,14907,13758300,60.3,53.76,2025-05-16,,,2025-05-16 16:05:00-07:00
1747435800000,7.1582,13.1979,0,0,1,278,59.9,79,,29.91,29.9832,354,318600,14553,13416300,59.9,53.37,2025-05-16,,,2025-05-16 15:50:00-07:00
1747434900000,7.1582,14.0927,0,0,1,277,61.0,77,,29.91,29.983,379,341100,14174,13097700,61.0,53.73,2025-05-16,,,2025-05-16 15:35:00-07:00
1747434000000,6.9345,13.6453,0,0,1,273,63.0,74,,29.91,29.9827,534,480600,13640,12756600,63.0,54.58,2025-05-16,,,2025-05-16 15:20:00-07:00
