dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,date,batt1volts,lastRain,local_time
1767081000000,0.0,0.0,0,0,1,194,45.7,91,43.23,45.7,30.13,30.2298,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 23:50:00-08:00
1767080100000,0.0,0.0,0,0,1,194,45.7,91,43.23,45.7,30.14,30.2399,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 23:35:00-08:00
1767079200000,0.0,0.0,0,0,1,194,45.5,91,43.03,45.5,30.13,30.2299,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,4.14,,2025-12-29 23:20:00-08:00
1767078300000,0.2237,2.2369,0,0,1,194,45.5,90,42.74,45.5,30.13,30.2299,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 23:05:00-08:00
1767077400000,0.0,0.0,0,0,1,194,45.1,90,42.34,45.1,30.14,30.24,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 22:50:00-08:00
1767076500000,0.2237,1.3422,0,0,1,194,45.0,91,42.53,45.0,30.14,30.24,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 22:35:00-08:00
1767075600000,0.0,0.0,0,0,1,194,45.0,93,43.1,45.0,30.14,30.24,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,4.14,,2025-12-29 22:20:00-08:00
1767074700000,0.0,0.0,0,0,1,194,45.1,93,43.2,45.1,30.15,30.25,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 22:05:00-08:00
1767073800000,0.0,1.3422,0,0,1,194,45.7,93,43.79,45.7,30.15,30.2499,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 21:50:00-08:00
1767072900000,0.2237,1.5659,0,0,1,194,46.4,92,44.2,46.4,30.15,30.2498,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 21:35:00-08:00
1767072000000,0.0,1.5659,0,0,1,194,47.1,92,44.9,47.1,30.15,30.2496,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,4.14,,2025-12-29 21:20:00-08:00
1767071100000,0.0,0.0,0,0,1,194,47.7,92,45.49,47.7,30.15,30.2495,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 21:05:00-08:00
1767070200000,0.2237,1.3422,0,0,1,194,47.7,93,45.78,47.7,30.15,30.2495,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 20:50:00-08:00
1767069300000,0.0,0.0,0,0,1,194,47.8,94,46.16,47.8,30.15,30.2495,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 20:35:00-08:00
1767068400000,0.0,0.0,0,0,1,194,48.4,94,46.75,48.4,30.15,30.2494,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,4.15,,2025-12-29 20:20:00-08:00
1767067500000,0.0,0.0,0,0,1,194,48.9,94,47.25,48.9,30.15,30.2493,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 20:05:00-08:00
1767066600000,0.0,0.0,0,0,1,194,49.8,94,48.14,49.8,30.15,30.2491,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 19:50:00-08:00
1767065700000,0.0,0.0,0,0,1,194,50.2,94,48.54,50.2,30.15,30.249,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 19:35:00-08:00
1767064800000,0.0,1.1185,0,0,1,194,50.7,94,49.04,50.7,30.14,30.2389,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,4.15,,2025-12-29 19:20:00-08:00
1767063900000,0.0,0.0,0,0,1,194,51.4,94,49.73,51.4,30.14,30.2387,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 19:05:00-08:00
1767063000000,0.0,0.0,0,0,1,194,52.0,93,50.04,52.0,30.13,30.2286,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 18:50:00-08:00
1767062100000,0.0,0.0,0,0,1,194,52.7,92,50.44,52.7,30.13,30.2285,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 18:35:00-08:00
1767061200000,0.2237,2.2369,0,0,1,194,53.6,92,51.33,53.6,30.13,30.2283,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,4.15,,2025-12-29 18:20:00-08:00
1767060300000,0.0,1.1185,0,0,1,194,54.5,90,51.63,54.5,30.13,30.2281,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 18:05:00-08:00
1767059400000,0.2237,1.3422,0,0,1,194,55.4,89,52.21,55.4,30.12,30.2179,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 17:50:00-08:00
1767058500000,0.0,0.0,0,0,1,194,56.5,86,52.36,56.5,30.12,30.2177,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 17:35:00-08:00
1767057600000,0.2237,1.5659,0,0,1,194,57.7,84,52.9,57.7,30.11,30.2074,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,4.16,,2025-12-29 17:20:00-08:00
1767056700000,0.0,0.0,0,0,1,194,59.0,81,53.18,59.0,30.11,30.2072,0,0,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 17:05:00-08:00
1767055800000,0.0,0.0,0,0,1,194,59.9,80,53.71,59.9,30.11,30.207,2,360,4,2590200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 16:50:00-08:00
1767054900000,0.0,0.0,0,0,1,194,60.6,79,54.05,60.6,30.11,30.2069,5,900,4,2588400,America/Los_Angeles,True,2025-12-29,,,2025-12-29 16:35:00-08:00
1767054000000,0.0,1.3422,0,0,1,194,61.2,79,54.63,61.2,30.11,30.2068,8,1440,4,2583900,America/Los_Angeles,True,2025-12-29,4.16,,2025-12-29 16:20:00-08:00
1767053100000,0.4474,2.2369,0,0,1,194,61.5,78,54.57,61.5,30.11,30.2067,18,3240,4,2576700,America/Los_Angeles,True,2025-12-29,,,2025-12-29 16:05:00-08:00
1767052200000,0.0,2.2369,0,0,1,194,61.7,74,53.32,61.7,30.11,30.2067,26,4680,4,2560500,America/Los_Angeles,True,2025-12-29,,,2025-12-29 15:50:00-08:00
1767051300000,0.0,0.0,0,0,1,194,61.9,72,52.77,61.9,30.11,30.2067,17,3060,4,2537100,America/Los_Angeles,True,2025-12-29,,,2025-12-29 15:35:00-08:00
1767050400000,0.0,0.0,0,0,1,194,61.9,71,52.39,61.9,30.11,30.2067,23,4140,4,2521800,America/Los_Angeles,True,2025-12-29,4.17,,2025-12-29 15:20:00-08:00
1767049500000,0.0,1.7895,0,0,1,194,61.9,72,52.77,61.9,30.11,30.2067,23,4140,4,2501100,America/Los_Angeles,True,2025-12-29,,,2025-12-29 15:05:00-08:00
1767048600000,0.0,1.3422,0,0,1,194,62.1,73,53.34,62.1,30.11,30.2066,46,8280,4,2480400,America/Los_Angeles,True,2025-12-29,,,2025-12-29 14:50:00-08:00
1767047700000,1.3422,4.4739,0,0,1,194,62.6,71,53.06,62.6,30.11,30.2065,73,13140,4,2439000,America/Los_Angeles,True,2025-12-29,,,2025-12-29 14:35:00-08:00
1767046800000,0.4474,2.908,0,0,1,194,63.1,68,52.36,63.1,30.11,30.2064,41,7380,4,2373300,America/Los_Angeles,True,2025-12-29,4.18,,2025-12-29 14:20:00-08:00
1767045900000,0.4474,2.908,0,0,1,194,63.3,66,51.74,63.3,30.1,30.1964,37,6660,4,2336400,America/Los_Angeles,True,2025-12-29,,,2025-12-29 14:05:00-08:00
1767045000000,0.4474,2.6843,0,0,1,193,63.5,69,53.14,63.5,30.1,30.1963,75,13500,4,2303100,America/Los_Angeles,True,2025-12-29,,,2025-12-29 13:50:00-08:00
1767044100000,0.4474,3.8028,0,0,1,193,63.3,70,53.34,63.3,30.11,30.2064,366,65880,4,2235600,America/Los_Angeles,True,2025-12-29,,,2025-12-29 13:35:00-08:00
1767043200000,0.8948,3.8028,0,0,1,193,63.3,69,52.95,63.3,30.11,30.2064,249,44820,4,1906200,America/Los_Angeles,True,2025-12-29,4.24,,2025-12-29 13:20:00-08:00
1767042300000,0.0,2.908,0,0,1,161,63.1,68,52.36,63.1,30.12,30.2165,307,55260,4,1682100,America/Los_Angeles,True,2025-12-29,,,2025-12-29 13:05:00-08:00
1767041400000,0.0,1.3422,0,0,1,27,62.8,67,51.67,62.8,30.13,30.2266,154,27720,4,1405800,America/Los_Angeles,True,2025-12-29,,,2025-12-29 12:50:00-08:00
1767040500000,0.0,2.0132,0,0,1,27,62.2,67,51.1,62.2,30.14,30.2367,228,41040,4,1267200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 12:35:00-08:00
1767039600000,0.0,0.0,0,0,1,27,62.1,66,50.6,62.1,30.15,30.2467,199,35820,4,1062000,America/Los_Angeles,True,2025-12-29,4.22,,2025-12-29 12:20:00-08:00
1767038700000,0.0,0.0,0,0,1,27,61.7,66,50.22,61.7,30.16,30.2569,72,12960,4,882900,America/Los_Angeles,True,2025-12-29,,,2025-12-29 12:05:00-08:00
1767037800000,0.0,0.0,0,0,1,27,61.0,69,50.75,61.0,30.17,30.267,282,50760,4,818100,America/Los_Angeles,True,2025-12-29,,,2025-12-29 11:50:00-08:00
1767036900000,0.0,0.0,0,0,1,27,60.6,71,51.14,60.6,30.18,30.2771,87,15660,4,564300,America/Los_Angeles,True,2025-12-29,,,2025-12-29 11:35:00-08:00
1767036000000,0.0,0.0,0,0,1,27,60.1,72,51.04,60.1,30.19,30.2873,82,14760,4,486000,America/Los_Angeles,True,2025-12-29,4.12,,2025-12-29 11:20:00-08:00
1767035100000,0.0,0.0,0,0,1,27,59.5,73,50.84,59.5,30.19,30.2874,34,6120,4,412200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 11:05:00-08:00
1767034200000,0.0,0.0,0,0,1,27,59.4,73,50.74,59.4,30.2,30.2974,32,5760,4,381600,America/Los_Angeles,True,2025-12-29,,,2025-12-29 10:50:00-08:00
1767033300000,0.0,0.0,0,0,1,27,59.4,73,50.74,59.4,30.2,30.2974,31,5580,4,352800,America/Los_Angeles,True,2025-12-29,,,2025-12-29 10:35:00-08:00
1767032400000,0.0,0.0,0,0,1,27,57.2,74,48.99,57.2,30.21,30.3079,39,7020,4,324900,America/Los_Angeles,True,2025-12-29,4.13,,2025-12-29 10:20:00-08:00
1767031500000,0.0,0.0,0,0,1,27,54.1,77,47.05,54.1,30.2,30.2984,74,13320,4,289800,America/Los_Angeles,True,2025-12-29,,,2025-12-29 10:05:00-08:00
1767030600000,0.0,0.0,0,0,1,27,52.5,76,45.16,52.5,30.21,30.3088,70,12600,4,223200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 09:50:00-08:00
1767029700000,0.0,0.0,0,0,1,27,51.3,79,45.01,51.3,30.2,30.299,33,5940,4,160200,America/Los_Angeles,True,2025-12-29,,,2025-12-29 09:35:00-08:00
1767028800000,0.0,0.0,0,0,1,27,48.9,83,43.97,48.9,30.2,30.2994,28,5040,4,130500,America/Los_Angeles,True,2025-12-29,4.12,,2025-12-29 09:20:00-08:00
1767027900000,0.0,0.0,0,0,1,27,46.0,89,42.94,46.0,30.2,30.3,31,5580,4,105300,America/Los_Angeles,True,2025-12-29,,,2025-12-29 09:05:00-08:00
1767027000000,0.0,1.5659,0,0,1,27,43.5,93,41.61,43.5,30.19,30.2905,20,3600,4,77400,America/Los_Angeles,True,2025-12-29,,,2025-12-29 08:50:00-08:00
1767026100000,0.0,0.0,0,0,1,27,42.3,94,40.7,42.3,30.19,30.2907,19,3420,4,59400,America/Los_Angeles,True,2025-12-29,,,2025-12-29 08:35:00-08:00
1767025200000,0.0,0.0,0,0,1,27,41.4,95,40.08,41.4,30.18,30.2809,17,3060,4,42300,America/Los_Angeles,True,2025-12-29,4.11,,2025-12-29 08:20:00-08:00
1767024300000,0.0,0.0,0,0,1,27,40.6,95,39.28,40.6,30.18,30.281,13,2340,4,27000,America/Los_Angeles,True,2025-12-29,,,2025-12-29 08:05:00-08:00
1767023400000,0.0,0.0,0,0,1,27,40.3,95,38.98,40.3,30.17,30.271,9,1620,4,15300,America/Los_Angeles,True,2025-12-29,,,2025-12-29 07:50:00-08:00
1767022500000,0.0,0.0,0,0,1,27,40.1,95,38.78,40.1,30.17,30.2711,6,1080,0,5400,,,2025-12-29,,2025-12-26T20:20:00.000Z,2025-12-29 07:35:00-08:00
1767021600000,0.0,0.0,0,0,1,27,40.1,94,38.51,40.1,30.17,30.2711,2,360,6,1800,America/Los_Angeles,True,2025-12-29,4.11,,2025-12-29 07:20:00-08:00
1767020700000,0.0,0.0,0,0,1,27,40.1,94,38.51,40.1,30.17,30.2711,0,0,6,0,America/Los_Angeles,True,2025-12-29,,,2025-12-29 07:05:00-08:00
1767019800000,0.0,0.0,0,0,1,27,40.3,93,38.44,40.3,30.16,30.261,0,0,6,0,America/Los_Angeles,True,2025-12-29,,,2025-12-29 06:50:00-08:00
1767018900000,0.0,0.0,0,0,1,27,40.8,91,38.38,40.8,30.16,30.2609,0,0,6,0,America/Los_Angeles,True,2025-12-29,,,2025-12-29 06:35:00-08:00
1767018000000,0.4474,2.0132,0,0,1,27,41.2,90,38.49,41.2,30.16,30.2608,0,0,6,0,America/Los_Angeles,True,2025-12-29,4.11,,2025-12-29 06:20:00-08:00
1767017100000,1.3422,2.2369,0,0,1,27,41.4,90,38.69,41.4,30.16,30.2608,0,0,6,0,America/Los_Angeles,True,2025-12-29,,,2025-12-29 06:05:00-08:00
1767016200000,1.1185,1.7895,0,0,1,27,41.2,92,39.06,41.2,30.15,30.2508,0,0,6,0,America/Los_Angeles,True,2025-12-29,,,2025-12-29 05:50:00-08:00
1767015300000,1.3422,2.4606,0,0,1,27,40.8,95,39.48,40.8,30.15,30.2509,0,0,6,0,America/Los_Angeles,True,2025-12-29,,,2025-12-29 05:35:00-08:00
1767014400000,0.8948,2.4606,0,0,1,27,41.0,96,39.95,41.0,30.14,30.2408,0,0,6,0,America/Los_Angeles,True,2025-12-29,4.12,,2025-12-29 05:20:00-08:00
1767013500000,0.0,0.0,0,0,1,27,41.2,96,40.15,41.2,30.14,30.2408,0,0,6,0,America/Los_Angeles,True,2025-12-29,,,2025-12-29 05:05:00-08:00
1767012600000,0.0,0.0,0,0,1,27,41.4,96,40.35,41.4,30.14,30.2407,0,0,6,0,America/Los_Angeles,True,2025-12-29,,,2025-12-29 04:50:00-08:00
1767011700000,0.0,0.0,0,0,1,27,41.5,96,40.45,41.5,30.14,30.2407,0,0,6,0,America/Los_Angeles,True,2025-12-29,,,2025-12-29 04:35:00-08:00
1767010800000,0.2237,1.7895,0,0,1,27,41.7,96,40.64,41.7,30.14,30.2407,0,0,6,0,America/Los_Angeles,True,2025-12-29,4.12,,2025-12-29 04:20:00-08:00
1767009900000,0.0,0.0,0,0,1,27,42.1,96,41.04,42.1,30.14,30.2406,0,0,6,0,America/Los_Angeles,True,2025-12-29,,,2025-12-29 04:05:00-08:00
1767009000000,0.0,0.0,0,0,1,27,42.3,96,41.24,42.3,30.15,30.2506,0,0,6,0,America/Los_Angeles,True,2025-12-29,,,2025-12-29 03:50:00-08:00
