dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,feelsLike,dewPoint,passkey,time,loc,date,batt1volts,local_time
1746160260000,0.0,1.1185,0,0,1,219,55.8,91,29.96,30.0573,0,0,124,3081600,America/Los_Angeles,True,55.8,53.21,184b25e1e4b0679445bdc4f9f9a9c3f0,1746144000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746144000000.json,2025-05-01,,2025-05-01 21:31:00-07:00
1746159360000,0.0,0.0,0,0,1,219,55.9,90,29.97,30.0673,0,0,124,3081600,America/Los_Angeles,True,55.9,53.01,184b25e1e4b0679445bdc4f9f9a9c3f0,1746144000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746144000000.json,2025-05-01,4.22,2025-05-01 21:16:00-07:00
1746158460000,0.0,0.0,0,0,1,219,56.1,90,29.97,30.0673,0,0,124,3081600,America/Los_Angeles,True,56.1,53.21,184b25e1e4b0679445bdc4f9f9a9c3f0,1746144000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746144000000.json,2025-05-01,,2025-05-01 21:01:00-07:00
1746156660000,0.0,0.0,0,0,1,219,56.1,88,29.98,30.0773,0,0,124,3081600,America/Los_Angeles,True,56.1,52.59,184b25e1e4b0679445bdc4f9f9a9c3f0,1746144000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746144000000.json,2025-05-01,,2025-05-01 20:31:00-07:00
1746154860000,0.0,0.0,0,0,1,219,56.3,88,29.96,30.0572,0,0,124,3081600,America/Los_Angeles,True,56.3,52.79,184b25e1e4b0679445bdc4f9f9a9c3f0,1746144000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746144000000.json,2025-05-01,,2025-05-01 20:01:00-07:00
1746153060000,0.2237,1.5659,0,0,1,219,56.7,88,29.96,30.0571,4,1920,124,3080700,America/Los_Angeles,True,56.7,53.18,184b25e1e4b0679445bdc4f9f9a9c3f0,1746144000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746144000000.json,2025-05-01,,2025-05-01 19:31:00-07:00
1746151260000,0.2237,2.2369,0,0,1,219,56.8,87,29.96,30.0571,6,2880,124,3073500,America/Los_Angeles,True,56.8,52.97,184b25e1e4b0679445bdc4f9f9a9c3f0,1746144000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746144000000.json,2025-05-01,,2025-05-01 19:01:00-07:00
1746150360000,0.6711,2.4606,0,0,1,219,56.8,87,29.96,30.0571,8,3360,124,3068100,America/Los_Angeles,True,56.8,52.97,184b25e1e4b0679445bdc4f9f9a9c3f0,1746144000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746144000000.json,2025-05-01,,2025-05-01 18:46:00-07:00
1746149460000,0.2237,2.4606,0,0,1,219,56.8,87,29.96,30.0571,11,5280,124,3060900,America/Los_Angeles,True,56.8,52.97,184b25e1e4b0679445bdc4f9f9a9c3f0,1746144000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746144000000.json,2025-05-01,,2025-05-01 18:31:00-07:00
1746147660000,0.0,1.5659,0,0,1,219,57.0,88,29.96,30.0571,19,9120,124,3036600,America/Los_Angeles,True,57.0,53.48,184b25e1e4b0679445bdc4f9f9a9c3f0,1746144000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746144000000.json,2025-05-01,,2025-05-01 18:01:00-07:00
1746145860000,1.5659,3.8028,0,0,1,219,57.2,88,29.96,30.0571,24,11520,124,2998800,America/Los_Angeles,True,57.2,53.68,184b25e1e4b0679445bdc4f9f9a9c3f0,1746144000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746144000000.json,2025-05-01,,2025-05-01 17:31:00-07:00
1746144960000,1.3422,3.5791,0,0,1,219,57.6,87,29.96,30.057,31,13020,124,2977200,America/Los_Angeles,True,57.6,53.76,184b25e1e4b0679445bdc4f9f9a9c3f0,1746144000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746144000000.json,2025-05-01,4.23,2025-05-01 17:16:00-07:00
1746139560000,0.8948,2.908,0,0,1,219,57.4,86,29.97,30.067,26,10920,124,2764800,America/Los_Angeles,True,57.4,53.25,184b25e1e4b0679445bdc4f9f9a9c3f0,1746057600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746057600000.json,2025-05-01,,2025-05-01 15:46:00-07:00
1746138660000,0.2237,2.4606,0,0,1,219,57.6,85,29.97,30.067,27,12960,124,2741400,America/Los_Angeles,True,57.6,53.12,184b25e1e4b0679445bdc4f9f9a9c3f0,1746057600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746057600000.json,2025-05-01,,2025-05-01 15:31:00-07:00
1746126960000,2.2369,3.1317,0,0,1,219,57.7,85,30.0,30.0971,133,55860,124,1497600,America/Los_Angeles,True,57.7,53.22,184b25e1e4b0679445bdc4f9f9a9c3f0,1746057600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746057600000.json,2025-05-01,4.24,2025-05-01 12:16:00-07:00
1746122460000,2.2369,3.3554,0,0,1,219,56.7,89,30.01,30.1073,124,59520,124,812700,America/Los_Angeles,True,56.7,53.49,184b25e1e4b0679445bdc4f9f9a9c3f0,1746057600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746057600000.json,2025-05-01,,2025-05-01 11:01:00-07:00
1746121560000,2.0132,3.5791,0,0,1,219,56.7,89,30.0,30.0973,108,45360,124,701100,America/Los_Angeles,True,56.7,53.49,184b25e1e4b0679445bdc4f9f9a9c3f0,1746057600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746057600000.json,2025-05-01,,2025-05-01 10:46:00-07:00
1746119760000,1.7895,2.908,0,0,1,219,56.3,90,30.0,30.0974,91,38220,124,513000,America/Los_Angeles,True,56.3,53.4,184b25e1e4b0679445bdc4f9f9a9c3f0,1746057600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746057600000.json,2025-05-01,4.23,2025-05-01 10:16:00-07:00
1746116160000,1.3422,2.908,0,0,1,219,55.2,93,29.99,30.0875,58,24360,124,225900,America/Los_Angeles,True,55.2,53.21,184b25e1e4b0679445bdc4f9f9a9c3f0,1746057600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746057600000.json,2025-05-01,4.23,2025-05-01 09:16:00-07:00
1746112560000,0.0,1.5659,0,0,1,219,54.7,94,29.98,30.0776,24,10080,124,86400,America/Los_Angeles,True,54.7,53.01,184b25e1e4b0679445bdc4f9f9a9c3f0,1746057600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746057600000.json,2025-05-01,4.23,2025-05-01 08:16:00-07:00
1746108960000,0.0,0.0,0,0,1,219,54.3,96,29.98,30.0777,12,5040,124,17100,America/Los_Angeles,True,54.3,53.18,184b25e1e4b0679445bdc4f9f9a9c3f0,1746057600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746057600000.json,2025-05-01,4.23,2025-05-01 07:16:00-07:00
1746108060000,0.0,0.0,0,0,1,219,54.3,96,29.98,30.0777,5,2400,124,6300,America/Los_Angeles,True,54.3,53.18,184b25e1e4b0679445bdc4f9f9a9c3f0,1746057600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746057600000.json,2025-05-01,,2025-05-01 07:01:00-07:00
1746103560000,0.4474,1.5659,0,0,1,219,54.5,94,29.97,30.0676,0,0,124,0,America/Los_Angeles,True,54.5,52.81,184b25e1e4b0679445bdc4f9f9a9c3f0,1746057600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746057600000.json,2025-05-01,,2025-05-01 05:46:00-07:00
1746101760000,0.0,0.0,0,0,1,219,54.7,94,29.97,30.0676,0,0,124,0,America/Los_Angeles,True,54.7,53.01,184b25e1e4b0679445bdc4f9f9a9c3f0,1746057600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746057600000.json,2025-05-01,4.23,2025-05-01 05:16:00-07:00
1746099060000,0.0,0.0,0,0,1,219,55.2,92,29.97,30.0675,0,0,124,0,America/Los_Angeles,True,55.2,52.92,184b25e1e4b0679445bdc4f9f9a9c3f0,1746057600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746057600000.json,2025-05-01,,2025-05-01 04:31:00-07:00
1746093660000,1.1185,2.2369,0,0,1,219,55.8,91,29.96,30.0573,0,0,124,0,America/Los_Angeles,True,55.8,53.21,184b25e1e4b0679445bdc4f9f9a9c3f0,1746057600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746057600000.json,2025-05-01,,2025-05-01 03:01:00-07:00
1746090060000,0.8948,1.5659,0,0,1,219,55.9,91,29.97,30.0673,0,0,124,0,America/Los_Angeles,True,55.9,53.31,184b25e1e4b0679445bdc4f9f9a9c3f0,1746057600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746057600000.json,2025-05-01,,2025-05-01 02:01:00-07:00
1746087360000,0.8948,1.5659,0,0,1,219,56.1,91,29.98,30.0773,0,0,124,0,America/Los_Angeles,True,56.1,53.51,184b25e1e4b0679445bdc4f9f9a9c3f0,1746057600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746057600000.json,2025-05-01,4.24,2025-05-01 01:16:00-07:00
1746085560000,1.1185,2.0132,0,0,1,219,56.1,90,29.98,30.0773,0,0,124,0,America/Los_Angeles,True,56.1,53.21,184b25e1e4b0679445bdc4f9f9a9c3f0,1746057600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746057600000.json,2025-05-01,,2025-05-01 00:46:00-07:00
1746084660000,0.2237,1.5659,0,0,1,219,56.1,91,29.98,30.0773,0,0,124,0,America/Los_Angeles,True,56.1,53.51,184b25e1e4b0679445bdc4f9f9a9c3f0,1746057600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746057600000.json,2025-05-01,,2025-05-01 00:31:00-07:00
1746083760000,0.2237,2.0132,0,0,1,219,56.3,91,29.98,30.0773,0,0,124,0,America/Los_Angeles,True,56.3,53.71,184b25e1e4b0679445bdc4f9f9a9c3f0,1746057600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746057600000.json,2025-05-01,4.24,2025-05-01 00:16:00-07:00
