dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,batt1volts,tz,historical,local_time
1768463460000,0.0,1.3422,0,0,1,225,49.1,82,43.85,30.09,30.189,0,0,4707,4236300,49.1,2026-01-12T19:41:00.000Z,2026-01-14,,,,2026-01-14 23:51:00-08:00
1768462560000,0.2237,2.2369,0,0,1,225,49.8,81,44.21,30.09,30.1889,0,0,4707,4236300,49.8,2026-01-12T19:41:00.000Z,2026-01-14,4.27,,,2026-01-14 23:36:00-08:00
1768461660000,0.2237,1.7895,0,0,1,225,50.5,78,43.9,30.09,30.1888,0,0,4707,4236300,50.5,2026-01-12T19:41:00.000Z,2026-01-14,,,,2026-01-14 23:21:00-08:00
1768460760000,0.4474,2.0132,0,0,1,225,50.4,80,44.47,30.09,30.1888,0,0,4707,4236300,50.4,2026-01-12T19:41:00.000Z,2026-01-14,,,,2026-01-14 23:06:00-08:00
1768459860000,0.0,0.0,0,0,1,225,50.7,80,44.76,30.1,30.1987,0,0,4707,4236300,50.7,2026-01-12T19:41:00.000Z,2026-01-14,,,,2026-01-14 22:51:00-08:00
1768458960000,0.0,1.3422,0,0,1,225,50.5,81,44.89,30.1,30.1988,0,0,4707,4236300,50.5,2026-01-12T19:41:00.000Z,2026-01-14,4.27,,,2026-01-14 22:36:00-08:00
1768458060000,0.0,0.0,0,0,1,225,50.5,82,45.21,30.1,30.1988,0,0,4707,4236300,50.5,2026-01-12T19:41:00.000Z,2026-01-14,,,,2026-01-14 22:21:00-08:00
1768457160000,0.0,1.7895,0,0,1,225,51.3,79,45.01,30.09,30.1886,0,0,4707,4236300,51.3,2026-01-12T19:41:00.000Z,2026-01-14,,,,2026-01-14 22:06:00-08:00
1768456260000,0.0,1.1185,0,0,1,225,52.5,76,45.16,30.09,30.1884,0,0,4707,4236300,52.5,2026-01-12T19:41:00.000Z,2026-01-14,,,,2026-01-14 21:51:00-08:00
1768455360000,0.0,0.0,0,0,1,225,53.4,73,44.97,30.09,30.1882,0,0,4707,4236300,53.4,2026-01-12T19:41:00.000Z,2026-01-14,4.27,,,2026-01-14 21:36:00-08:00
1768454460000,0.0,0.0,0,0,1,225,52.7,77,45.69,30.09,30.1883,0,0,4707,4236300,52.7,2026-01-12T19:41:00.000Z,2026-01-14,,,,2026-01-14 21:21:00-08:00
1768453560000,0.0,0.0,0,0,1,225,52.2,82,46.87,30.09,30.1884,0,0,4707,4236300,52.2,2026-01-12T19:41:00.000Z,2026-01-14,,,,2026-01-14 21:06:00-08:00
1768452660000,0.2237,1.5659,0,0,1,225,51.8,82,46.48,30.08,30.1785,0,0,4707,4236300,51.8,2026-01-12T19:41:00.000Z,2026-01-14,,,,2026-01-14 20:51:00-08:00
1768451760000,0.0,0.0,0,0,1,225,52.2,82,46.87,30.08,30.1784,0,0,4707,4236300,52.2,2026-01-12T19:41:00.000Z,2026-01-14,4.28,,,2026-01-14 20:36:00-08:00
1768450860000,0.0,0.0,0,0,1,225,52.7,80,46.71,30.08,30.1783,0,0,4707,4236300,52.7,2026-01-12T19:41:00.000Z,2026-01-14,,,,2026-01-14 20:21:00-08:00
