dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,lastRain,date,tz,historical,local_time
1784098260000,0.2237,2.0132,0,0,1,141,65.3,81,4.28,59.31,29.87,29.9423,0,0,27149,24434100,65.3,2026-06-06T17:21:00.000Z,2026-07-14,,,2026-07-14 23:51:00-07:00
1784097360000,0.0,1.3422,0,0,1,141,65.3,81,,59.31,29.87,29.9423,0,0,27149,24434100,65.3,2026-06-06T17:21:00.000Z,2026-07-14,,,2026-07-14 23:36:00-07:00
1784096460000,0.6711,4.0265,0,0,1,141,65.3,81,,59.31,29.87,29.9423,0,0,27149,24434100,65.3,2026-06-06T17:21:00.000Z,2026-07-14,,,2026-07-14 23:21:00-07:00
1784095560000,0.4474,2.908,0,0,1,25,65.5,80,,59.16,29.87,29.9423,0,0,27149,24434100,65.5,2026-06-06T17:21:00.000Z,2026-07-14,,,2026-07-14 23:06:00-07:00
1784094660000,0.6711,3.5791,0,0,1,25,66.0,79,4.28,59.29,29.87,29.9422,0,0,27149,24434100,66.0,2026-06-06T17:21:00.000Z,2026-07-14,,,2026-07-14 22:51:00-07:00
1784093760000,0.8948,4.6976,0,0,1,24,65.8,79,,59.1,29.87,29.9423,0,0,27149,24434100,65.8,2026-06-06T17:21:00.000Z,2026-07-14,,,2026-07-14 22:36:00-07:00
1784092860000,0.0,0.0,0,0,1,216,65.5,80,,59.16,29.87,29.9423,0,0,27149,24434100,65.5,2026-06-06T17:21:00.000Z,2026-07-14,,,2026-07-14 22:21:00-07:00
1784091960000,0.0,1.3422,0,0,1,216,65.1,81,,59.12,29.87,29.9424,0,0,27149,24434100,65.1,2026-06-06T17:21:00.000Z,2026-07-14,,,2026-07-14 22:06:00-07:00
1784091060000,0.0,0.0,0,0,1,216,64.9,80,4.29,58.58,29.87,29.9424,0,0,27149,24434100,64.9,2026-06-06T17:21:00.000Z,2026-07-14,,,2026-07-14 21:51:00-07:00
1784090160000,0.0,0.0,0,0,1,216,64.9,80,,58.58,29.87,29.9424,0,0,27149,24434100,64.9,2026-06-06T17:21:00.000Z,2026-07-14,,,2026-07-14 21:36:00-07:00
1784089260000,0.4474,3.1317,0,0,1,216,65.3,79,,58.61,29.87,29.9423,0,0,27149,24434100,65.3,2026-06-06T17:21:00.000Z,2026-07-14,,,2026-07-14 21:21:00-07:00
