dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,feelsLike,dewPoint,passkey,time,loc,date,batt1volts,local_time
1746423960000,0.0,0.0,0,0,1,175,55.4,87,29.78,29.8768,0,0,124,7408800,America/Los_Angeles,True,55.4,51.59,184b25e1e4b0679445bdc4f9f9a9c3f0,1746403200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746403200000.json,2025-05-04,,2025-05-04 22:46:00-07:00
1746422160000,0.0,0.0,0,0,1,175,55.9,85,29.77,29.8667,0,0,124,7408800,America/Los_Angeles,True,55.9,51.46,184b25e1e4b0679445bdc4f9f9a9c3f0,1746403200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746403200000.json,2025-05-04,4.22,2025-05-04 22:16:00-07:00
1746418560000,0.0,0.0,0,0,1,175,57.0,85,29.76,29.8564,0,0,124,7408800,America/Los_Angeles,True,57.0,52.53,184b25e1e4b0679445bdc4f9f9a9c3f0,1746403200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746403200000.json,2025-05-04,4.22,2025-05-04 21:16:00-07:00
1746417660000,0.0,0.0,0,0,1,175,57.2,84,29.76,29.8564,0,0,124,7408800,America/Los_Angeles,True,57.2,52.41,184b25e1e4b0679445bdc4f9f9a9c3f0,1746403200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746403200000.json,2025-05-04,,2025-05-04 21:01:00-07:00
1746415860000,0.2237,1.7895,0,0,1,175,57.4,83,29.75,29.8463,0,0,124,7408800,America/Los_Angeles,True,57.4,52.28,184b25e1e4b0679445bdc4f9f9a9c3f0,1746403200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746403200000.json,2025-05-04,,2025-05-04 20:31:00-07:00
1746414960000,0.0,2.2369,0,0,1,175,57.7,82,29.75,29.8463,0,0,124,7408800,America/Los_Angeles,True,57.7,52.24,184b25e1e4b0679445bdc4f9f9a9c3f0,1746403200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746403200000.json,2025-05-04,4.23,2025-05-04 20:16:00-07:00
1746413160000,0.8948,2.4606,0,0,1,175,58.3,81,29.75,29.8462,2,840,124,7408800,America/Los_Angeles,True,58.3,52.49,184b25e1e4b0679445bdc4f9f9a9c3f0,1746403200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746403200000.json,2025-05-04,,2025-05-04 19:46:00-07:00
1746412260000,1.7895,2.6843,0,0,1,175,58.6,80,29.74,29.8361,6,2880,124,7407000,America/Los_Angeles,True,58.6,52.45,184b25e1e4b0679445bdc4f9f9a9c3f0,1746403200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746403200000.json,2025-05-04,,2025-05-04 19:31:00-07:00
1746410460000,2.2369,3.5791,0,0,1,175,60.4,75,29.73,29.8257,15,7200,124,7393500,America/Los_Angeles,True,60.4,52.44,184b25e1e4b0679445bdc4f9f9a9c3f0,1746403200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746403200000.json,2025-05-04,,2025-05-04 19:01:00-07:00
1746408660000,1.3422,2.6843,0,0,1,175,60.6,72,29.73,29.8257,31,14880,124,7352100,America/Los_Angeles,True,60.6,51.52,184b25e1e4b0679445bdc4f9f9a9c3f0,1746403200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1746403200000.json,2025-05-04,,2025-05-04 18:31:00-07:00
