dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,date,batt1volts,lastRain,local_time
1754290200000,0.0,0.0,0.0,0.0,1,142,57.4,91,54.79,57.4,29.89,29.9635,0,0,0,21462300,America/Los_Angeles,True,2025-08-03,,,2025-08-03 23:50:00-07:00
1754289300000,0.0,0.0,0.0,0.01,1,142,57.2,91,54.6,57.2,29.89,29.9635,0,0,23847,21462300,,,2025-08-03,4.29,2025-08-04T03:35:00.000Z,2025-08-03 23:35:00-07:00
1754288400000,0.0,0.0,0.0,0.01,1,142,57.9,91,55.29,57.9,29.89,29.9634,0,0,23847,21462300,,,2025-08-03,,2025-08-04T03:35:00.000Z,2025-08-03 23:20:00-07:00
1754286600000,0.0,0.0,0.0,0.01,1,142,58.5,91,55.88,58.5,29.89,29.9633,0,0,23847,21462300,,,2025-08-03,,2025-08-04T03:35:00.000Z,2025-08-03 22:50:00-07:00
1754285700000,0.0,1.1185,0.0,0.01,1,142,59.0,91,56.37,59.0,29.89,29.9633,0,0,23847,21462300,,,2025-08-03,4.3,2025-08-04T03:35:00.000Z,2025-08-03 22:35:00-07:00
1754284800000,0.0,1.3422,0.0,0.01,1,142,59.4,90,56.46,59.4,29.89,29.9632,0,0,23847,21462300,,,2025-08-03,,2025-08-04T03:35:00.000Z,2025-08-03 22:20:00-07:00
1754283900000,0.0,1.1185,0.0,0.01,1,142,59.5,90,56.56,59.5,29.9,29.9732,0,0,23847,21462300,,,2025-08-03,,2025-08-04T03:35:00.000Z,2025-08-03 22:05:00-07:00
1754283000000,0.2237,3.1317,0.0,0.01,1,142,59.7,90,56.76,59.7,29.89,29.9632,0,0,23847,21462300,,,2025-08-03,,2025-08-04T03:35:00.000Z,2025-08-03 21:50:00-07:00
1754282100000,0.4474,3.5791,0.0,0.01,1,142,59.5,90,56.56,59.5,29.89,29.9632,0,0,23847,21462300,,,2025-08-03,4.3,2025-08-04T03:35:00.000Z,2025-08-03 21:35:00-07:00
1754281200000,0.2237,4.6976,0.0,0.01,1,112,59.4,90,56.46,59.4,29.89,29.9632,0,0,23847,21462300,,,2025-08-03,,2025-08-04T03:35:00.000Z,2025-08-03 21:20:00-07:00
1754280300000,0.0,0.0,0.0,0.01,1,338,59.4,89,56.15,59.4,29.88,29.9532,0,0,23847,21462300,,,2025-08-03,,2025-08-04T03:35:00.000Z,2025-08-03 21:05:00-07:00
1754279400000,0.2237,2.2369,0.0,0.01,1,338,59.4,89,56.15,59.4,29.88,29.9532,0,0,23847,21462300,,,2025-08-03,,2025-08-04T03:35:00.000Z,2025-08-03 20:50:00-07:00
1754278500000,0.2237,1.7895,0.03,0.0,1,101,59.9,89,56.65,59.9,29.88,29.9531,0,0,23847,21462300,,,2025-08-03,4.31,2025-08-04T03:35:00.000Z,2025-08-03 20:35:00-07:00
1754277600000,0.8948,3.8028,0.0,0.0,1,141,59.5,88,55.94,59.5,29.88,29.9532,0,0,23847,21462300,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 20:20:00-07:00
1754276700000,1.5659,4.2502,0.0,0.0,1,141,60.1,87,56.22,60.1,29.88,29.9531,1,900,23846,21462300,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 20:05:00-07:00
1754275800000,0.8948,2.908,0.0,0.0,1,141,60.6,86,56.39,60.6,29.88,29.953,5,4500,23841,21461400,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 19:50:00-07:00
1754274900000,1.1185,4.4739,0.0,0.0,1,141,61.5,86,57.27,61.5,29.88,29.9529,16,14400,23825,21456900,,,2025-08-03,4.31,2025-07-17T04:20:00.000Z,2025-08-03 19:35:00-07:00
1754274000000,2.0132,4.4739,0.0,0.0,1,141,62.2,84,57.3,62.2,29.88,29.9528,33,29700,23792,21442500,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 19:20:00-07:00
1754273100000,1.3422,5.145,0.0,0.0,1,174,62.6,84,57.69,62.6,29.88,29.9527,60,54000,23732,21412800,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 19:05:00-07:00
1754272200000,0.6711,5.145,0.0,0.0,1,205,62.4,84,57.5,62.4,29.88,29.9528,87,78300,23645,21358800,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 18:50:00-07:00
1754271300000,0.6711,3.8028,0.0,0.0,1,220,61.7,85,57.14,61.7,29.88,29.9529,119,107100,23526,21280500,,,2025-08-03,4.33,2025-07-17T04:20:00.000Z,2025-08-03 18:35:00-07:00
1754270400000,2.4606,5.3686,0.0,0.0,1,220,61.7,85,57.14,61.7,29.89,29.9629,149,134100,23377,21173400,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 18:20:00-07:00
1754269500000,1.7895,4.6976,0.0,0.0,1,220,60.8,87,56.9,60.8,29.9,29.973,193,173700,23184,21039300,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 18:05:00-07:00
1754268600000,3.1317,5.816,0.0,0.0,1,220,60.6,87,56.71,60.6,29.9,29.9731,196,176400,22988,20865600,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 17:50:00-07:00
1754267700000,3.1317,6.2634,0.0,0.0,1,220,60.8,87,56.9,60.8,29.91,29.9831,237,213300,22751,20689200,,,2025-08-03,4.37,2025-07-17T04:20:00.000Z,2025-08-03 17:35:00-07:00
1754266800000,3.3554,6.0397,0.0,0.0,1,220,61.2,86,56.98,61.2,29.92,29.993,222,199800,22529,20475900,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 17:20:00-07:00
1754265900000,4.2502,6.9345,0.0,0.0,1,239,61.7,85,57.14,61.7,29.92,29.993,266,239400,22263,20276100,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 17:05:00-07:00
1754265000000,3.5791,7.1582,0.0,0.0,1,213,62.4,83,57.16,62.4,29.93,30.0029,347,312300,21916,20036700,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 16:50:00-07:00
1754264100000,3.3554,6.2634,0.0,0.0,1,209,61.9,84,57.01,61.9,29.93,30.0029,346,311400,21570,19724400,,,2025-08-03,4.38,2025-07-17T04:20:00.000Z,2025-08-03 16:35:00-07:00
1754263200000,4.0265,6.4871,0.0,0.0,1,212,62.1,83,56.87,62.1,29.93,30.0029,433,389700,21137,19413000,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 16:20:00-07:00
1754262300000,3.1317,7.1582,0.0,0.0,1,185,63.0,81,57.07,63.0,29.94,30.0128,515,463500,20622,19023300,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 16:05:00-07:00
1754261400000,3.3554,6.0397,0.0,0.0,1,179,62.4,82,56.83,62.4,29.95,30.0229,504,453600,20118,18559800,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 15:50:00-07:00
1754260500000,3.8028,6.7108,0.0,0.0,1,159,62.1,82,56.54,62.1,29.96,30.033,565,508500,19553,18106200,,,2025-08-03,4.38,2025-07-17T04:20:00.000Z,2025-08-03 15:35:00-07:00
1754259600000,3.8028,7.1582,0.0,0.0,1,165,62.2,81,56.29,62.2,29.96,30.033,539,485100,19014,17597700,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 15:20:00-07:00
1754258700000,5.5923,8.7241,0.0,0.0,1,169,62.6,81,56.68,62.6,29.96,30.0329,594,534600,18420,17112600,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 15:05:00-07:00
1754257800000,5.145,8.2767,0.0,0.0,1,162,63.1,80,56.83,63.1,29.96,30.0329,715,643500,17705,16578000,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 14:50:00-07:00
1754256900000,4.6976,7.8293,0.0,0.0,1,174,63.5,80,57.21,63.5,29.97,30.0428,775,697500,16930,15934500,,,2025-08-03,4.38,2025-07-17T04:20:00.000Z,2025-08-03 14:35:00-07:00
1754256000000,5.5923,8.9477,0.0,0.0,1,173,63.7,79,57.06,63.7,29.98,30.0528,757,681300,16173,15237000,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 14:20:00-07:00
1754255100000,6.2634,10.0662,0.0,0.0,1,170,64.2,78,57.19,64.2,29.98,30.0528,816,734400,15357,14555700,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 14:05:00-07:00
1754254200000,6.9345,11.1847,0.0,0.0,1,160,64.6,78,57.58,64.6,29.99,30.0627,793,713700,14564,13821300,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 13:50:00-07:00
1754253300000,7.1582,12.7505,0.0,0.0,1,154,65.5,77,58.09,65.5,29.99,30.0626,783,704700,13781,13107600,,,2025-08-03,4.39,2025-07-17T04:20:00.000Z,2025-08-03 13:35:00-07:00
1754252400000,6.7108,11.4084,0.0,0.0,1,157,66.4,75,58.23,66.4,29.98,30.0524,878,790200,12903,12402900,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 13:20:00-07:00
1754251500000,6.2634,11.4084,0.0,0.0,1,151,66.2,75,58.03,66.2,29.98,30.0525,897,807300,12006,11612700,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 13:05:00-07:00
1754250600000,5.3686,12.0795,0.0,0.0,1,144,65.8,76,58.02,65.8,29.99,30.0626,826,743400,11180,10805400,,,2025-08-03,,2025-07-17T04:20:00.000Z,2025-08-03 12:50:00-07:00
