dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,lastRain,date,batt1volts,local_time
1748760360000,0.0,1.7895,0,0,1,321,58.3,98,29.98,30.0769,0,0,8978,8080200,58.3,57.74,2025-04-26T15:31:00.000Z,2025-05-31,,2025-05-31 23:46:00-07:00
1748759460000,0.0,1.5659,0,0,1,321,58.3,98,29.98,30.0769,0,0,8978,8080200,58.3,57.74,2025-04-26T15:31:00.000Z,2025-05-31,,2025-05-31 23:31:00-07:00
1748758560000,0.0,0.0,0,0,1,321,58.5,98,29.96,30.0568,0,0,8978,8080200,58.5,57.94,2025-04-26T15:31:00.000Z,2025-05-31,4.3,2025-05-31 23:16:00-07:00
1748757660000,0.0,0.0,0,0,1,321,58.5,98,29.94,30.0367,0,0,8978,8080200,58.5,57.94,2025-04-26T15:31:00.000Z,2025-05-31,,2025-05-31 23:01:00-07:00
1748756760000,0.0,0.0,0,0,1,321,58.6,98,29.93,30.0267,0,0,8978,8080200,58.6,58.04,2025-04-26T15:31:00.000Z,2025-05-31,,2025-05-31 22:46:00-07:00
1748755860000,0.0,0.0,0,0,1,321,59.0,98,29.93,30.0266,0,0,8978,8080200,59.0,58.44,2025-04-26T15:31:00.000Z,2025-05-31,,2025-05-31 22:31:00-07:00
1748754960000,0.0,0.0,0,0,1,321,58.8,97,29.94,30.0367,0,0,8978,8080200,58.8,57.95,2025-04-26T15:31:00.000Z,2025-05-31,4.3,2025-05-31 22:16:00-07:00
1748754060000,0.0,0.0,0,0,1,321,58.8,97,29.95,30.0467,0,0,8978,8080200,58.8,57.95,2025-04-26T15:31:00.000Z,2025-05-31,,2025-05-31 22:01:00-07:00
1748753160000,0.0,0.0,0,0,1,321,58.6,97,29.95,30.0468,0,0,8978,8080200,58.6,57.75,2025-04-26T15:31:00.000Z,2025-05-31,,2025-05-31 21:46:00-07:00
1748752260000,0.0,0.0,0,0,1,321,58.6,97,29.95,30.0468,0,0,8978,8080200,58.6,57.75,2025-04-26T15:31:00.000Z,2025-05-31,,2025-05-31 21:31:00-07:00
1748751360000,0.0,0.0,0,0,1,321,58.6,97,29.94,30.0367,0,0,8978,8080200,58.6,57.75,2025-04-26T15:31:00.000Z,2025-05-31,4.3,2025-05-31 21:16:00-07:00
1748749560000,0.0,0.0,0,0,1,321,58.6,97,29.92,30.0167,0,0,8978,8080200,58.6,57.75,2025-04-26T15:31:00.000Z,2025-05-31,,2025-05-31 20:46:00-07:00
1748748660000,0.0,0.0,0,0,1,321,58.8,96,29.92,30.0166,0,0,8978,8080200,58.8,57.66,2025-04-26T15:31:00.000Z,2025-05-31,,2025-05-31 20:31:00-07:00
1748747760000,0.0,1.3422,0,0,1,321,59.0,96,29.92,30.0166,0,0,8978,8080200,59.0,57.86,2025-04-26T15:31:00.000Z,2025-05-31,4.3,2025-05-31 20:16:00-07:00
