dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,tz,historical,local_time
1747205400000,2.6843,5.145,0,0,1,325,56.3,68,4.29,29.98,30.0539,0,0,29650,26685000,56.3,45.88,2025-05-13,,,2025-05-13 23:50:00-07:00
1747204500000,2.908,5.5923,0,0,1,320,56.7,67,,29.98,30.0538,0,0,29650,26685000,56.7,45.87,2025-05-13,,,2025-05-13 23:35:00-07:00
1747203600000,3.3554,8.053,0,0,1,334,57.0,66,,29.98,30.0538,0,0,29650,26685000,57.0,45.75,2025-05-13,,,2025-05-13 23:20:00-07:00
1747202700000,1.5659,7.1582,0,0,1,304,55.6,69,,29.98,30.054,0,0,29650,26685000,55.6,45.59,2025-05-13,,,2025-05-13 23:05:00-07:00
1747201800000,1.7895,5.3686,0,0,1,289,55.9,68,4.29,29.98,30.0539,0,0,29650,26685000,55.9,45.49,2025-05-13,,,2025-05-13 22:50:00-07:00
1747200900000,2.0132,4.6976,0,0,1,303,56.8,66,,29.97,30.0438,0,0,29650,26685000,56.8,45.56,2025-05-13,,,2025-05-13 22:35:00-07:00
1747200000000,3.1317,10.5136,0,0,1,313,57.0,66,,29.97,30.0437,0,0,29650,26685000,57.0,45.75,2025-05-13,,,2025-05-13 22:20:00-07:00
1747199100000,2.6843,7.1582,0,0,1,328,57.0,68,,29.96,30.0337,0,0,29650,26685000,57.0,46.54,2025-05-13,,,2025-05-13 22:05:00-07:00
1747198200000,1.7895,8.9477,0,0,1,326,57.2,68,4.3,29.96,30.0337,0,0,29650,26685000,57.2,46.73,2025-05-13,,,2025-05-13 21:50:00-07:00
1747197300000,4.0265,13.869,0,0,1,302,57.7,66,,29.95,30.0236,0,0,29650,26685000,57.7,46.42,2025-05-13,,,2025-05-13 21:35:00-07:00
