dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,feelsLike,dewPoint,date,tz,historical,local_time
1748933400000,3.8028,7.1582,0,0,1,260,56.7,92,4.29,29.97,30.0438,0,0,11286,10157400,56.7,54.4,2025-06-02,,,2025-06-02 23:50:00-07:00
1748932500000,3.3554,5.816,0,0,1,270,56.8,92,,29.97,30.0438,0,0,11286,10157400,56.8,54.5,2025-06-02,,,2025-06-02 23:35:00-07:00
1748931600000,3.5791,7.1582,0,0,1,276,56.8,91,,29.97,30.0438,0,0,11286,10157400,56.8,54.2,2025-06-02,,,2025-06-02 23:20:00-07:00
1748930700000,4.4739,8.9477,0,0,1,270,57.0,90,,29.97,30.0437,0,0,11286,10157400,57.0,54.09,2025-06-02,,,2025-06-02 23:05:00-07:00
1748929800000,4.4739,9.1714,0,0,1,269,57.7,87,4.29,29.97,30.0436,0,0,11286,10157400,57.7,53.86,2025-06-02,,,2025-06-02 22:50:00-07:00
1748928900000,4.0265,7.6056,0,0,1,268,58.1,85,,29.97,30.0436,0,0,11286,10157400,58.1,53.61,2025-06-02,,,2025-06-02 22:35:00-07:00
1748928000000,3.5791,7.3819,0,0,1,280,58.3,85,,29.97,30.0436,0,0,11286,10157400,58.3,53.81,2025-06-02,,,2025-06-02 22:20:00-07:00
1748927100000,4.2502,8.2767,0,0,1,271,58.3,85,,29.97,30.0436,0,0,11286,10157400,58.3,53.81,2025-06-02,,,2025-06-02 22:05:00-07:00
1748926200000,4.6976,8.5004,0,0,1,266,58.5,85,4.31,29.96,30.0335,0,0,11286,10157400,58.5,54.0,2025-06-02,,,2025-06-02 21:50:00-07:00
1748925300000,5.3686,10.0662,0,0,1,257,59.0,84,,29.96,30.0334,0,0,11286,10157400,59.0,54.17,2025-06-02,,,2025-06-02 21:35:00-07:00
1748924400000,3.8028,9.6188,0,0,1,288,59.2,83,,29.95,30.0234,0,0,11286,10157400,59.2,54.04,2025-06-02,,,2025-06-02 21:20:00-07:00
1748923500000,3.5791,7.1582,0,0,1,282,59.2,84,,29.95,30.0234,0,0,11286,10157400,59.2,54.37,2025-06-02,,,2025-06-02 21:05:00-07:00
1748922600000,4.0265,7.8293,0,0,1,277,59.0,84,4.31,29.94,30.0134,0,0,11286,10157400,59.0,54.17,2025-06-02,,,2025-06-02 20:50:00-07:00
1748921700000,3.5791,6.9345,0,0,1,281,59.2,84,,29.94,30.0134,0,0,11286,10157400,59.2,54.37,2025-06-02,America/Los_Angeles,True,2025-06-02 20:35:00-07:00
1748920800000,4.2502,7.6056,0,0,1,272,59.2,83,,29.94,30.0134,0,0,11286,10157400,59.2,54.04,2025-06-02,,,2025-06-02 20:20:00-07:00
1748919900000,4.0265,7.1582,0,0,1,269,59.4,83,4.31,29.93,30.0033,3,2700,11283,10157400,59.4,54.23,2025-06-02,,,2025-06-02 20:05:00-07:00
1748919000000,3.8028,7.8293,0,0,1,274,59.9,82,,29.93,30.0032,11,9900,11272,10154700,59.9,54.39,2025-06-02,,,2025-06-02 19:50:00-07:00
1748918100000,3.5791,6.4871,0,0,1,260,60.1,82,,29.93,30.0032,27,24300,11245,10144800,60.1,54.58,2025-06-02,,,2025-06-02 19:35:00-07:00
1748917200000,4.2502,7.3819,0,0,1,268,60.6,83,,29.93,30.0031,46,41400,11199,10120500,60.6,55.41,2025-06-02,,,2025-06-02 19:20:00-07:00
1748916300000,4.2502,8.7241,0,0,1,252,61.2,83,4.32,29.93,30.003,62,55800,11137,10079100,61.2,55.99,2025-06-02,,,2025-06-02 19:05:00-07:00
1748915400000,3.5791,7.6056,0,0,1,256,61.5,81,,29.92,29.993,82,73800,11055,10023300,61.5,55.61,2025-06-02,,,2025-06-02 18:50:00-07:00
1748914500000,4.6976,8.9477,0,0,1,268,61.5,81,,29.92,29.993,106,95400,10949,9949500,61.5,55.61,2025-06-02,,,2025-06-02 18:35:00-07:00
1748913600000,4.6976,8.053,0,0,1,272,61.0,81,,29.92,29.9931,104,93600,10845,9854100,61.0,55.12,2025-06-02,,,2025-06-02 18:20:00-07:00
1748912700000,4.9213,10.0662,0,0,1,283,60.8,81,4.36,29.92,29.9931,112,100800,10733,9760500,60.8,54.93,2025-06-02,,,2025-06-02 18:05:00-07:00
1748911800000,4.9213,10.2899,0,0,1,279,61.0,80,,29.92,29.9931,157,141300,10576,9659700,61.0,54.78,2025-06-02,,,2025-06-02 17:50:00-07:00
1748910900000,5.5923,11.1847,0,0,1,278,60.8,81,,29.93,30.0031,184,165600,10392,9518400,60.8,54.93,2025-06-02,,,2025-06-02 17:35:00-07:00
1748910000000,6.0397,10.961,0,0,1,278,60.6,82,,29.93,30.0031,190,171000,10202,9352800,60.6,55.07,2025-06-02,,,2025-06-02 17:20:00-07:00
1748909100000,6.0397,12.5268,0,0,1,274,61.3,81,4.38,29.93,30.003,212,190800,9990,9181800,61.3,55.42,2025-06-02,,,2025-06-02 17:05:00-07:00
1748908200000,5.816,10.2899,0,0,1,263,62.4,80,,29.93,30.0029,249,224100,9741,8991000,62.4,56.14,2025-06-02,,,2025-06-02 16:50:00-07:00
1748907300000,5.145,10.5136,0,0,1,270,63.0,80,,29.93,30.0028,276,248400,9465,8766900,63.0,56.73,2025-06-02,,,2025-06-02 16:35:00-07:00
1748906400000,5.5923,10.7373,0,0,1,255,63.0,81,,29.93,30.0028,325,292500,9140,8518500,63.0,57.07,2025-06-02,,,2025-06-02 16:20:00-07:00
1748905500000,6.0397,10.7373,0,0,1,240,63.1,81,4.39,29.93,30.0028,310,279000,8830,8226000,63.1,57.17,2025-06-02,,,2025-06-02 16:05:00-07:00
1748904600000,3.5791,7.1582,0,0,1,234,63.5,80,,29.94,30.0128,338,304200,8492,7947000,63.5,57.21,2025-06-02,,,2025-06-02 15:50:00-07:00
1748903700000,3.5791,8.5004,0,0,1,267,62.6,82,,29.94,30.0129,264,237600,8228,7642800,62.6,57.02,2025-06-02,,,2025-06-02 15:35:00-07:00
1748902800000,5.145,10.2899,0,0,1,270,62.2,82,,29.95,30.023,249,224100,7979,7405200,62.2,56.63,2025-06-02,,,2025-06-02 15:20:00-07:00
1748901900000,5.145,9.6188,0,0,1,266,63.1,81,4.39,29.95,30.0228,265,238500,7714,7181100,63.1,57.17,2025-06-02,,,2025-06-02 15:05:00-07:00
1748901000000,4.6976,8.7241,0,0,1,262,63.3,81,,29.95,30.0228,266,239400,7448,6942600,63.3,57.37,2025-06-02,,,2025-06-02 14:50:00-07:00
1748900100000,5.145,8.7241,0,0,1,198,64.4,79,,29.96,30.0327,283,254700,7165,6703200,64.4,57.74,2025-06-02,,,2025-06-02 14:35:00-07:00
1748899200000,5.145,8.7241,0,0,1,161,64.9,78,,29.96,30.0326,295,265500,6870,6448500,64.9,57.87,2025-06-02,,,2025-06-02 14:20:00-07:00
1748898300000,5.5923,9.3951,0,0,1,145,64.9,78,4.42,29.96,30.0326,299,269100,6571,6183000,64.9,57.87,2025-06-02,,,2025-06-02 14:05:00-07:00
1748897400000,6.0397,11.4084,0,0,1,155,64.9,78,,29.96,30.0326,323,290700,6248,5913900,64.9,57.87,2025-06-02,,,2025-06-02 13:50:00-07:00
1748896500000,5.5923,9.1714,0,0,1,150,64.9,78,,29.96,30.0326,332,298800,5916,5623200,64.9,57.87,2025-06-02,,,2025-06-02 13:35:00-07:00
1748895600000,6.2634,10.7373,0,0,1,146,64.8,77,,29.97,30.0426,340,306000,5576,5324400,64.8,57.41,2025-06-02,,,2025-06-02 13:20:00-07:00
1748894700000,5.816,9.6188,0,0,1,137,64.8,77,4.49,29.97,30.0426,314,282600,5262,5018400,64.8,57.41,2025-06-02,,,2025-06-02 13:05:00-07:00
1748893800000,5.5923,10.5136,0,0,1,137,64.9,77,,29.96,30.0326,315,283500,4947,4735800,64.9,57.51,2025-06-02,,,2025-06-02 12:50:00-07:00
1748892900000,6.7108,11.8558,0,0,1,130,64.8,77,,29.96,30.0326,359,323100,4588,4452300,64.8,57.41,2025-06-02,,,2025-06-02 12:35:00-07:00
1748892000000,6.7108,12.0795,0,0,1,132,64.2,79,,29.96,30.0327,303,272700,4285,4129200,64.2,57.55,2025-06-02,,,2025-06-02 12:20:00-07:00
1748891100000,6.7108,12.5268,0,0,1,133,64.2,79,4.46,29.96,30.0327,324,291600,3961,3856500,64.2,57.55,2025-06-02,,,2025-06-02 12:05:00-07:00
