dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,date,tz,historical,local_time
1758783000000,0.8948,4.0265,0,0,1,36,65.3,95,4.29,63.83,65.3,29.93,30.0025,0,0,19466,17519400,2025-09-24T06:35:00.000Z,2025-09-24,,,2025-09-24 23:50:00-07:00
1758782100000,1.3422,6.0397,0,0,1,67,65.3,95,,63.83,65.3,29.93,30.0025,0,0,19466,17519400,2025-09-24T06:35:00.000Z,2025-09-24,,,2025-09-24 23:35:00-07:00
1758781200000,0.2237,2.908,0,0,1,11,65.3,94,,63.53,65.3,29.93,30.0025,0,0,19466,17519400,2025-09-24T06:35:00.000Z,2025-09-24,,,2025-09-24 23:20:00-07:00
1758780300000,1.1185,5.5923,0,0,1,53,65.1,94,4.29,63.33,65.1,29.93,30.0025,0,0,19466,17519400,2025-09-24T06:35:00.000Z,2025-09-24,,,2025-09-24 23:05:00-07:00
1758779400000,0.6711,4.4739,0,0,1,42,65.1,94,,63.33,65.1,29.93,30.0025,0,0,19466,17519400,2025-09-24T06:35:00.000Z,2025-09-24,,,2025-09-24 22:50:00-07:00
1758778500000,0.4474,4.0265,0,0,1,33,65.3,94,,63.53,65.3,29.93,30.0025,0,0,19466,17519400,2025-09-24T06:35:00.000Z,2025-09-24,,,2025-09-24 22:35:00-07:00
1758777600000,0.6711,4.2502,0,0,1,20,65.5,94,,63.72,65.5,29.93,30.0024,0,0,19466,17519400,2025-09-24T06:35:00.000Z,2025-09-24,,,2025-09-24 22:20:00-07:00
1758776700000,1.3422,8.053,0,0,1,62,65.5,94,4.29,63.72,65.5,29.93,30.0024,0,0,19466,17519400,,2025-09-24,America/Los_Angeles,True,2025-09-24 22:05:00-07:00
1758775800000,0.8948,4.2502,0,0,1,62,65.3,93,,63.22,65.3,29.93,30.0025,0,0,19466,17519400,2025-09-24T06:35:00.000Z,2025-09-24,,,2025-09-24 21:50:00-07:00
1758774900000,0.0,1.1185,0,0,1,247,65.1,93,,63.02,65.1,29.93,30.0025,0,0,19466,17519400,2025-09-24T06:35:00.000Z,2025-09-24,,,2025-09-24 21:35:00-07:00
1758774000000,0.0,2.2369,0,0,1,247,64.8,93,,62.73,64.8,29.93,30.0025,0,0,19466,17519400,2025-09-24T06:35:00.000Z,2025-09-24,,,2025-09-24 21:20:00-07:00
1758773100000,0.0,0.0,0,0,1,247,64.8,93,4.3,62.73,64.8,29.93,30.0025,0,0,19466,17519400,2025-09-24T06:35:00.000Z,2025-09-24,,,2025-09-24 21:05:00-07:00
1758772200000,0.0,0.0,0,0,1,247,64.8,93,,62.73,64.8,29.93,30.0025,0,0,19466,17519400,2025-09-24T06:35:00.000Z,2025-09-24,,,2025-09-24 20:50:00-07:00
1758771300000,0.0,0.0,0,0,1,247,65.1,93,,63.02,65.1,29.93,30.0025,0,0,19466,17519400,2025-09-24T06:35:00.000Z,2025-09-24,,,2025-09-24 20:35:00-07:00
1758770400000,0.0,0.0,0,0,1,247,64.9,93,,62.82,64.9,29.93,30.0025,0,0,19466,17519400,2025-09-24T06:35:00.000Z,2025-09-24,,,2025-09-24 20:20:00-07:00
