dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,lastRain,local_time
1761288420000,0.0,0.8948,0,0,1,193,56.3,96,4.3,55.17,56.3,29.99,30.0873,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 23:47:00-07:00
1761287520000,0.8948,3.5791,0,0,1,193,56.3,96,,55.17,56.3,29.99,30.0873,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 23:32:00-07:00
1761286620000,0.2237,2.0132,0,0,1,193,56.7,96,,55.57,56.7,29.99,30.0872,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 23:17:00-07:00
1761285720000,0.2237,1.7895,0,0,1,193,56.8,96,,55.67,56.8,30.0,30.0973,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 23:02:00-07:00
1761284820000,0.6711,2.908,0,0,1,193,57.0,96,4.31,55.87,57.0,29.99,30.0872,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 22:47:00-07:00
1761283920000,0.6711,2.2369,0,0,1,193,57.2,95,,55.78,57.2,29.99,30.0871,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 22:32:00-07:00
1761283020000,0.2237,2.6843,0,0,1,193,57.6,95,,56.18,57.6,30.0,30.0971,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 22:17:00-07:00
1761282120000,0.0,1.5659,0,0,1,193,57.9,94,,56.18,57.9,30.0,30.097,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 22:02:00-07:00
1761281220000,0.0,1.5659,0,0,1,193,58.3,94,4.31,56.58,58.3,30.0,30.097,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 21:47:00-07:00
1761280320000,0.4474,2.4606,0,0,1,193,58.6,94,,56.88,58.6,30.0,30.0969,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 21:32:00-07:00
1761279420000,0.0,1.3422,0,0,1,193,58.8,94,,57.08,58.8,30.0,30.0969,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 21:17:00-07:00
1761278520000,0.2237,2.0132,0,0,1,193,58.8,94,,57.08,58.8,29.99,30.0868,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 21:02:00-07:00
1761277620000,0.0,1.5659,0,0,1,193,59.2,94,4.32,57.47,59.2,29.99,30.0868,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 20:47:00-07:00
1761276720000,0.2237,2.0132,0,0,1,193,59.4,93,,57.37,59.4,29.99,30.0867,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 20:32:00-07:00
1761275820000,0.0,1.1185,0,0,1,193,59.5,93,,57.47,59.5,29.99,30.0867,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 20:17:00-07:00
1761274920000,0.2237,1.5659,0,0,1,193,59.7,92,,57.37,59.7,29.99,30.0867,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 20:02:00-07:00
1761274020000,0.0,0.0,0,0,1,193,60.1,90,4.33,57.15,60.1,29.99,30.0866,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 19:47:00-07:00
1761273120000,0.0,1.1185,0,0,1,193,60.3,89,,57.04,60.3,29.99,30.0866,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 19:32:00-07:00
1761272220000,0.6711,2.2369,0,0,1,193,60.8,88,,57.22,60.8,29.98,30.0764,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 19:17:00-07:00
1761271320000,0.0,1.7895,0,0,1,193,62.1,87,,58.18,62.1,29.98,30.0762,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 19:02:00-07:00
1761270420000,0.0,1.3422,0,0,1,193,62.8,86,4.34,58.55,62.8,29.98,30.0761,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 18:47:00-07:00
1761269520000,0.2237,2.0132,0,0,1,193,63.7,84,,58.77,63.7,29.98,30.0759,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 18:32:00-07:00
1761268620000,0.0,0.0,0,0,1,193,64.6,82,,58.98,64.6,29.98,30.0757,0,0,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 18:17:00-07:00
1761267720000,0.0,1.7895,0,0,1,193,64.9,80,,58.58,64.9,29.99,30.0857,3,540,87,4766400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 18:02:00-07:00
1761266820000,0.0,0.0,0,0,1,193,65.1,80,4.34,58.77,65.1,29.99,30.0857,6,1080,87,4763700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 17:47:00-07:00
1761265920000,0.0,0.0,0,0,1,193,65.5,79,,58.81,65.5,29.99,30.0856,9,1620,87,4758300,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 17:32:00-07:00
1761265020000,0.0,0.0,0,0,1,193,65.7,78,,58.65,65.7,29.99,30.0856,12,2160,87,4750200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 17:17:00-07:00
1761264120000,0.4474,1.7895,0,0,1,193,66.0,76,,58.21,66.0,30.0,30.0956,15,2700,87,4739400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761264000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761264000000.json,2025-10-23,,2025-10-23 17:02:00-07:00
1761263220000,0.6711,2.2369,0,0,1,193,66.6,71,4.36,56.9,66.6,30.0,30.0954,19,3420,87,4725900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761177600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761177600000.json,2025-10-23,,2025-10-23 16:47:00-07:00
