dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,batt1volts,local_time
1759291320000,0.0,0.0,0,0,1,257,68.2,80,61.79,68.48,29.99,30.0851,0,0,0,5766300,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759276800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759276800000.json,2025-09-30,,2025-09-30 21:02:00-07:00
1759290420000,0.0,0.0,0,0,1,257,68.4,80,61.98,68.7,29.99,30.0851,0,0,0,5766300,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759276800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759276800000.json,2025-09-30,,2025-09-30 20:47:00-07:00
1759289520000,0.0,2.908,0,0,1,257,68.4,82,62.68,68.79,29.99,30.0851,0,0,0,5766300,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759276800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759276800000.json,2025-09-30,4.34,2025-09-30 20:32:00-07:00
1759288620000,0.0,1.5659,0,0,1,257,68.4,84,63.37,68.89,29.98,30.0751,0,0,0,5766300,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759276800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759276800000.json,2025-09-30,,2025-09-30 20:17:00-07:00
1759287720000,1.3422,3.8028,0,0,1,257,68.5,85,63.81,69.05,29.98,30.075,0,0,0,5766300,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759276800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759276800000.json,2025-09-30,,2025-09-30 20:02:00-07:00
1759286820000,1.3422,5.5923,0,0,1,227,68.4,85,63.71,68.94,29.98,30.0751,0,0,0,5766300,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759276800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759276800000.json,2025-09-30,,2025-09-30 19:47:00-07:00
1759285920000,2.0132,5.816,0,0,1,219,68.2,87,64.18,68.81,29.98,30.0751,0,0,0,5766300,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759276800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759276800000.json,2025-09-30,4.34,2025-09-30 19:32:00-07:00
1759285020000,2.2369,4.2502,0,0,1,241,68.2,87,64.18,68.81,29.97,30.0651,0,0,0,5766300,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759276800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759276800000.json,2025-09-30,,2025-09-30 19:17:00-07:00
1759284120000,1.5659,5.3686,0,0,1,220,68.2,87,64.18,68.81,29.97,30.0651,0,0,0,5766300,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759276800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759276800000.json,2025-09-30,,2025-09-30 19:02:00-07:00
1759283220000,0.2237,3.8028,0,0,1,208,68.2,88,64.5,68.86,29.97,30.0651,0,0,0,5766300,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759276800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759276800000.json,2025-09-30,,2025-09-30 18:47:00-07:00
1759282320000,0.0,2.0132,0,0,1,208,68.4,88,64.7,69.08,29.97,30.065,2,360,0,5766300,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759276800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759276800000.json,2025-09-30,4.34,2025-09-30 18:32:00-07:00
1759281420000,0.8948,4.6976,0,0,1,218,68.5,87,64.47,69.14,29.97,30.065,5,900,0,5764500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759276800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759276800000.json,2025-09-30,,2025-09-30 18:17:00-07:00
1759280520000,1.1185,3.8028,0,0,1,245,68.9,87,64.86,69.58,29.98,30.075,8,1440,0,5760000,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759276800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759276800000.json,2025-09-30,,2025-09-30 18:02:00-07:00
1759279620000,0.2237,2.2369,0,0,1,242,69.1,86,64.73,69.75,29.98,30.0749,12,2160,0,5752800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759276800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759276800000.json,2025-09-30,,2025-09-30 17:47:00-07:00
1759278720000,0.8948,5.145,0,0,1,240,69.3,85,64.59,69.93,29.99,30.0849,15,2700,0,5742000,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759276800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759276800000.json,2025-09-30,4.34,2025-09-30 17:32:00-07:00
1759277820000,0.8948,4.6976,0,0,1,210,69.4,83,64.0,69.94,29.99,30.0849,18,3240,0,5728500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759276800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759276800000.json,2025-09-30,,2025-09-30 17:17:00-07:00
1759276920000,1.7895,5.145,0,0,1,210,69.6,81,63.5,70.07,30.0,30.0949,21,3780,0,5712300,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759276800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759276800000.json,2025-09-30,,2025-09-30 17:02:00-07:00
1759276020000,1.7895,4.9213,0,0,1,210,69.8,77,62.25,70.1,30.0,30.0949,24,5760,0,5693400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 16:47:00-07:00
1759275120000,1.3422,4.4739,0,0,1,210,69.8,76,61.88,70.05,30.0,30.0949,32,5760,0,5671800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,4.36,2025-09-30 16:32:00-07:00
1759274220000,2.2369,5.816,0,0,1,214,69.8,75,61.51,70.01,30.0,30.0949,39,7020,0,5643000,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 16:17:00-07:00
1759273320000,2.2369,5.145,0,0,1,223,70.0,76,62.08,70.27,30.0,30.0948,38,6840,0,5607900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 16:02:00-07:00
1759272420000,2.4606,5.816,0,0,1,217,70.2,77,62.64,70.54,30.0,30.0948,67,12060,0,5573700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 15:47:00-07:00
1759271520000,1.7895,4.9213,0,0,1,217,70.0,78,62.82,70.37,30.01,30.1049,179,32220,0,5513400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,4.4,2025-09-30 15:32:00-07:00
1759270620000,1.3422,4.0265,0,0,1,217,70.0,78,62.82,70.37,30.0,30.0948,189,34020,0,5352300,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 15:17:00-07:00
1759269720000,1.3422,5.5923,0,0,1,219,70.3,77,62.74,70.65,30.0,30.0948,75,13500,0,5182200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 15:02:00-07:00
1759268820000,2.0132,6.2634,0,0,1,216,70.9,77,63.32,71.31,30.01,30.1047,132,23760,0,5114700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 14:47:00-07:00
1759267920000,2.2369,6.0397,0,0,1,224,70.9,77,63.32,71.31,30.01,30.1047,377,67860,0,4995900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,4.54,2025-09-30 14:32:00-07:00
1759267020000,1.7895,3.5791,0,0,1,231,70.9,77,63.32,71.31,30.01,30.1047,518,93240,0,4656600,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 14:17:00-07:00
1759266120000,2.0132,5.816,0,0,1,242,70.9,78,63.69,71.36,30.02,30.1147,227,40860,0,4190400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 14:02:00-07:00
1759265220000,1.7895,6.2634,0,0,1,204,71.1,77,63.51,71.53,30.02,30.1147,86,15480,0,3986100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 13:47:00-07:00
1759264320000,2.908,4.9213,0,0,1,198,71.1,76,63.14,71.48,30.03,30.1247,137,24660,0,3908700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,4.47,2025-09-30 13:32:00-07:00
1759263420000,2.0132,4.0265,0,0,1,195,70.9,76,62.95,71.26,30.03,30.1248,520,93600,0,3785400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 13:17:00-07:00
1759262520000,2.6843,4.2502,0,0,1,191,70.7,76,62.75,71.04,30.03,30.1248,476,85680,0,3317400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 13:02:00-07:00
1759261620000,2.6843,4.9213,0,0,1,191,70.7,75,62.38,71.0,30.04,30.1348,304,54720,0,2889000,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 12:47:00-07:00
1759260720000,2.2369,3.8028,0,0,1,191,70.3,76,62.37,70.6,30.04,30.1349,507,91260,0,2615400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,4.54,2025-09-30 12:32:00-07:00
1759259820000,2.4606,4.2502,0,0,1,191,69.8,78,62.62,70.15,30.04,30.135,615,110700,0,2159100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 12:17:00-07:00
1759258920000,2.4606,4.2502,0,0,1,191,69.4,78,62.23,69.71,30.05,30.1451,121,21780,0,1605600,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 12:02:00-07:00
1759258020000,2.4606,4.9213,0,0,1,201,69.3,78,62.14,69.6,30.05,30.1451,269,48420,0,1496700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 11:47:00-07:00
1759257120000,1.7895,4.2502,0,0,1,224,68.9,79,62.11,69.2,30.05,30.1452,189,34020,0,1254600,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,4.43,2025-09-30 11:32:00-07:00
1759256220000,2.4606,4.0265,0,0,1,224,69.1,79,62.3,69.42,30.05,30.1451,137,24660,0,1084500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 11:17:00-07:00
1759255320000,1.7895,3.5791,0,0,1,225,68.9,79,62.11,69.2,30.06,30.1552,133,23940,0,961200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 11:02:00-07:00
1759254420000,2.6843,4.6976,0,0,1,225,68.5,80,62.08,68.81,30.06,30.1553,90,16200,0,841500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 10:47:00-07:00
1759253520000,2.4606,4.4739,0,0,1,229,69.3,78,62.14,69.6,30.05,30.1451,56,10080,0,760500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,4.34,2025-09-30 10:32:00-07:00
1759252620000,1.1185,3.3554,0,0,1,230,69.8,75,61.51,70.01,30.04,30.135,53,9540,0,710100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 10:17:00-07:00
1759251720000,0.2237,2.2369,0,0,1,230,69.3,77,61.77,69.55,30.04,30.1351,115,20700,0,662400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 10:02:00-07:00
1759250820000,0.0,3.5791,0,0,1,230,68.4,80,61.98,68.7,30.04,30.1352,198,35640,0,558900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 09:47:00-07:00
1759249920000,0.0,0.0,0,0,1,230,66.9,83,61.56,66.9,30.04,30.1355,82,14760,0,380700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,4.36,2025-09-30 09:32:00-07:00
1759249020000,0.2237,1.3422,0,0,1,230,65.5,86,61.2,65.5,30.04,30.1358,176,31680,0,306900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 09:17:00-07:00
1759248120000,0.0,1.5659,0,0,1,230,63.9,89,60.59,63.9,30.03,30.126,37,6660,0,148500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 09:02:00-07:00
1759247220000,0.0,0.0,0,0,1,230,62.1,93,60.05,62.1,30.03,30.1264,57,10260,0,115200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 08:47:00-07:00
1759246320000,0.0,0.0,0,0,1,230,59.7,94,57.97,59.7,30.03,30.1268,22,3960,0,63900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,4.25,2025-09-30 08:32:00-07:00
1759245420000,0.0,0.0,0,0,1,230,58.1,94,56.38,58.1,30.02,30.1171,17,3060,0,44100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 08:17:00-07:00
1759244520000,0.0,0.0,0,0,1,230,57.2,93,55.19,57.2,30.02,30.1172,13,2340,0,28800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 08:02:00-07:00
1759243620000,0.0,0.0,0,0,1,230,56.7,93,54.7,56.7,30.01,30.1073,10,1800,0,17100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 07:47:00-07:00
1759242720000,0.0,0.0,0,0,1,230,56.3,92,54.0,56.3,30.01,30.1074,6,1080,0,8100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,4.24,2025-09-30 07:32:00-07:00
1759241820000,0.0,0.0,0,0,1,230,56.3,92,54.0,56.3,30.01,30.1074,3,540,0,2700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 07:17:00-07:00
1759240920000,0.0,0.0,0,0,1,230,56.5,92,54.2,56.5,30.0,30.0973,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 07:02:00-07:00
1759240020000,0.0,0.0,0,0,1,230,56.7,92,54.4,56.7,30.0,30.0973,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 06:47:00-07:00
1759239120000,0.0,0.0,0,0,1,230,56.8,92,54.5,56.8,30.0,30.0973,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,4.24,2025-09-30 06:32:00-07:00
1759238220000,0.0,0.0,0,0,1,230,57.2,92,54.9,57.2,30.0,30.0972,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 06:17:00-07:00
1759237320000,0.0,0.0,0,0,1,230,57.4,91,54.79,57.4,29.99,30.0871,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 06:02:00-07:00
1759236420000,0.0,0.0,0,0,1,230,57.6,91,54.99,57.6,29.99,30.0871,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 05:47:00-07:00
1759235520000,0.0,0.0,0,0,1,230,57.7,92,55.39,57.7,29.99,30.0871,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,4.24,2025-09-30 05:32:00-07:00
1759234620000,0.0,0.0,0,0,1,230,57.7,91,55.09,57.7,29.98,30.077,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 05:17:00-07:00
1759233720000,0.0,1.1185,0,0,1,230,57.9,90,54.98,57.9,29.98,30.077,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 05:02:00-07:00
1759232820000,0.0,1.5659,0,0,1,230,58.5,89,55.27,58.5,29.98,30.0769,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 04:47:00-07:00
1759231920000,0.0,0.0,0,0,1,230,58.8,89,55.56,58.8,29.97,30.0668,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,4.25,2025-09-30 04:32:00-07:00
1759231020000,0.0,0.0,0,0,1,230,59.4,89,56.15,59.4,29.97,30.0667,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 04:17:00-07:00
1759230120000,0.0,0.0,0,0,1,230,59.9,88,56.33,59.9,29.97,30.0666,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 04:02:00-07:00
1759229220000,0.0,0.0,0,0,1,230,60.6,88,57.02,60.6,29.97,30.0664,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,4.25,2025-09-30 03:47:00-07:00
1759228320000,0.0,0.0,0,0,1,230,61.2,87,57.3,61.2,29.97,30.0663,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 03:32:00-07:00
1759227420000,0.0,0.0,0,0,1,230,61.3,87,57.39,61.3,29.98,30.0764,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 03:17:00-07:00
1759226520000,0.0,0.0,0,0,1,230,61.3,87,57.39,61.3,29.98,30.0764,0,0,0,0,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-30,,2025-09-30 03:02:00-07:00
