dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,batt1volts,local_time
1760078820000,0.0,0.0,0,0,1,208,57.4,95,55.98,57.4,29.93,30.0269,0,0,0,6192900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760054400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760054400000.json,2025-10-09,,2025-10-09 23:47:00-07:00
1760077920000,0.0,0.0,0,0,1,208,57.6,95,56.18,57.6,29.94,30.0369,0,0,0,6192900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760054400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760054400000.json,2025-10-09,,2025-10-09 23:32:00-07:00
1760077020000,0.0,0.0,0,0,1,208,57.7,94,55.98,57.7,29.94,30.0369,0,0,0,6192900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760054400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760054400000.json,2025-10-09,4.31,2025-10-09 23:17:00-07:00
1760076120000,0.0,0.0,0,0,1,208,57.9,93,55.89,57.9,29.93,30.0268,0,0,0,6192900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760054400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760054400000.json,2025-10-09,,2025-10-09 23:02:00-07:00
1760075220000,0.0,0.0,0,0,1,208,58.1,92,55.79,58.1,29.93,30.0268,0,0,0,6192900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760054400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760054400000.json,2025-10-09,,2025-10-09 22:47:00-07:00
1760074320000,0.0,0.0,0,0,1,208,58.1,91,55.48,58.1,29.93,30.0268,0,0,0,6192900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760054400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760054400000.json,2025-10-09,,2025-10-09 22:32:00-07:00
1760073420000,0.0,0.0,0,0,1,208,58.1,90,55.18,58.1,29.93,30.0268,0,0,0,6192900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760054400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760054400000.json,2025-10-09,4.32,2025-10-09 22:17:00-07:00
1760072520000,0.0,0.0,0,0,1,208,58.5,90,55.58,58.5,29.93,30.0267,0,0,0,6192900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760054400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760054400000.json,2025-10-09,,2025-10-09 22:02:00-07:00
1760071620000,0.0,0.0,0,0,1,208,59.4,90,56.46,59.4,29.92,30.0165,0,0,0,6192900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760054400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760054400000.json,2025-10-09,,2025-10-09 21:47:00-07:00
1760070720000,0.0,0.0,0,0,1,208,60.3,91,57.66,60.3,29.91,30.0063,0,0,0,6192900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760054400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760054400000.json,2025-10-09,,2025-10-09 21:32:00-07:00
1760069820000,0.0,0.0,0,0,1,208,60.8,90,57.85,60.8,29.91,30.0062,0,0,0,6192900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760054400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760054400000.json,2025-10-09,4.32,2025-10-09 21:17:00-07:00
1760068920000,0.0,0.0,0,0,1,208,61.5,89,58.22,61.5,29.91,30.0061,0,0,0,6192900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760054400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760054400000.json,2025-10-09,,2025-10-09 21:02:00-07:00
1760068020000,0.0,0.0,0,0,1,208,62.2,88,58.6,62.2,29.9,29.9959,0,0,0,6192900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760054400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760054400000.json,2025-10-09,,2025-10-09 20:47:00-07:00
1760067120000,0.0,0.0,0,0,1,208,63.1,86,58.84,63.1,29.9,29.9958,0,0,0,6192900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760054400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760054400000.json,2025-10-09,,2025-10-09 20:32:00-07:00
1760066220000,0.0,0.0,0,0,1,208,63.9,85,59.3,63.9,29.89,29.9856,0,0,0,6192900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760054400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760054400000.json,2025-10-09,4.33,2025-10-09 20:17:00-07:00
1760065320000,0.0,0.8948,0,0,1,208,64.6,85,59.98,64.6,29.89,29.9855,0,0,0,6192900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760054400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760054400000.json,2025-10-09,,2025-10-09 20:02:00-07:00
1760064420000,0.0,2.2369,0,0,1,208,64.9,85,60.28,64.9,29.88,29.9754,0,0,0,6192900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760054400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760054400000.json,2025-10-09,,2025-10-09 19:47:00-07:00
