dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,batt1volts,lastRain,local_time
1760597220000,0.0,0.0,0,0,1,356,53.6,80,47.58,53.6,29.99,30.0878,0,0,13,4909500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760572800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760572800000.json,2025-10-15,,,2025-10-15 23:47:00-07:00
1760596320000,0.0,0.0,0,0,1,356,54.0,79,47.64,54.0,29.99,30.0878,0,0,13,4909500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760572800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760572800000.json,2025-10-15,,,2025-10-15 23:32:00-07:00
1760595420000,0.0,0.0,0,0,1,356,54.3,79,47.93,54.3,29.99,30.0877,0,0,13,4909500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760572800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760572800000.json,2025-10-15,4.3,,2025-10-15 23:17:00-07:00
1760594520000,0.0,0.0,0,0,1,356,54.7,81,48.98,54.7,29.99,30.0876,0,0,13,4909500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760572800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760572800000.json,2025-10-15,,,2025-10-15 23:02:00-07:00
1760593620000,0.0,0.0,0,0,1,356,54.9,81,49.18,54.9,29.99,30.0876,0,0,13,4909500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760572800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760572800000.json,2025-10-15,,,2025-10-15 22:47:00-07:00
1760592720000,0.0,0.0,0,0,1,356,55.2,81,49.47,55.2,29.98,30.0775,0,0,13,4909500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760572800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760572800000.json,2025-10-15,,,2025-10-15 22:32:00-07:00
1760591820000,0.0,0.0,0,0,1,356,55.8,81,50.06,55.8,29.98,30.0774,0,0,13,4909500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760572800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760572800000.json,2025-10-15,4.31,,2025-10-15 22:17:00-07:00
1760590920000,0.0,0.0,0,0,1,356,55.9,79,49.48,55.9,29.98,30.0774,0,0,13,4909500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760572800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760572800000.json,2025-10-15,,,2025-10-15 22:02:00-07:00
1760590020000,0.0,2.4606,0,0,1,356,56.1,78,49.33,56.1,29.98,30.0773,0,0,13,4909500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760572800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760572800000.json,2025-10-15,,,2025-10-15 21:47:00-07:00
1760589120000,0.0,1.5659,0,0,1,356,56.5,77,49.38,56.5,29.98,30.0772,0,0,13,4909500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760572800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760572800000.json,2025-10-15,,,2025-10-15 21:32:00-07:00
1760588220000,0.0,1.3422,0,0,1,356,57.0,75,49.15,57.0,29.98,30.0772,0,0,13,4909500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760572800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760572800000.json,2025-10-15,4.32,,2025-10-15 21:17:00-07:00
1760587320000,0.0,1.5659,0,0,1,356,57.4,74,49.18,57.4,29.98,30.0771,0,0,13,4909500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760572800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760572800000.json,2025-10-15,,,2025-10-15 21:02:00-07:00
1760586420000,0.2237,2.2369,0,0,1,356,57.9,73,49.3,57.9,29.97,30.067,0,0,13,4909500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760572800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760572800000.json,2025-10-15,,,2025-10-15 20:47:00-07:00
1760585520000,0.0,0.0,0,0,1,356,58.8,72,49.79,58.8,29.97,30.0668,0,0,13,4909500,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760572800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760572800000.json,2025-10-15,,,2025-10-15 20:32:00-07:00
