dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,local_time
1760942820000,0.4474,1.5659,0,0,1,217,59.5,95,4.3,58.07,59.5,30.02,30.1168,0,0,34,5020200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760918400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760918400000.json,2025-10-19,2025-10-19 23:47:00-07:00
1760941920000,0.4474,1.7895,0,0,1,217,59.0,96,,57.86,59.0,30.02,30.1169,0,0,34,5020200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760918400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760918400000.json,2025-10-19,2025-10-19 23:32:00-07:00
1760941020000,0.6711,1.5659,0,0,1,217,58.5,96,,57.36,58.5,30.02,30.117,0,0,34,5020200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760918400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760918400000.json,2025-10-19,2025-10-19 23:17:00-07:00
1760940120000,0.0,0.0,0,0,1,217,58.1,96,,56.96,58.1,30.02,30.1171,0,0,34,5020200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760918400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760918400000.json,2025-10-19,2025-10-19 23:02:00-07:00
1760939220000,0.0,0.0,0,0,1,217,57.9,95,4.3,56.48,57.9,30.02,30.1171,0,0,34,5020200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760918400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760918400000.json,2025-10-19,2025-10-19 22:47:00-07:00
1760938320000,0.0,0.0,0,0,1,217,57.9,95,,56.48,57.9,30.01,30.1071,0,0,34,5020200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760918400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760918400000.json,2025-10-19,2025-10-19 22:32:00-07:00
1760937420000,0.0,0.0,0,0,1,217,57.9,95,,56.48,57.9,30.01,30.1071,0,0,34,5020200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760918400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760918400000.json,2025-10-19,2025-10-19 22:17:00-07:00
1760936520000,0.0,0.0,0,0,1,217,58.3,95,,56.87,58.3,30.01,30.107,0,0,34,5020200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760918400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760918400000.json,2025-10-19,2025-10-19 22:02:00-07:00
1760935620000,0.0,0.0,0,0,1,217,58.6,95,4.31,57.17,58.6,30.01,30.107,0,0,34,5020200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760918400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760918400000.json,2025-10-19,2025-10-19 21:47:00-07:00
1760934720000,0.0,0.0,0,0,1,217,58.8,94,,57.08,58.8,30.01,30.1069,0,0,34,5020200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760918400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760918400000.json,2025-10-19,2025-10-19 21:32:00-07:00
1760933820000,0.0,0.0,0,0,1,217,58.8,94,,57.08,58.8,30.01,30.1069,0,0,34,5020200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760918400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760918400000.json,2025-10-19,2025-10-19 21:17:00-07:00
1760932920000,0.0,0.0,0,0,1,217,58.8,93,,56.78,58.8,30.01,30.1069,0,0,34,5020200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760918400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760918400000.json,2025-10-19,2025-10-19 21:02:00-07:00
1760932020000,0.0,0.0,0,0,1,217,58.8,93,4.32,56.78,58.8,30.01,30.1069,0,0,34,5020200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760918400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760918400000.json,2025-10-19,2025-10-19 20:47:00-07:00
1760931120000,0.0,0.0,0,0,1,217,59.0,92,,56.68,59.0,30.01,30.1069,0,0,34,5020200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760918400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760918400000.json,2025-10-19,2025-10-19 20:32:00-07:00
1760930220000,0.0,0.0,0,0,1,217,59.5,93,,57.47,59.5,30.0,30.0968,0,0,34,5020200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760918400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760918400000.json,2025-10-19,2025-10-19 20:17:00-07:00
1760929320000,0.0,0.0,0,0,1,217,60.1,93,,58.07,60.1,30.0,30.0966,0,0,34,5020200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760918400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760918400000.json,2025-10-19,2025-10-19 20:02:00-07:00
1760928420000,0.0,0.0,0,0,1,217,60.4,92,4.32,58.06,60.4,29.99,30.0866,0,0,34,5020200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760918400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760918400000.json,2025-10-19,2025-10-19 19:47:00-07:00
1760927520000,0.0,0.0,0,0,1,217,61.0,91,,58.35,61.0,29.99,30.0864,0,0,34,5020200,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760918400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760918400000.json,2025-10-19,2025-10-19 19:32:00-07:00
