dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,local_time
1759214820000,0.0,0.0,0,0,1,230,61.2,85,4.25,56.65,61.2,29.96,30.0563,0,0,0,2972700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-29,2025-09-29 23:47:00-07:00
1759213920000,0.0,0.0,0,0,1,230,61.5,85,,56.95,61.5,29.95,30.0462,0,0,0,2972700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-29,2025-09-29 23:32:00-07:00
1759213020000,0.0,0.0,0,0,1,230,61.9,85,,57.34,61.9,29.95,30.0461,0,0,0,2972700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-29,2025-09-29 23:17:00-07:00
1759212120000,0.0,0.0,0,0,1,230,61.9,84,,57.01,61.9,29.95,30.0461,0,0,0,2972700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-29,2025-09-29 23:02:00-07:00
1759211220000,0.0,0.0,0,0,1,230,61.7,84,4.26,56.81,61.7,29.95,30.0462,0,0,0,2972700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-29,2025-09-29 22:47:00-07:00
1759210320000,0.0,1.5659,0,0,1,230,61.7,85,,57.14,61.7,29.95,30.0462,0,0,0,2972700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-29,2025-09-29 22:32:00-07:00
1759209420000,0.0,0.0,0,0,1,230,62.1,84,,57.2,62.1,29.95,30.0461,0,0,0,2972700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-29,2025-09-29 22:17:00-07:00
1759208520000,0.0,0.0,0,0,1,230,62.1,83,,56.87,62.1,29.96,30.0561,0,0,0,2972700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-29,2025-09-29 22:02:00-07:00
1759207620000,0.0,0.0,0,0,1,230,62.2,82,4.25,56.63,62.2,29.95,30.0461,0,0,0,2972700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-29,2025-09-29 21:47:00-07:00
1759206720000,0.0,0.0,0,0,1,230,62.6,82,,57.02,62.6,29.95,30.046,0,0,0,2972700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-29,2025-09-29 21:32:00-07:00
1759205820000,0.0,0.0,0,0,1,230,62.8,81,,56.88,62.8,29.95,30.046,0,0,0,2972700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1759190400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1759190400000.json,2025-09-29,2025-09-29 21:17:00-07:00
