dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,feelsLike,dewPoint,passkey,time,loc,date,batt1volts,local_time
1741419900000,0.0,0.0,0,0,1,5,45.5,78,30.18,30.28,0,0,2,7505100,America/Los_Angeles,True,45.5,39.05,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,,2025-03-07 23:45:00-08:00
1741419000000,0.0,0.0,0,0,1,5,45.7,78,30.18,30.28,0,0,2,7505100,America/Los_Angeles,True,45.7,39.24,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,,2025-03-07 23:30:00-08:00
1741418100000,0.2237,1.5659,0,0,1,5,45.9,78,30.18,30.28,0,0,2,7505100,America/Los_Angeles,True,45.9,39.43,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,4.04,2025-03-07 23:15:00-08:00
1741417200000,0.0,0.0,0,0,1,5,46.4,78,30.18,30.2799,0,0,2,7505100,America/Los_Angeles,True,46.4,39.92,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,,2025-03-07 23:00:00-08:00
1741416300000,0.0,0.0,0,0,1,5,47.1,78,30.18,30.2797,0,0,2,7505100,America/Los_Angeles,True,47.1,40.6,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,,2025-03-07 22:45:00-08:00
1741415400000,0.0,0.0,0,0,1,5,47.8,77,30.17,30.2695,0,0,2,7505100,America/Los_Angeles,True,47.8,40.95,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,,2025-03-07 22:30:00-08:00
1741414500000,0.0,0.0,0,0,1,5,48.4,75,30.17,30.2694,0,0,2,7505100,America/Los_Angeles,True,48.4,40.85,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,4.05,2025-03-07 22:15:00-08:00
1741413600000,0.2237,2.0132,0,0,1,5,49.5,71,30.17,30.2692,0,0,2,7505100,America/Los_Angeles,True,49.5,40.49,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,,2025-03-07 22:00:00-08:00
1741412700000,0.0,1.7895,0,0,1,5,50.2,69,30.16,30.259,0,0,2,7505100,America/Los_Angeles,True,50.2,40.43,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,,2025-03-07 21:45:00-08:00
1741411800000,0.0,1.1185,0,0,1,5,50.9,67,30.16,30.2589,0,0,2,7505100,America/Los_Angeles,True,50.9,40.34,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,,2025-03-07 21:30:00-08:00
1741410900000,0.0,1.3422,0,0,1,5,52.9,63,30.16,30.2585,0,0,2,7505100,America/Los_Angeles,True,52.9,40.65,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,4.05,2025-03-07 21:15:00-08:00
1741410000000,2.0132,3.5791,0,0,1,5,54.3,58,30.15,30.2482,0,0,2,7505100,America/Los_Angeles,True,54.3,39.84,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,,2025-03-07 21:00:00-08:00
1741409100000,2.6843,5.816,0,0,1,5,53.6,59,30.15,30.2484,0,0,2,7505100,America/Los_Angeles,True,53.6,39.62,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,,2025-03-07 20:45:00-08:00
1741408200000,2.0132,4.2502,0,0,1,5,52.5,65,30.14,30.2385,0,0,2,7505100,America/Los_Angeles,True,52.5,41.08,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,,2025-03-07 20:30:00-08:00
1741407300000,0.2237,2.908,0,0,1,5,53.4,66,30.14,30.2384,0,0,2,7505100,America/Los_Angeles,True,53.4,42.33,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,4.05,2025-03-07 20:15:00-08:00
1741406400000,0.8948,2.908,0,0,1,5,54.7,63,30.14,30.2381,0,0,2,7505100,America/Los_Angeles,True,54.7,42.35,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,,2025-03-07 20:00:00-08:00
1741405500000,2.6843,5.816,0,0,1,5,54.9,65,30.14,30.2381,0,0,2,7505100,America/Los_Angeles,True,54.9,43.36,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,,2025-03-07 19:45:00-08:00
1741404600000,0.8948,4.6976,0,0,1,5,55.2,67,30.13,30.228,0,0,2,7505100,America/Los_Angeles,True,55.2,44.44,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,,2025-03-07 19:30:00-08:00
1741403700000,2.6843,5.3686,0,0,1,5,55.8,67,30.13,30.2279,0,0,2,7505100,America/Los_Angeles,True,55.8,45.01,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,4.06,2025-03-07 19:15:00-08:00
1741402800000,1.5659,4.9213,0,0,1,5,56.1,67,30.12,30.2178,0,0,2,7505100,America/Los_Angeles,True,56.1,45.29,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,,2025-03-07 19:00:00-08:00
1741401900000,3.1317,6.2634,0,0,1,5,56.7,67,30.11,30.2076,0,0,2,7505100,America/Los_Angeles,True,56.7,45.87,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,,2025-03-07 18:45:00-08:00
1741401000000,1.7895,8.2767,0,0,1,3,57.2,66,30.11,30.2075,0,0,2,7505100,America/Los_Angeles,True,57.2,45.94,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,,2025-03-07 18:30:00-08:00
1741400100000,0.6711,4.0265,0,0,1,205,57.9,64,30.11,30.2074,0,0,2,7505100,America/Los_Angeles,True,57.9,45.8,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,4.06,2025-03-07 18:15:00-08:00
1741399200000,2.0132,5.5923,0,0,1,335,58.5,63,30.09,30.1872,1,180,2,7505100,America/Los_Angeles,True,58.5,45.95,184b25e1e4b0679445bdc4f9f9a9c3f0,1741392000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741392000000.json,2025-03-07,,2025-03-07 18:00:00-08:00
