dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,batt1volts,lastRain,local_time
1753685220000,0.0,1.1185,0,0,1,146,61.5,91,58.85,61.5,30.0,30.0964,0,0,400,7201800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753660800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753660800000.json,2025-07-27,,,2025-07-27 23:47:00-07:00
1753684320000,0.0,0.0,0,0,1,146,61.5,91,58.85,61.5,30.0,30.0964,0,0,400,7201800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753660800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753660800000.json,2025-07-27,,,2025-07-27 23:32:00-07:00
1753683420000,0.0,1.3422,0,0,1,146,61.5,91,58.85,61.5,30.0,30.0964,0,0,400,7201800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753660800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753660800000.json,2025-07-27,,,2025-07-27 23:17:00-07:00
1753682520000,0.0,2.0132,0,0,1,146,61.7,91,59.04,61.7,30.0,30.0963,0,0,400,7201800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753660800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753660800000.json,2025-07-27,4.31,,2025-07-27 23:02:00-07:00
1753681620000,0.0,1.5659,0,0,1,146,61.7,91,59.04,61.7,30.0,30.0963,0,0,400,7201800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753660800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753660800000.json,2025-07-27,,,2025-07-27 22:47:00-07:00
1753680720000,0.0,1.1185,0,0,1,146,61.7,91,59.04,61.7,30.0,30.0963,0,0,400,7201800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753660800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753660800000.json,2025-07-27,,,2025-07-27 22:32:00-07:00
1753679820000,0.0,0.8948,0,0,1,146,61.9,90,58.93,61.9,29.99,30.0863,0,0,400,7201800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753660800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753660800000.json,2025-07-27,,,2025-07-27 22:17:00-07:00
1753678920000,0.0,2.2369,0,0,1,146,62.1,90,59.13,62.1,29.99,30.0862,0,0,400,7201800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753660800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753660800000.json,2025-07-27,4.31,,2025-07-27 22:02:00-07:00
1753678020000,0.0,1.5659,0,0,1,146,62.1,90,59.13,62.1,29.98,30.0762,0,0,400,7201800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753660800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753660800000.json,2025-07-27,,,2025-07-27 21:47:00-07:00
1753677120000,0.0,0.0,0,0,1,146,62.2,90,59.23,62.2,29.98,30.0762,0,0,400,7201800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753660800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753660800000.json,2025-07-27,,,2025-07-27 21:32:00-07:00
1753676220000,0.0,1.5659,0,0,1,155,62.2,89,58.91,62.2,29.98,30.0762,0,0,400,7201800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753660800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753660800000.json,2025-07-27,,,2025-07-27 21:17:00-07:00
1753675320000,0.6711,1.5659,0,0,1,204,62.6,87,58.67,62.6,29.97,30.0661,0,0,400,7201800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753660800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753660800000.json,2025-07-27,4.31,,2025-07-27 21:02:00-07:00
1753674420000,0.0,1.3422,0,0,1,204,62.8,86,58.55,62.8,29.96,30.056,0,0,400,7201800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753660800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753660800000.json,2025-07-27,,,2025-07-27 20:47:00-07:00
1753673520000,0.0,0.0,0,0,1,204,62.8,86,58.55,62.8,29.96,30.056,0,0,400,7201800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753660800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753660800000.json,2025-07-27,,,2025-07-27 20:32:00-07:00
1753672620000,0.0,0.0,0,0,1,204,63.1,85,58.51,63.1,29.95,30.0459,0,0,400,7201800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753660800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753660800000.json,2025-07-27,,,2025-07-27 20:17:00-07:00
