dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,lastRain,local_time
1761029220000,0.0,0.0,0,0,1,217,56.7,97,4.3,55.86,56.7,30.06,30.1575,0,0,39,5039100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761004800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761004800000.json,2025-10-20,,2025-10-20 23:47:00-07:00
1761028320000,0.0,0.0,0,0,1,217,57.0,96,,55.87,57.0,30.06,30.1574,0,0,39,5039100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761004800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761004800000.json,2025-10-20,,2025-10-20 23:32:00-07:00
1761027420000,0.0,0.0,0,0,1,217,57.2,96,,56.07,57.2,30.06,30.1574,0,0,39,5039100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761004800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761004800000.json,2025-10-20,,2025-10-20 23:17:00-07:00
1761026520000,0.0,0.0,0,0,1,217,57.4,96,,56.27,57.4,30.06,30.1573,0,0,39,5039100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761004800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761004800000.json,2025-10-20,,2025-10-20 23:02:00-07:00
1761025620000,0.0,0.0,0,0,1,217,57.6,96,4.31,56.47,57.6,30.06,30.1573,0,0,39,5039100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761004800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761004800000.json,2025-10-20,,2025-10-20 22:47:00-07:00
1761024720000,0.0,0.0,0,0,1,217,57.9,96,,56.77,57.9,30.05,30.1472,0,0,39,5039100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761004800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761004800000.json,2025-10-20,,2025-10-20 22:32:00-07:00
1761023820000,0.0,0.0,0,0,1,217,58.1,95,,56.67,58.1,30.05,30.1472,0,0,39,5039100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761004800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761004800000.json,2025-10-20,,2025-10-20 22:17:00-07:00
1761022920000,0.0,0.0,0,0,1,217,58.5,95,,57.07,58.5,30.05,30.1471,0,0,39,5039100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761004800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761004800000.json,2025-10-20,,2025-10-20 22:02:00-07:00
1761022020000,0.0,0.0,0,0,1,217,58.8,95,4.31,57.37,58.8,30.05,30.147,0,0,39,5039100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761004800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761004800000.json,2025-10-20,,2025-10-20 21:47:00-07:00
1761021120000,0.0,0.0,0,0,1,217,59.2,95,,57.77,59.2,30.05,30.147,0,0,39,5039100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761004800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761004800000.json,2025-10-20,,2025-10-20 21:32:00-07:00
1761020220000,0.0,0.0,0,0,1,217,59.7,94,,57.97,59.7,30.05,30.1469,0,0,39,5039100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761004800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761004800000.json,2025-10-20,,2025-10-20 21:17:00-07:00
1761019320000,0.2237,1.3422,0,0,1,217,60.3,94,,58.56,60.3,30.05,30.1468,0,0,39,5039100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761004800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761004800000.json,2025-10-20,,2025-10-20 21:02:00-07:00
1761018420000,0.0,0.0,0,0,1,217,60.8,94,4.32,59.06,60.8,30.04,30.1366,0,0,39,5039100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761004800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761004800000.json,2025-10-20,,2025-10-20 20:47:00-07:00
1761017520000,0.0,0.0,0,0,1,217,61.3,94,,59.56,61.3,30.04,30.1365,0,0,39,5039100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761004800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761004800000.json,2025-10-20,,2025-10-20 20:32:00-07:00
1761016620000,0.0,0.0,0,0,1,217,61.9,94,,60.15,61.9,30.04,30.1364,0,0,39,5039100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761004800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761004800000.json,2025-10-20,,2025-10-20 20:17:00-07:00
1761015720000,0.8948,2.2369,0,0,1,217,62.1,93,,60.05,62.1,30.04,30.1364,0,0,39,5039100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761004800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761004800000.json,2025-10-20,,2025-10-20 20:02:00-07:00
