dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,batt1volts,lastRain,local_time
1758955620000,0.0,0.0,0,0,1,211,65.8,92,63.41,65.8,29.9,29.9953,0,0,0,3530700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758931200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758931200000.json,2025-09-26,,,2025-09-26 23:47:00-07:00
1758954720000,0.0,0.0,0,0,1,211,65.8,92,63.41,65.8,29.9,29.9953,0,0,0,3530700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758931200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758931200000.json,2025-09-26,,,2025-09-26 23:32:00-07:00
1758953820000,0.0,0.0,0,0,1,211,65.8,92,63.41,65.8,29.9,29.9953,0,0,0,3530700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758931200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758931200000.json,2025-09-26,,,2025-09-26 23:17:00-07:00
1758952920000,0.0,0.0,0,0,1,211,66.0,92,63.61,66.0,29.9,29.9952,0,0,0,3530700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758931200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758931200000.json,2025-09-26,4.28,,2025-09-26 23:02:00-07:00
1758952020000,0.0,0.0,0,0,1,211,66.0,92,63.61,66.0,29.9,29.9952,0,0,0,3530700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758931200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758931200000.json,2025-09-26,,,2025-09-26 22:47:00-07:00
1758951120000,0.0,0.0,0,0,1,211,66.0,92,63.61,66.0,29.89,29.9852,0,0,0,3530700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758931200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758931200000.json,2025-09-26,,,2025-09-26 22:32:00-07:00
1758950220000,0.4474,1.3422,0,0,1,211,66.0,92,63.61,66.0,29.89,29.9852,0,0,0,3530700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758931200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758931200000.json,2025-09-26,,,2025-09-26 22:17:00-07:00
1758949320000,0.4474,1.3422,0,0,1,211,66.0,92,63.61,66.0,29.89,29.9852,0,0,0,3530700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758931200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758931200000.json,2025-09-26,4.28,,2025-09-26 22:02:00-07:00
1758948420000,0.0,0.0,0,0,1,211,66.0,92,63.61,66.0,29.89,29.9852,0,0,0,3530700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758931200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758931200000.json,2025-09-26,,,2025-09-26 21:47:00-07:00
1758947520000,0.0,0.0,0,0,1,211,66.0,92,63.61,66.0,29.88,29.9752,0,0,0,3530700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758931200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758931200000.json,2025-09-26,,,2025-09-26 21:32:00-07:00
