dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,lastRain,local_time
1755326820000,0.0,0.0,0,0,1,216,59.4,93,4.28,57.37,59.4,29.98,30.0767,0,0,32,3698100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755302400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755302400000.json,2025-08-15,,2025-08-15 23:47:00-07:00
1755325920000,0.0,0.0,0,0,1,216,59.5,93,,57.47,59.5,29.97,30.0667,0,0,32,3698100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755302400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755302400000.json,2025-08-15,,2025-08-15 23:32:00-07:00
1755325020000,0.0,0.0,0,0,1,216,59.5,93,,57.47,59.5,29.97,30.0667,0,0,32,3698100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755302400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755302400000.json,2025-08-15,,2025-08-15 23:17:00-07:00
1755324120000,0.0,0.0,0,0,1,216,59.5,92,,57.17,59.5,29.97,30.0667,0,0,32,3698100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755302400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755302400000.json,2025-08-15,,2025-08-15 23:02:00-07:00
1755323220000,0.2237,2.4606,0,0,1,216,60.1,92,4.28,57.77,60.1,29.97,30.0665,0,0,32,3698100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755302400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755302400000.json,2025-08-15,,2025-08-15 22:47:00-07:00
1755322320000,0.0,0.0,0,0,1,216,60.8,93,,58.76,60.8,29.97,30.0664,0,0,32,3698100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755302400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755302400000.json,2025-08-15,,2025-08-15 22:32:00-07:00
1755321420000,0.0,0.0,0,0,1,216,61.2,93,,59.16,61.2,29.97,30.0663,0,0,32,3698100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755302400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755302400000.json,2025-08-15,,2025-08-15 22:17:00-07:00
1755320520000,0.0,0.0,0,0,1,216,61.5,93,,59.45,61.5,29.97,30.0663,0,0,32,3698100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755302400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755302400000.json,2025-08-15,,2025-08-15 22:02:00-07:00
1755319620000,0.0,0.0,0,0,1,216,61.9,93,4.28,59.85,61.9,29.97,30.0662,0,0,32,3698100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755302400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755302400000.json,2025-08-15,,2025-08-15 21:47:00-07:00
1755318720000,0.0,0.0,0,0,1,216,62.4,92,,60.04,62.4,29.97,30.0661,0,0,32,3698100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755302400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755302400000.json,2025-08-15,,2025-08-15 21:32:00-07:00
1755317820000,0.0,0.0,0,0,1,216,62.8,92,,60.44,62.8,29.96,30.056,0,0,32,3698100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755302400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755302400000.json,2025-08-15,,2025-08-15 21:17:00-07:00
1755316920000,0.0,0.0,0,0,1,216,63.0,92,,60.64,63.0,29.96,30.056,0,0,32,3698100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755302400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755302400000.json,2025-08-15,,2025-08-15 21:02:00-07:00
1755316020000,0.0,1.5659,0,0,1,216,63.1,91,4.28,60.43,63.1,29.96,30.056,0,0,32,3698100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755302400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755302400000.json,2025-08-15,,2025-08-15 20:47:00-07:00
