dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,feelsLike,dewPoint,passkey,time,loc,date,batt1volts,local_time
1741675500000,0.0,2.0132,0,0,1,112,54.7,60,29.89,29.9873,0,0,5,7341300,America/Los_Angeles,True,54.7,41.09,184b25e1e4b0679445bdc4f9f9a9c3f0,1741651200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741651200000.json,2025-03-10,,2025-03-10 23:45:00-07:00
1741674600000,0.0,1.5659,0,0,1,112,54.9,61,29.88,29.9772,0,0,5,7341300,America/Los_Angeles,True,54.9,41.71,184b25e1e4b0679445bdc4f9f9a9c3f0,1741651200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741651200000.json,2025-03-10,,2025-03-10 23:30:00-07:00
1741673700000,0.4474,2.4606,0,0,1,112,54.5,66,29.87,29.9673,0,0,5,7341300,America/Los_Angeles,True,54.5,43.38,184b25e1e4b0679445bdc4f9f9a9c3f0,1741651200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741651200000.json,2025-03-10,4.02,2025-03-10 23:15:00-07:00
1741672800000,1.3422,2.4606,0,0,1,112,54.3,69,29.86,29.9573,0,0,5,7341300,America/Los_Angeles,True,54.3,44.35,184b25e1e4b0679445bdc4f9f9a9c3f0,1741651200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741651200000.json,2025-03-10,,2025-03-10 23:00:00-07:00
1741671900000,0.6711,1.7895,0,0,1,112,53.4,62,29.85,29.9474,0,0,5,7341300,America/Los_Angeles,True,53.4,40.71,184b25e1e4b0679445bdc4f9f9a9c3f0,1741651200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741651200000.json,2025-03-10,,2025-03-10 22:45:00-07:00
1741671000000,0.0,0.0,0,0,1,112,53.1,54,29.84,29.9374,0,0,5,7341300,America/Los_Angeles,True,53.1,36.9,184b25e1e4b0679445bdc4f9f9a9c3f0,1741651200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741651200000.json,2025-03-10,,2025-03-10 22:30:00-07:00
1741670100000,0.0,0.0,0,0,1,112,53.8,51,29.83,29.9273,0,0,5,7341300,America/Los_Angeles,True,53.8,36.1,184b25e1e4b0679445bdc4f9f9a9c3f0,1741651200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741651200000.json,2025-03-10,4.03,2025-03-10 22:15:00-07:00
1741669200000,0.0,1.1185,0,0,1,112,54.1,52,29.84,29.9372,0,0,5,7341300,America/Los_Angeles,True,54.1,36.87,184b25e1e4b0679445bdc4f9f9a9c3f0,1741651200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741651200000.json,2025-03-10,,2025-03-10 22:00:00-07:00
1741668300000,0.0,1.1185,0,0,1,116,53.8,59,29.87,29.9674,0,0,5,7341300,America/Los_Angeles,True,53.8,39.81,184b25e1e4b0679445bdc4f9f9a9c3f0,1741651200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741651200000.json,2025-03-10,,2025-03-10 21:45:00-07:00
1741667400000,0.0,1.5659,0,0,1,129,53.8,61,29.89,29.9875,0,0,5,7341300,America/Los_Angeles,True,53.8,40.67,184b25e1e4b0679445bdc4f9f9a9c3f0,1741651200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741651200000.json,2025-03-10,,2025-03-10 21:30:00-07:00
