dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,batt1volts,lastRain,local_time
1758350820000,0.0,0.0,0.0,0,1,233,66.2,94,64.42,66.2,29.93,30.0253,0,0,0,3708900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758326400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758326400000.json,2025-09-19,,,2025-09-19 23:47:00-07:00
1758349920000,0.0,0.0,0.0,0,1,233,66.2,94,64.42,66.2,29.93,30.0253,0,0,0,3708900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758326400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758326400000.json,2025-09-19,,,2025-09-19 23:32:00-07:00
1758349020000,0.0,0.0,0.0,0,1,233,66.4,94,64.62,66.4,29.93,30.0253,0,0,0,3708900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758326400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758326400000.json,2025-09-19,4.28,,2025-09-19 23:17:00-07:00
1758348120000,0.0,0.0,0.0,0,1,233,66.4,93,64.31,66.4,29.92,30.0152,0,0,0,3708900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758326400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758326400000.json,2025-09-19,,,2025-09-19 23:02:00-07:00
1758347220000,0.0,0.0,0.0,0,1,233,66.7,92,64.3,66.7,29.92,30.0152,0,0,0,3708900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758326400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758326400000.json,2025-09-19,,,2025-09-19 22:47:00-07:00
1758346320000,0.0,0.0,0.0,0,1,233,67.1,92,64.69,67.1,29.92,30.0151,0,0,0,3708900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758326400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758326400000.json,2025-09-19,,,2025-09-19 22:32:00-07:00
1758345420000,0.0,1.1185,0.0,0,1,233,67.1,92,64.69,67.1,29.92,30.0151,0,0,0,3708900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758326400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758326400000.json,2025-09-19,4.28,,2025-09-19 22:17:00-07:00
1758344520000,0.6711,1.3422,0.0,0,1,233,66.9,93,64.81,66.9,29.92,30.0151,0,0,0,3708900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758326400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758326400000.json,2025-09-19,,,2025-09-19 22:02:00-07:00
1758343620000,0.0,0.0,0.0,0,1,233,66.4,94,64.62,66.4,29.92,30.0152,0,0,0,3708900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758326400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758326400000.json,2025-09-19,,,2025-09-19 21:47:00-07:00
1758342720000,0.0,0.0,0.0,0,1,233,66.0,94,64.22,66.0,29.93,30.0253,0,0,0,3708900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758326400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758326400000.json,2025-09-19,,,2025-09-19 21:32:00-07:00
1758341820000,0.0,0.0,0.0,0,1,233,66.0,94,64.22,66.0,29.93,30.0253,0,0,0,3708900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758326400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758326400000.json,2025-09-19,4.29,,2025-09-19 21:17:00-07:00
1758340920000,0.0,0.0,0.0,0,1,233,66.2,93,64.11,66.2,29.92,30.0153,0,0,0,3708900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758326400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758326400000.json,2025-09-19,,,2025-09-19 21:02:00-07:00
1758340020000,0.2237,1.3422,0.0,0,1,233,66.2,93,64.11,66.2,29.91,30.0052,0,0,0,3708900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1758326400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1758326400000.json,2025-09-19,,,2025-09-19 20:47:00-07:00
