dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,lastRain,local_time
1761374820000,2.4606,3.5791,0,0,1,57,58.8,98,4.31,58.24,58.8,29.98,30.0768,0,0,87,4527900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761350400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761350400000.json,2025-10-24,,2025-10-24 23:47:00-07:00
1761373920000,2.4606,3.8028,0,0,1,57,59.2,98,,58.63,59.2,29.98,30.0767,0,0,87,4527900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761350400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761350400000.json,2025-10-24,,2025-10-24 23:32:00-07:00
1761373020000,1.7895,3.5791,0,0,1,57,59.2,98,,58.63,59.2,29.98,30.0767,0,0,87,4527900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761350400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761350400000.json,2025-10-24,,2025-10-24 23:17:00-07:00
1761372120000,1.3422,3.1317,0,0,1,57,59.2,97,,58.35,59.2,29.98,30.0767,0,0,87,4527900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761350400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761350400000.json,2025-10-24,,2025-10-24 23:02:00-07:00
1761371220000,0.0,0.0,0,0,1,57,59.0,97,4.31,58.15,59.0,29.98,30.0768,0,0,87,4527900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761350400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761350400000.json,2025-10-24,,2025-10-24 22:47:00-07:00
1761370320000,0.0,0.0,0,0,1,57,58.6,97,,57.75,58.6,29.98,30.0769,0,0,87,4527900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761350400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761350400000.json,2025-10-24,,2025-10-24 22:32:00-07:00
1761369420000,0.0,0.0,0,0,1,57,58.3,97,,57.45,58.3,29.98,30.0769,0,0,87,4527900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761350400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761350400000.json,2025-10-24,,2025-10-24 22:17:00-07:00
1761368520000,0.0,0.0,0,0,1,57,57.2,96,,56.07,57.2,29.97,30.0671,0,0,87,4527900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761350400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761350400000.json,2025-10-24,,2025-10-24 22:02:00-07:00
1761367620000,0.0,2.0132,0,0,1,57,56.5,96,4.31,55.37,56.5,29.97,30.0672,0,0,87,4527900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761350400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761350400000.json,2025-10-24,,2025-10-24 21:47:00-07:00
1761366720000,0.0,0.0,0,0,1,57,56.1,95,,54.69,56.1,29.97,30.0673,0,0,87,4527900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761350400000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761350400000.json,2025-10-24,,2025-10-24 21:32:00-07:00
