dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,lastRain,local_time
1761720420000,0.0,0.0,0,0,1,193,57.6,88,4.3,54.07,57.6,30.02,30.1172,0,0,41,4581900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-28,,2025-10-28 23:47:00-07:00
1761719520000,0.0,0.0,0,0,1,193,57.9,87,,54.05,57.9,30.02,30.1171,0,0,41,4581900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-28,,2025-10-28 23:32:00-07:00
1761718620000,0.0,0.0,0,0,1,193,58.3,86,,54.13,58.3,30.02,30.117,0,0,41,4581900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-28,,2025-10-28 23:17:00-07:00
1761717720000,0.0,1.5659,0,0,1,193,58.8,86,,54.62,58.8,30.02,30.1169,0,0,41,4581900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-28,,2025-10-28 23:02:00-07:00
1761716820000,0.0,0.0,0,0,1,193,59.7,86,4.27,55.5,59.7,30.02,30.1168,0,0,41,4581900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-28,,2025-10-28 22:47:00-07:00
1761715920000,0.0,0.0,0,0,1,193,59.9,87,,56.02,59.9,30.02,30.1167,0,0,41,4581900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-28,,2025-10-28 22:32:00-07:00
1761715020000,0.0,0.0,0,0,1,193,60.1,87,,56.22,60.1,30.01,30.1067,0,0,41,4581900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-28,,2025-10-28 22:17:00-07:00
1761714120000,0.0,0.0,0,0,1,193,60.3,86,,56.09,60.3,30.01,30.1066,0,0,41,4581900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-28,,2025-10-28 22:02:00-07:00
1761713220000,0.0,0.0,0,0,1,193,61.0,85,4.32,56.45,61.0,30.01,30.1065,0,0,41,4581900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-28,,2025-10-28 21:47:00-07:00
1761712320000,0.0,0.0,0,0,1,193,61.7,85,,57.14,61.7,30.01,30.1064,0,0,41,4581900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1761696000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1761696000000.json,2025-10-28,,2025-10-28 21:32:00-07:00
