dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,feelsLike,dewPoint,passkey,time,loc,date,batt1volts,local_time
1741160700000,0.0,0.0,0,0,1,233,47.3,91,30.08,30.1793,0,0,0,6793200,America/Los_Angeles,True,47.3,44.81,184b25e1e4b0679445bdc4f9f9a9c3f0,1741132800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741132800000.json,2025-03-04,,2025-03-04 23:45:00-08:00
1741159800000,0.0,0.0,0,0,1,233,47.3,91,30.09,30.1894,0,0,0,6793200,America/Los_Angeles,True,47.3,44.81,184b25e1e4b0679445bdc4f9f9a9c3f0,1741132800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741132800000.json,2025-03-04,4.06,2025-03-04 23:30:00-08:00
1741158900000,0.0,0.0,0,0,1,233,47.5,90,30.09,30.1893,0,0,0,6793200,America/Los_Angeles,True,47.5,44.71,184b25e1e4b0679445bdc4f9f9a9c3f0,1741132800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741132800000.json,2025-03-04,,2025-03-04 23:15:00-08:00
1741158000000,0.0,0.0,0,0,1,233,47.7,88,30.1,30.1993,0,0,0,6793200,America/Los_Angeles,True,47.7,44.32,184b25e1e4b0679445bdc4f9f9a9c3f0,1741132800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741132800000.json,2025-03-04,,2025-03-04 23:00:00-08:00
1741157100000,0.0,0.0,0,0,1,233,47.8,88,30.1,30.1993,0,0,0,6793200,America/Los_Angeles,True,47.8,44.42,184b25e1e4b0679445bdc4f9f9a9c3f0,1741132800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741132800000.json,2025-03-04,,2025-03-04 22:45:00-08:00
1741156200000,0.0,0.0,0,0,1,233,48.0,89,30.1,30.1993,0,0,0,6793200,America/Los_Angeles,True,48.0,44.91,184b25e1e4b0679445bdc4f9f9a9c3f0,1741132800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741132800000.json,2025-03-04,4.06,2025-03-04 22:30:00-08:00
1741155300000,0.0,0.0,0,0,1,233,48.2,88,30.11,30.2093,0,0,0,6793200,America/Los_Angeles,True,48.2,44.81,184b25e1e4b0679445bdc4f9f9a9c3f0,1741132800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741132800000.json,2025-03-04,,2025-03-04 22:15:00-08:00
1741154400000,0.0,0.0,0,0,1,233,48.6,86,30.1,30.1992,0,0,0,6793200,America/Los_Angeles,True,48.6,44.6,184b25e1e4b0679445bdc4f9f9a9c3f0,1741132800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741132800000.json,2025-03-04,,2025-03-04 22:00:00-08:00
1741153500000,0.0,0.0,0,0,1,233,48.9,86,30.1,30.1991,0,0,0,6793200,America/Los_Angeles,True,48.9,44.9,184b25e1e4b0679445bdc4f9f9a9c3f0,1741132800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741132800000.json,2025-03-04,,2025-03-04 21:45:00-08:00
1741152600000,0.0,0.0,0,0,1,233,49.5,86,30.09,30.1889,0,0,0,6793200,America/Los_Angeles,True,49.5,45.49,184b25e1e4b0679445bdc4f9f9a9c3f0,1741132800000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741132800000.json,2025-03-04,4.06,2025-03-04 21:30:00-08:00
