dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,feelsLike,dewPoint,passkey,time,loc,date,batt1volts,local_time
1741848300000,0.2237,2.4606,0.13,0,1,212,50.5,98,29.88,29.9781,0,0,23,2679300,America/Los_Angeles,True,50.5,49.96,184b25e1e4b0679445bdc4f9f9a9c3f0,1741824000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741824000000.json,2025-03-12,,2025-03-12 23:45:00-07:00
1741847400000,0.0,0.0,0.22,0,1,212,50.5,97,29.88,29.9781,0,0,23,2679300,America/Los_Angeles,True,50.5,49.68,184b25e1e4b0679445bdc4f9f9a9c3f0,1741824000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741824000000.json,2025-03-12,,2025-03-12 23:30:00-07:00
1741846500000,0.0,0.0,0.28,0,1,212,50.5,97,29.89,29.9881,0,0,23,2679300,America/Los_Angeles,True,50.5,49.68,184b25e1e4b0679445bdc4f9f9a9c3f0,1741824000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741824000000.json,2025-03-12,4.01,2025-03-12 23:15:00-07:00
1741845600000,0.4474,2.4606,0.35,0,1,212,50.7,97,29.9,29.9981,0,0,23,2679300,America/Los_Angeles,True,50.7,49.88,184b25e1e4b0679445bdc4f9f9a9c3f0,1741824000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741824000000.json,2025-03-12,,2025-03-12 23:00:00-07:00
1741844700000,2.2369,4.0265,0.38,0,1,212,51.1,96,29.91,30.008,0,0,23,2679300,America/Los_Angeles,True,51.1,50.0,184b25e1e4b0679445bdc4f9f9a9c3f0,1741824000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741824000000.json,2025-03-12,,2025-03-12 22:45:00-07:00
1741843800000,4.2502,6.9345,0.98,0,1,211,52.9,96,29.9,29.9977,0,0,23,2679300,America/Los_Angeles,True,52.9,51.79,184b25e1e4b0679445bdc4f9f9a9c3f0,1741824000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741824000000.json,2025-03-12,,2025-03-12 22:30:00-07:00
1741842900000,3.1317,6.0397,0.25,0,1,160,54.1,96,29.89,29.9874,0,0,23,2679300,America/Los_Angeles,True,54.1,52.98,184b25e1e4b0679445bdc4f9f9a9c3f0,1741824000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741824000000.json,2025-03-12,4.01,2025-03-12 22:15:00-07:00
1741842000000,3.3554,5.816,0.22,0,1,154,54.1,96,29.89,29.9874,0,0,23,2679300,America/Los_Angeles,True,54.1,52.98,184b25e1e4b0679445bdc4f9f9a9c3f0,1741824000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741824000000.json,2025-03-12,,2025-03-12 22:00:00-07:00
1741841100000,2.6843,6.7108,0.28,0,1,152,54.3,96,29.89,29.9874,0,0,23,2679300,America/Los_Angeles,True,54.3,53.18,184b25e1e4b0679445bdc4f9f9a9c3f0,1741824000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741824000000.json,2025-03-12,,2025-03-12 21:45:00-07:00
1741840200000,3.1317,6.0397,0.16,0,1,154,54.5,95,29.89,29.9873,0,0,23,2679300,America/Los_Angeles,True,54.5,53.1,184b25e1e4b0679445bdc4f9f9a9c3f0,1741824000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741824000000.json,2025-03-12,,2025-03-12 21:30:00-07:00
1741839300000,4.0265,8.7241,0.0,0,1,155,54.7,95,29.89,29.9873,0,0,23,2679300,America/Los_Angeles,True,54.7,53.3,184b25e1e4b0679445bdc4f9f9a9c3f0,1741824000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741824000000.json,2025-03-12,4.01,2025-03-12 21:15:00-07:00
1741838400000,3.3554,6.7108,0.0,0,1,150,54.7,96,29.9,29.9973,0,0,23,2679300,America/Los_Angeles,True,54.7,53.58,184b25e1e4b0679445bdc4f9f9a9c3f0,1741824000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741824000000.json,2025-03-12,,2025-03-12 21:00:00-07:00
1741837500000,3.5791,7.1582,0.0,0,1,154,54.7,95,29.91,30.0074,0,0,23,2679300,America/Los_Angeles,True,54.7,53.3,184b25e1e4b0679445bdc4f9f9a9c3f0,1741824000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741824000000.json,2025-03-12,,2025-03-12 20:45:00-07:00
1741836600000,3.8028,7.1582,0.06,0,1,154,54.9,95,29.91,30.0073,0,0,23,2679300,America/Los_Angeles,True,54.9,53.49,184b25e1e4b0679445bdc4f9f9a9c3f0,1741824000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741824000000.json,2025-03-12,,2025-03-12 20:30:00-07:00
1741835700000,3.3554,6.7108,0.0,0,1,157,54.7,95,29.91,30.0074,0,0,23,2679300,America/Los_Angeles,True,54.7,53.3,184b25e1e4b0679445bdc4f9f9a9c3f0,1741824000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741824000000.json,2025-03-12,4.01,2025-03-12 20:15:00-07:00
1741834800000,1.7895,5.5923,0.0,0,1,129,54.5,95,29.91,30.0074,0,0,23,2679300,America/Los_Angeles,True,54.5,53.1,184b25e1e4b0679445bdc4f9f9a9c3f0,1741824000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741824000000.json,2025-03-12,,2025-03-12 20:00:00-07:00
1741833900000,1.3422,3.8028,0.0,0,1,135,54.5,96,29.92,30.0174,0,0,23,2679300,America/Los_Angeles,True,54.5,53.38,184b25e1e4b0679445bdc4f9f9a9c3f0,1741824000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741824000000.json,2025-03-12,,2025-03-12 19:45:00-07:00
1741833000000,1.5659,5.5923,0.0,0,1,122,54.7,96,29.92,30.0174,0,0,23,2679300,America/Los_Angeles,True,54.7,53.58,184b25e1e4b0679445bdc4f9f9a9c3f0,1741824000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741824000000.json,2025-03-12,,2025-03-12 19:30:00-07:00
1741832100000,1.7895,4.6976,0.0,0,1,163,54.7,95,29.93,30.0274,0,0,23,2679300,America/Los_Angeles,True,54.7,53.3,184b25e1e4b0679445bdc4f9f9a9c3f0,1741824000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1741824000000.json,2025-03-12,4.01,2025-03-12 19:15:00-07:00
