dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,batt1volts,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,lastRain,local_time
1755067620000,0.0,0.0,0,0,1,210,61.5,93,4.33,59.45,61.5,29.91,30.0061,0,0,78,8798400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755043200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755043200000.json,2025-08-12,,2025-08-12 23:47:00-07:00
1755066720000,0.0,0.0,0,0,1,210,61.5,93,,59.45,61.5,29.91,30.0061,0,0,78,8798400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755043200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755043200000.json,2025-08-12,,2025-08-12 23:32:00-07:00
1755065820000,0.0,0.0,0,0,1,210,61.5,93,,59.45,61.5,29.91,30.0061,0,0,78,8798400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755043200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755043200000.json,2025-08-12,,2025-08-12 23:17:00-07:00
1755064920000,0.0,0.0,0,0,1,210,61.5,92,,59.15,61.5,29.91,30.0061,0,0,78,8798400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755043200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755043200000.json,2025-08-12,,2025-08-12 23:02:00-07:00
1755064020000,0.0,0.0,0,0,1,210,61.5,91,4.33,58.85,61.5,29.91,30.0061,0,0,78,8798400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755043200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755043200000.json,2025-08-12,,2025-08-12 22:47:00-07:00
1755063120000,0.0,0.0,0,0,1,210,61.7,90,,58.73,61.7,29.91,30.0061,0,0,78,8798400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755043200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755043200000.json,2025-08-12,,2025-08-12 22:32:00-07:00
1755062220000,0.0,0.0,0,0,1,210,61.9,88,,58.3,61.9,29.91,30.006,0,0,78,8798400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755043200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755043200000.json,2025-08-12,,2025-08-12 22:17:00-07:00
1755061320000,0.0,0.0,0,0,1,210,62.4,87,,58.48,62.4,29.9,29.9959,0,0,78,8798400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755043200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755043200000.json,2025-08-12,,2025-08-12 22:02:00-07:00
1755060420000,0.0,0.0,0,0,1,210,62.8,86,4.33,58.55,62.8,29.9,29.9958,0,0,78,8798400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755043200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755043200000.json,2025-08-12,,2025-08-12 21:47:00-07:00
1755059520000,0.2237,1.3422,0,0,1,210,62.8,86,,58.55,62.8,29.9,29.9958,0,0,78,8798400,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1755043200000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1755043200000.json,2025-08-12,,2025-08-12 21:32:00-07:00
