dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,batt1volts,lastRain,local_time
1760338020000,0.4474,1.5659,0,0,1,346,60.8,78,53.89,60.8,29.68,29.7755,0,0,4,5579100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760313600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760313600000.json,2025-10-12,,,2025-10-12 23:47:00-07:00
1760337120000,0.0,0.0,0,0,1,346,60.1,78,53.21,60.1,29.68,29.7756,0,0,4,5579100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760313600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760313600000.json,2025-10-12,,,2025-10-12 23:32:00-07:00
1760336220000,0.0,1.5659,0,0,1,346,60.4,77,53.15,60.4,29.68,29.7756,0,0,4,5579100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760313600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760313600000.json,2025-10-12,4.31,,2025-10-12 23:17:00-07:00
1760335320000,0.0,0.0,0,0,1,346,60.8,72,51.71,60.8,29.67,29.7654,0,0,4,5579100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760313600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760313600000.json,2025-10-12,,,2025-10-12 23:02:00-07:00
1760334420000,0.0,0.0,0,0,1,346,61.0,68,50.36,61.0,29.67,29.7654,0,0,4,5579100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760313600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760313600000.json,2025-10-12,,,2025-10-12 22:47:00-07:00
1760333520000,0.0,0.0,0,0,1,346,60.8,65,48.96,60.8,29.67,29.7654,0,0,4,5579100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760313600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760313600000.json,2025-10-12,,,2025-10-12 22:32:00-07:00
1760332620000,0.0,0.0,0,0,1,346,61.2,60,47.2,61.2,29.67,29.7654,0,0,4,5579100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760313600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760313600000.json,2025-10-12,4.32,,2025-10-12 22:17:00-07:00
1760331720000,0.0,1.5659,0,0,1,346,62.1,56,46.21,62.1,29.67,29.7652,0,0,4,5579100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760313600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760313600000.json,2025-10-12,,,2025-10-12 22:02:00-07:00
1760330820000,0.0,0.0,0,0,1,346,63.3,52,45.37,63.3,29.66,29.755,0,0,4,5579100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760313600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760313600000.json,2025-10-12,,,2025-10-12 21:47:00-07:00
1760329920000,0.0,0.0,0,0,1,346,64.8,50,45.72,64.8,29.66,29.7547,0,0,4,5579100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760313600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760313600000.json,2025-10-12,,,2025-10-12 21:32:00-07:00
1760329020000,0.0,0.0,0,0,1,346,65.1,49,45.46,65.1,29.66,29.7546,0,0,4,5579100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760313600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760313600000.json,2025-10-12,4.33,,2025-10-12 21:17:00-07:00
1760328120000,0.0,0.0,0,0,1,346,65.5,48,45.28,65.5,29.65,29.7445,0,0,4,5579100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760313600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760313600000.json,2025-10-12,,,2025-10-12 21:02:00-07:00
1760327220000,0.0,0.0,0,0,1,346,66.7,46,45.26,66.7,29.65,29.7443,0,0,4,5579100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760313600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760313600000.json,2025-10-12,,,2025-10-12 20:47:00-07:00
1760326320000,0.0,0.0,0,0,1,346,68.5,44,45.72,67.12,29.65,29.744,0,0,4,5579100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760313600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760313600000.json,2025-10-12,,,2025-10-12 20:32:00-07:00
1760325420000,0.4474,2.2369,0,0,1,346,70.2,41,45.39,68.85,29.65,29.7437,0,0,4,5579100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760313600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760313600000.json,2025-10-12,4.33,,2025-10-12 20:17:00-07:00
1760324520000,2.4606,3.5791,0,0,1,346,71.1,40,45.54,69.79,29.65,29.7435,0,0,4,5579100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760313600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760313600000.json,2025-10-12,,,2025-10-12 20:02:00-07:00
1760323620000,4.2502,9.3951,0,0,1,346,71.4,39,45.14,70.07,29.64,29.7334,0,0,4,5579100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1760313600000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1760313600000.json,2025-10-12,,,2025-10-12 19:47:00-07:00
