dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,lastRain,passkey,time,loc,date,batt1volts,tz,historical,local_time
1762501860000,0.0,1.1185,0,0,1,134,57.0,94,55.29,57.0,29.98,30.0538,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 23:51:00-08:00
1762500960000,0.0,1.1185,0,0,1,134,56.3,94,54.59,56.3,29.98,30.0539,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 23:36:00-08:00
1762500060000,0.0,0.0,0,0,1,134,56.1,94,54.4,56.1,29.98,30.0539,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 23:21:00-08:00
1762499160000,0.0,0.0,0,0,1,134,55.6,94,53.9,55.6,29.98,30.054,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,4.27,,,2025-11-06 23:06:00-08:00
1762498260000,0.0,0.0,0,0,1,134,55.6,93,53.61,55.6,29.99,30.064,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 22:51:00-08:00
1762497360000,0.0,0.0,0,0,1,134,55.6,93,53.61,55.6,29.99,30.064,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 22:36:00-08:00
1762495560000,0.0,2.908,0,0,1,134,54.7,93,52.72,54.7,29.99,30.0641,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,4.28,,,2025-11-06 22:06:00-08:00
1762494660000,0.2237,1.5659,0,0,1,134,55.6,93,53.61,55.6,29.99,30.064,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 21:51:00-08:00
1762493760000,0.0,0.0,0,0,1,134,55.4,92,53.11,55.4,29.99,30.064,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 21:36:00-08:00
1762492860000,0.0,0.0,0,0,1,134,56.8,92,54.5,56.8,29.99,30.0638,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 21:21:00-08:00
1762491960000,0.0,0.0,0,0,1,134,56.7,92,54.4,56.7,29.99,30.0638,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,4.28,,,2025-11-06 21:06:00-08:00
1762491060000,0.0,1.1185,0,0,1,134,57.4,92,55.09,57.4,29.98,30.0537,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 20:51:00-08:00
1762490160000,0.0,1.3422,0,0,1,134,57.6,91,54.99,57.6,29.98,30.0537,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 20:36:00-08:00
1762489260000,0.0,0.0,0,0,1,134,58.5,91,55.88,58.5,29.98,30.0536,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 20:21:00-08:00
1762488360000,0.0,0.0,0,0,1,134,57.7,91,55.09,57.7,29.98,30.0537,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,4.29,,,2025-11-06 20:06:00-08:00
1762487460000,0.0,1.5659,0,0,1,134,57.9,90,54.98,57.9,29.98,30.0536,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 19:51:00-08:00
1762486560000,0.0,1.3422,0,0,1,134,58.5,91,55.88,58.5,29.98,30.0536,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 19:36:00-08:00
1762485660000,0.0,0.0,0,0,1,134,58.6,91,55.98,58.6,29.98,30.0535,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 19:21:00-08:00
1762484760000,0.0,2.2369,0,0,1,134,58.3,90,55.38,58.3,29.98,30.0536,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,4.3,,,2025-11-06 19:06:00-08:00
1762483860000,0.0,0.0,0,0,1,134,59.4,90,56.46,59.4,29.98,30.0534,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 18:51:00-08:00
1762482960000,0.0,0.0,0,0,1,134,59.0,90,56.07,59.0,29.98,30.0535,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 18:36:00-08:00
1762482060000,0.6711,3.5791,0,0,1,134,59.0,88,55.45,59.0,29.99,30.0635,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 18:21:00-08:00
1762481160000,0.4474,2.908,0,0,1,134,59.5,88,55.94,59.5,29.99,30.0634,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,4.31,,,2025-11-06 18:06:00-08:00
1762480260000,0.4474,3.3554,0,0,1,134,60.6,87,56.71,60.6,29.98,30.0533,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 17:51:00-08:00
1762479360000,0.0,1.5659,0,0,1,134,61.5,86,57.27,61.5,29.99,30.0632,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 17:36:00-08:00
1762478460000,0.4474,2.6843,0,0,1,134,61.9,85,57.34,61.9,29.99,30.0631,0,0,15358,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 17:21:00-08:00
1762477560000,1.1185,3.1317,0,0,1,134,62.8,83,57.56,62.8,29.99,30.063,5,4500,15353,13822200,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,4.32,,,2025-11-06 17:06:00-08:00
1762476660000,2.908,4.6976,0,0,1,134,64.0,81,58.05,64.0,29.99,30.0628,28,25200,15266,13764600,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 16:51:00-08:00
1762475760000,2.908,5.3686,0,0,1,134,65.3,78,58.26,65.3,29.99,30.0626,59,53100,15294,13792500,,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,America/Los_Angeles,True,2025-11-06 16:36:00-08:00
1762474860000,3.5791,5.816,0,0,1,134,66.0,76,58.21,66.0,29.98,30.0525,93,83700,15173,13739400,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,,,,2025-11-06 16:21:00-08:00
1762473960000,4.2502,6.7108,0,0,1,124,66.6,74,58.05,66.6,29.98,30.0524,130,117000,15043,13655700,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762473600000,7395c226de765e6694f274e64ffcfa1e/daily/1762473600000.json,2025-11-06,4.36,,,2025-11-06 16:06:00-08:00
1762473060000,3.8028,7.3819,0,0,1,132,67.5,73,58.53,67.5,29.98,30.0523,169,152100,14415,13125600,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762387200000,7395c226de765e6694f274e64ffcfa1e/daily/1762387200000.json,2025-11-06,,,,2025-11-06 15:51:00-08:00
1762472160000,4.4739,7.3819,0,0,1,164,67.8,72,58.44,67.8,29.98,30.0523,209,188100,14834,13386600,,7395c226de765e6694f274e64ffcfa1e,1762387200000,7395c226de765e6694f274e64ffcfa1e/daily/1762387200000.json,2025-11-06,,America/Los_Angeles,True,2025-11-06 15:36:00-08:00
1762471260000,4.2502,7.6056,0,0,1,171,68.2,71,58.43,68.06,29.99,30.0622,250,225000,14584,13198500,,7395c226de765e6694f274e64ffcfa1e,1762387200000,7395c226de765e6694f274e64ffcfa1e/daily/1762387200000.json,2025-11-06,4.37,America/Los_Angeles,True,2025-11-06 15:21:00-08:00
1762470360000,4.9213,8.2767,0,0,1,161,68.2,71,58.43,68.06,29.99,30.0622,290,261000,14125,12973500,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762387200000,7395c226de765e6694f274e64ffcfa1e/daily/1762387200000.json,2025-11-06,,,,2025-11-06 15:06:00-08:00
1762469460000,4.0265,7.8293,0,0,1,130,69.1,70,58.89,69.0,30.0,30.0721,329,296100,13796,12712500,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762387200000,7395c226de765e6694f274e64ffcfa1e/daily/1762387200000.json,2025-11-06,,,,2025-11-06 14:51:00-08:00
1762468560000,4.4739,8.2767,0,0,1,145,68.5,72,59.11,68.43,30.0,30.0722,366,329400,13430,12416400,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762387200000,7395c226de765e6694f274e64ffcfa1e/daily/1762387200000.json,2025-11-06,,,,2025-11-06 14:36:00-08:00
1762467660000,4.0265,7.1582,0,0,1,162,68.2,73,59.21,68.15,30.0,30.0722,403,362700,13027,12087000,2025-11-02T16:51:00.000Z,7395c226de765e6694f274e64ffcfa1e,1762387200000,7395c226de765e6694f274e64ffcfa1e/daily/1762387200000.json,2025-11-06,4.37,,,2025-11-06 14:21:00-08:00
