dateutc,windspeedmph,windgustmph,hourlyrainin,dailyrainin,trustdevicetime,winddir,tempf,humidity,dewPoint,feelsLike,baromabsin,baromrelin,solarradiation,sis,sds,solarradday,tz,historical,passkey,time,loc,date,batt1volts,local_time
1753512360000,0.0,0.8948,0,0,1,216,62.1,89,58.82,62.1,30.0,30.0963,0,0,694,7967700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,,2025-07-25 23:46:00-07:00
1753511460000,0.0,0.0,0,0,1,216,62.2,88,58.6,62.2,29.99,30.0862,0,0,694,7967700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,,2025-07-25 23:31:00-07:00
1753510560000,0.0,0.0,0,0,1,216,62.4,87,58.48,62.4,29.99,30.0862,0,0,694,7967700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,,2025-07-25 23:16:00-07:00
1753509660000,0.0,0.0,0,0,1,216,62.4,87,58.48,62.4,29.99,30.0862,0,0,694,7967700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,4.28,2025-07-25 23:01:00-07:00
1753508760000,0.0,0.0,0,0,1,216,62.6,87,58.67,62.6,29.99,30.0861,0,0,694,7967700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,,2025-07-25 22:46:00-07:00
1753507860000,0.0,0.0,0,0,1,216,62.6,86,58.35,62.6,29.98,30.0761,0,0,694,7967700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,,2025-07-25 22:31:00-07:00
1753506960000,0.0,0.0,0,0,1,216,62.4,87,58.48,62.4,29.98,30.0761,0,0,694,7967700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,,2025-07-25 22:16:00-07:00
1753506060000,0.0,0.0,0,0,1,216,62.1,87,58.18,62.1,29.98,30.0762,0,0,694,7967700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,4.29,2025-07-25 22:01:00-07:00
1753505160000,0.0,0.0,0,0,1,216,61.9,87,57.98,61.9,29.97,30.0662,0,0,694,7967700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,,2025-07-25 21:46:00-07:00
1753504260000,0.0,0.0,0,0,1,216,61.9,88,58.3,61.9,29.96,30.0562,0,0,694,7967700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,,2025-07-25 21:31:00-07:00
1753503360000,0.0,0.0,0,0,1,216,62.2,88,58.6,62.2,29.96,30.0561,0,0,694,7967700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,,2025-07-25 21:16:00-07:00
1753502460000,0.0,0.0,0,0,1,216,62.4,87,58.48,62.4,29.95,30.0461,0,0,694,7967700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,4.3,2025-07-25 21:01:00-07:00
1753501560000,0.0,0.0,0,0,1,216,62.8,85,58.22,62.8,29.95,30.046,0,0,694,7967700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,,2025-07-25 20:46:00-07:00
1753500660000,0.0,0.0,0,0,1,216,63.3,85,58.71,63.3,29.95,30.0459,0,0,694,7967700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,,2025-07-25 20:31:00-07:00
1753499760000,0.0,0.0,0,0,1,216,63.5,84,58.57,63.5,29.94,30.0358,0,0,694,7967700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,,2025-07-25 20:16:00-07:00
1753498860000,0.0,1.3422,0,0,1,216,63.7,84,58.77,63.7,29.94,30.0358,1,180,694,7967700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,4.29,2025-07-25 20:01:00-07:00
1753497960000,1.3422,2.4606,0,0,1,216,63.9,83,58.63,63.9,29.94,30.0357,3,540,694,7966800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,,2025-07-25 19:46:00-07:00
1753497060000,2.0132,3.1317,0,0,1,216,64.0,83,58.73,64.0,29.94,30.0357,6,1080,694,7964100,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,,2025-07-25 19:31:00-07:00
1753496160000,0.8948,3.1317,0,0,1,216,64.0,82,58.39,64.0,29.95,30.0458,10,1800,694,7958700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,,2025-07-25 19:16:00-07:00
1753495260000,1.5659,4.0265,0,0,1,216,64.4,81,58.44,64.4,29.95,30.0457,16,2880,694,7949700,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,4.3,2025-07-25 19:01:00-07:00
1753494360000,2.0132,5.145,0,0,1,216,64.9,81,58.92,64.9,29.95,30.0456,16,2880,694,7935300,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,,2025-07-25 18:46:00-07:00
1753493460000,1.1185,3.5791,0,0,1,216,65.3,81,59.31,65.3,29.95,30.0455,19,3420,694,7920900,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,,2025-07-25 18:31:00-07:00
1753492560000,0.6711,5.145,0,0,1,216,65.7,80,59.35,65.7,29.96,30.0555,23,4140,694,7903800,America/Los_Angeles,True,184b25e1e4b0679445bdc4f9f9a9c3f0,1753488000000,184b25e1e4b0679445bdc4f9f9a9c3f0/daily/1753488000000.json,2025-07-25,,2025-07-25 18:16:00-07:00
